Week,AR,athena_flu,athena_ILI,athena_viral,how long is the flu contagious,strep,signs of flu,flu fever,flu how long,how long flu,upper respiratory,strep throat,how long does flu last,expectorant,can adults get rsv,rsv in adults,influenza a symptoms,fever cough,oscillococcinum,flu symptoms,flu incubation,cold and flu,acute bronchitis,fever flu,type a flu,tamiflu side effects,symptoms of flu,cold,type b flu,flu shots,high fever,symptoms of rsv,flu treatment,body temperature,flu incubation period,symptoms of bronchitis,robitussin,tamiflu dosage,walking pneumonia,incubation period for flu,clarithromycin,tessalon,symptoms of pneumonia,stomach flu,tussin,how long does the flu last,flu virus,rsv baby,flu shot,rsv infection,rsv,tussionex,pneumonia,signs of the flu,how long are you contagious with the flu,flu a symptoms,bronchitis,cough fever,flu and cold,sinus,how to break a fever,the flu,flu a,normal body temperature,gripe,rsv symptoms,oseltamivir,how long is flu contagious,flu vaccine,cold vs flu,human temperature,influenza a,influenza b,flu vs cold,normal body,flu medicine,cold symptoms,stomach flu symptoms,symptoms of the flu,early flu symptoms,flu type a,what is rsv
2011-12-25,1.813710421,0.000847816871556,0.00445103857567,0.009537939805,0.0,992.319832083,0.0,0.0,350.707748539,350.707748539,174.873389316,991.457954744,174.28355586,0.0,0.0,0.0,0.0,174.598811011,0.0,525.940329085,0.0,175.445094251,176.061313587,0.0,0.0,0.0,175.779264529,7643.37175398,0.0,175.604686514,175.020929623,175.232755257,0.0,291.895129231,0.0,176.754888459,175.331555731,0.0,351.18576799,0.0,175.232755257,0.0,174.653612317,525.665146732,0.0,174.809615492,174.468235038,0.0,177.29213736,0.0,467.863154051,175.848999673,993.769677209,0.0,0.0,175.743034623,759.491666456,174.598811011,175.445094251,1693.46702462,0.0,583.915063909,1058.28448488,174.600347132,348.149532718,349.042272919,0.0,0.0,349.724792345,0.0,0.0,0.0,175.848999673,0.0,174.493599314,0.0,350.735375098,0.0,176.434099188,0.0,0.0,176.487483181
2012-01-01,1.756851722,0.000475511174513,0.00491361546996,0.00935171976541,0.0,937.641002191,154.805793172,154.805793172,158.293007383,158.293007383,208.106675637,937.138680156,0.0,158.62817104,0.0,0.0,0.0,158.102120428,0.0,625.891624403,0.0,155.347593774,0.0,154.805793172,0.0,0.0,235.307326778,7913.94622676,0.0,159.012957386,0.0,154.992531162,154.992531162,549.225264113,0.0,0.0,158.868443944,0.0,233.118551271,0.0,155.320408985,0.0,156.901317626,234.78703849,155.508391326,0.0,154.759178962,158.006849491,209.83043429,0.0,626.192558082,155.817916492,1408.8050087,0.0,0.0,0.0,781.773976047,158.102120428,155.347593774,1927.8978617,0.0,208.484042311,155.414343312,155.179720209,156.52299975,309.518357923,0.0,0.0,0.0,0.0,0.0,155.582399689,154.945804441,0.0,156.025451631,0.0,365.77191295,0.0,0.0,0.0,0.0,155.508391326
2012-01-08,1.831874618,0.000560616678346,0.0042046250876,0.00925017519271,142.108846004,1233.090554,0.0,0.0,141.85148015,141.85148015,142.159176977,900.171279209,0.0,142.397419682,142.23787946,142.554284596,0.0,0.0,0.0,237.391897364,0.0,142.299337404,0.0,0.0,0.0,0.0,142.448331398,6967.53326329,0.0,0.0,498.169148725,0.0,0.0,355.473346505,0.0,142.814898164,142.256398558,0.0,213.391907946,0.0,0.0,141.467174514,284.275399143,331.476990771,142.108846004,0.0,213.048625863,0.0,238.7778824,142.299337404,333.155055157,141.894309703,1091.73310293,0.0,0.0,142.073551895,711.602376622,0.0,142.299337404,1707.41520493,0.0,426.461682434,142.706754285,142.075690106,142.062227525,142.167958622,0.0,141.937165127,0.0,0.0,142.073396801,142.683526921,0.0,0.0,142.020672711,142.966221159,356.221386094,142.223998277,142.225390114,0.0,0.0,0.0
2012-01-15,1.842313788,0.000678702321162,0.0050223971766,0.0107234966744,0.0,1369.87125876,0.0,212.829497325,0.0,0.0,420.93256985,991.216044584,0.0,142.825838506,0.0,142.437724815,0.0,140.479905841,0.0,236.46823955,0.0,281.553448472,0.0,212.829497325,0.0,0.0,213.430978191,6751.97104806,0.0,141.032140125,142.523789905,141.581221282,140.691791069,212.24368469,0.0,142.280489791,213.580666779,0.0,141.553561446,0.0,142.207666226,142.696232482,0.0,142.480744363,141.202932908,0.0,0.0,0.0,357.7630466,142.207666226,1040.72431752,282.405865815,1136.0202879,0.0,0.0,0.0,661.637054438,140.479905841,281.553448472,1322.95962242,0.0,283.451418177,236.826856627,141.56516171,0.0,188.73044415,0.0,0.0,140.522231815,0.0,140.479905841,0.0,0.0,0.0,354.168155985,0.0,570.557009868,0.0,142.121662195,142.265906087,0.0,285.478816693
2012-01-22,2.126892574,0.00252525252525,0.00673400673401,0.0131874298541,0.0,1816.22978211,0.0,136.41051941,0.0,0.0,135.487392272,1224.84052203,0.0,0.0,0.0,136.019357268,0.0,203.626986023,0.0,318.314416023,0.0,0.0,136.060450729,136.41051941,0.0,0.0,136.6162668,6082.72866667,0.0,0.0,136.822635783,0.0,0.0,340.13684917,0.0,135.729300428,272.938835577,0.0,136.182408363,0.0,136.304250566,136.348801669,0.0,203.586847668,0.0,0.0,136.369444276,136.399581647,137.353452565,0.0,1183.86294771,0.0,955.743288088,0.0,0.0,136.451619295,862.961066838,203.626986023,0.0,1680.78084896,0.0,408.418014683,274.100162644,135.95678301,135.691501028,136.338402614,0.0,0.0,204.442277063,0.0,136.038608754,0.0,0.0,0.0,136.011753416,0.0,136.717920522,0.0,136.221816789,0.0,0.0,136.500971654
2012-01-29,1.378822698,0.00266382525306,0.00812466702184,0.0137187000533,0.0,1003.93730406,0.0,0.0,0.0,0.0,182.251599911,683.917347602,0.0,136.235852241,0.0,0.0,0.0,136.558112294,0.0,825.301265457,0.0,137.081413542,0.0,0.0,0.0,0.0,135.742690785,6885.88151048,0.0,0.0,0.0,138.157454127,0.0,690.578636604,0.0,136.359703015,137.156492127,0.0,228.372113424,0.0,135.988824403,136.200570701,205.441551565,137.012356553,138.450249216,0.0,136.742247209,0.0,207.601451625,0.0,960.690661979,137.044303198,1416.48136151,137.907470796,0.0,0.0,319.53862877,136.558112294,137.081413542,1003.7991071,0.0,273.955678109,207.056237562,182.361814092,406.247685782,275.142881267,0.0,0.0,0.0,0.0,0.0,0.0,136.330496992,0.0,273.180724966,0.0,137.082149823,0.0,0.0,0.0,0.0,137.064648284
2012-02-05,2.498632136,0.00533090625406,0.0109218567156,0.0170328955923,0.0,736.105364264,0.0,139.034887929,206.985990149,206.985990149,137.10601319,781.501975033,139.328653161,0.0,0.0,139.370720991,0.0,277.902364794,136.512589948,230.297060849,136.677311022,139.581441767,138.019711746,139.034887929,0.0,0.0,139.244593642,6805.86556646,0.0,0.0,138.103090558,0.0,0.0,460.09369697,0.0,0.0,230.49277076,0.0,418.112162974,0.0,138.720932099,0.0,139.286610719,277.169736032,0.0,0.0,138.99302256,0.0,347.450898412,0.0,1060.54838855,0.0,782.26730251,0.0,0.0,0.0,736.272054768,277.902364794,139.581441767,1932.74827926,0.0,598.725589481,207.739126863,137.31309842,138.909367416,138.617137135,0.0,136.842430093,0.0,137.215410672,137.578946028,139.497077039,0.0,137.215410672,183.832763254,139.91992359,276.458820905,0.0,0.0,0.0,0.0,139.6659086
2012-02-12,2.218907328,0.00755923826138,0.0136647768571,0.0196249454863,0.0,1087.21054856,0.0,135.393400558,135.204996983,135.204996983,405.24909649,860.153817108,0.0,0.0,0.0,0.0,0.0,270.124972152,136.362347751,317.457279702,0.0,0.0,136.787380757,135.393400558,0.0,135.577285053,136.946959255,7018.40282547,0.0,0.0,272.018112961,0.0,134.387247785,271.840275708,0.0,0.0,135.449933751,0.0,136.029758097,0.0,136.057089497,136.575621713,203.396494715,202.887502387,0.0,0.0,0.0,136.197857585,137.571320464,0.0,953.746276677,134.346733088,1586.42801338,0.0,0.0,0.0,498.542594657,270.124972152,0.0,1993.77280614,0.0,317.211616403,137.154701433,0.0,136.074750151,136.692522927,0.0,0.0,136.828681294,0.0,136.704854434,0.0,0.0,0.0,271.131388605,136.816751212,406.06410385,0.0,136.362347751,0.0,0.0,273.574761514
2012-02-19,2.595870206,0.00861497680583,0.013916500994,0.0204108681246,0.0,1562.06069343,0.0,0.0,354.993882231,354.993882231,141.66050959,1229.75115983,141.693948466,142.077761551,0.0,0.0,142.781295145,141.362007613,0.0,379.071903645,141.594930212,142.003202084,0.0,0.0,283.10445938,141.509554915,0.0,5866.5295622,0.0,283.577650538,142.186222599,0.0,0.0,212.612810075,0.0,282.848565021,569.574146595,141.851675326,355.809891571,0.0,142.023356627,141.296566422,285.303615752,282.87329099,142.08913443,141.680408588,212.484729774,141.424282511,143.115896563,0.0,1327.70687215,141.723186489,1090.01519358,141.746027556,0.0,283.446372978,568.185755843,141.362007613,142.003202084,2225.25315453,141.70325567,757.830411169,427.957793314,141.381684835,141.319467136,282.933811725,0.0,0.0,0.0,142.152390567,0.0,142.651807876,0.0,142.152390567,141.329394701,0.0,189.472892541,0.0,0.0,0.0,283.10445938,142.393536649
2012-02-26,3.323875152,0.0155570204351,0.0192485168095,0.0259723137772,0.0,1533.05685115,0.0,196.313623599,130.974526182,130.974526182,262.479355856,962.899734304,0.0,132.640253368,0.0,0.0,0.0,218.521715737,130.804042728,789.19573981,131.733043277,129.888782335,0.0,196.313623599,129.693048787,0.0,262.761397562,6041.65571279,0.0,0.0,175.289981567,0.0,129.810418062,327.118740601,131.971834292,131.113177489,131.331280403,0.0,131.51729302,0.0,129.967241279,0.0,130.94234639,389.548765126,0.0,0.0,131.534709879,0.0,399.006792889,0.0,790.512087616,130.282027211,1490.17457345,0.0,0.0,130.935260352,1051.60805265,218.521715737,129.888782335,1752.34411745,131.812544209,394.076466393,219.5807624,260.327607911,195.861310844,132.160541782,0.0,129.693048787,0.0,132.800932052,0.0,265.03999857,0.0,132.800932052,175.013147772,0.0,131.550116428,389.901723838,0.0,0.0,129.693048787,131.092965806
2012-03-04,4.702832809,0.0134037367994,0.0185486054698,0.0246412131059,0.0,1146.82749615,0.0,136.863820469,228.912048691,228.912048691,205.512973392,962.160376148,549.02241822,0.0,0.0,138.42305278,0.0,136.556622064,0.0,505.04260948,136.639009166,137.54561036,0.0,136.863820469,0.0,137.484207062,138.297783049,6142.13930761,0.0,0.0,138.506692087,138.256076842,137.462626583,321.093408273,0.0,137.795163932,137.740512991,0.0,137.920280606,0.0,0.0,0.0,138.045624239,413.824118322,0.0,0.0,0.0,0.0,184.705062844,0.0,827.415411451,0.0,1882.43598763,0.0,0.0,0.0,642.269951547,136.556622064,137.54561036,1834.75158002,0.0,458.377994283,321.815917854,276.846105561,183.008202019,138.047922556,0.0,273.608163929,137.296959061,0.0,273.278018332,137.712645832,136.392145554,0.0,205.698830303,137.384991018,137.796718078,137.628694389,136.969554093,0.0,0.0,137.504105951
2012-03-11,6.044362292,0.0153928523625,0.0194083790657,0.0252978182305,143.135876959,905.857708625,0.0,285.446433834,427.919613534,427.919613534,238.097100347,952.229653922,143.480782686,0.0,0.0,142.812141554,0.0,214.341253343,142.184446989,859.229856326,0.0,0.0,0.0,285.446433834,287.134537986,142.980340593,190.87827077,6100.10358112,0.0,0.0,214.144966746,0.0,0.0,190.618407642,142.227299444,142.184446989,214.881636904,0.0,143.491458675,0.0,143.870793874,0.0,143.196362285,428.429981535,0.0,144.262931108,286.961565372,0.0,289.930735556,0.0,525.791392297,190.906904576,1431.79486811,0.0,0.0,0.0,620.038538926,214.341253343,0.0,1335.33511919,142.313081893,667.719880816,502.663230638,142.812141554,214.276634358,0.0,142.42511678,143.567268993,0.0,0.0,142.639871178,190.906277096,142.098819499,0.0,190.28877473,143.13320581,190.979519748,143.870793874,143.827354625,0.0,287.134537986,142.777898217
2012-03-18,3.768763973,0.00690685084936,0.00914691058428,0.0134403584096,0.0,747.161571423,0.0,0.0,320.755956639,320.755956639,159.621296772,533.268977629,0.0,160.678535269,0.0,0.0,0.0,160.184577079,0.0,267.125617259,0.0,0.0,160.006652457,0.0,0.0,160.184577079,159.483113356,5441.61026942,0.0,0.0,373.846714605,0.0,0.0,240.695113636,0.0,240.647346625,213.71705255,160.571847136,0.0,0.0,0.0,160.775827752,321.065634259,159.675783986,159.96566438,160.377978319,160.474854175,0.0,161.528863652,0.0,321.591898058,0.0,962.074849066,0.0,0.0,0.0,480.423034389,160.184577079,0.0,1441.46191284,0.0,267.045488486,160.272828002,160.629933171,240.066598881,160.13629963,0.0,0.0,0.0,0.0,0.0,0.0,159.991641726,0.0,240.550262825,0.0,318.773904598,0.0,0.0,0.0,0.0,0.0
2012-03-25,1.875868458,0.00269886363636,0.00511363636364,0.00994318181818,0.0,841.302106913,0.0,149.446545815,299.344182925,299.344182925,148.484873174,395.448166427,147.917656151,0.0,0.0,0.0,0.0,148.498437395,0.0,346.83285478,0.0,0.0,0.0,149.446545815,0.0,0.0,147.935811753,6579.97343575,0.0,0.0,147.846451553,0.0,0.0,149.807745926,0.0,149.401518233,0.0,0.0,148.857102394,0.0,0.0,0.0,443.941597121,222.370024782,0.0,0.0,149.762500458,148.23085143,149.816476472,0.0,298.661622022,0.0,990.661244019,0.0,0.0,0.0,594.075009515,148.498437395,0.0,940.802615689,149.536682453,298.074252217,198.540217259,148.070054777,221.177556675,0.0,0.0,0.0,0.0,0.0,0.0,147.980532374,0.0,0.0,590.639858606,148.54537582,295.853693265,147.846451553,149.943646512,0.0,0.0,0.0
2012-04-01,1.445783133,0.000855431993157,0.00313658397491,0.0059880239521,0.0,927.373053829,147.575352863,0.0,147.175299196,147.175299196,219.862143657,438.915144293,146.111640126,220.277986913,0.0,0.0,0.0,0.0,145.287707379,146.584905971,145.979452273,0.0,0.0,0.0,147.264012456,0.0,0.0,5122.17260602,0.0,0.0,146.644959595,147.619937562,0.0,390.519390336,0.0,0.0,292.488135189,0.0,295.776025018,0.0,146.288263445,292.84202283,0.0,0.0,146.13948585,145.550830302,145.638749861,0.0,0.0,0.0,195.614548266,0.0,976.802636857,0.0,145.847503386,0.0,437.624500528,0.0,0.0,927.608589758,0.0,195.127732368,220.682099522,292.993337559,294.439284923,147.888012509,0.0,0.0,146.023488307,0.0,0.0,0.0,0.0,0.0,366.372102035,0.0,0.0,0.0,0.0,0.0,147.264012456,145.550830302
2012-04-08,1.104349786,0.001142041399,0.00328336902213,0.00913633119201,0.0,1401.62125834,0.0,0.0,0.0,0.0,0.0,1000.16008513,0.0,0.0,0.0,150.053170287,0.0,150.149535011,0.0,200.452037937,0.0,0.0,0.0,0.0,150.234175317,0.0,151.054131399,6003.29543633,0.0,0.0,150.622891307,0.0,150.42121692,150.441226372,0.0,151.150531911,225.062884874,0.0,150.139864932,0.0,150.734198291,0.0,224.903718103,199.923985402,0.0,0.0,150.461046618,0.0,150.641411905,0.0,300.939922184,150.415617558,1303.21465075,0.0,0.0,0.0,450.653995364,150.149535011,0.0,1401.77191732,0.0,200.301186362,225.97324561,0.0,149.143621428,0.0,0.0,0.0,150.466592853,0.0,0.0,149.639564547,0.0,0.0,300.112494845,0.0,200.696323499,0.0,0.0,0.0,150.234175317,0.0
2012-04-15,0.755995829,0.000861079219288,0.00315729047072,0.00602755453502,0.0,1214.81714835,0.0,0.0,139.527634226,139.527634226,209.357763281,840.260643795,139.107749681,0.0,0.0,0.0,0.0,139.634552913,140.249017888,281.390435983,0.0,0.0,139.527634226,0.0,0.0,0.0,280.752340433,7098.82019838,0.0,140.162235351,140.257668979,0.0,0.0,420.200521373,0.0,141.250479583,140.42765245,0.0,140.663522395,0.0,140.291376396,0.0,139.485531741,420.493132691,141.03678748,0.0,139.761128874,0.0,141.679812347,0.0,140.333760497,0.0,700.852249811,0.0,0.0,140.004000052,654.503761844,139.634552913,0.0,1402.1101591,0.0,233.598773644,187.464729339,422.216107448,420.818461592,0.0,0.0,0.0,140.611337141,0.0,139.972935256,0.0,140.526554906,0.0,279.4600382,0.0,140.451231522,140.291376396,0.0,0.0,0.0,0.0
2012-04-22,0.808368997,0.000566091140674,0.00367959241438,0.00707613925842,0.0,1520.79993777,0.0,0.0,0.0,0.0,141.810003054,1234.36022162,0.0,0.0,0.0,0.0,0.0,142.191249528,0.0,285.385734479,0.0,0.0,142.647657802,0.0,0.0,0.0,143.366973431,5320.31264523,0.0,0.0,142.706746506,0.0,0.0,284.811173309,0.0,143.139191192,0.0,0.0,142.620570934,0.0,143.063321748,142.521701816,142.674797337,0.0,0.0,0.0,0.0,0.0,143.574264721,0.0,286.099916686,0.0,998.756185008,0.0,0.0,141.852678349,617.939500799,142.191249528,0.0,1806.25177859,0.0,142.408086478,285.250499336,142.620570934,142.241414348,0.0,0.0,0.0,0.0,0.0,142.448531645,0.0,0.0,0.0,213.215602315,0.0,190.350668362,0.0,0.0,0.0,0.0,0.0
2012-04-29,0.744878957,0.0,0.0025459688826,0.00735502121641,0.0,1078.51120853,0.0,140.470867547,0.0,0.0,139.836482371,890.355409446,0.0,0.0,0.0,0.0,0.0,140.710590001,0.0,234.693662743,0.0,282.668362747,0.0,140.470867547,0.0,0.0,140.682739142,6327.34036634,0.0,0.0,422.062256375,0.0,0.0,515.753877663,0.0,0.0,141.092994392,0.0,140.810169159,0.0,140.5338466,0.0,139.752091012,0.0,0.0,0.0,140.454281872,0.0,140.728784447,0.0,140.964769657,139.836482371,1057.17888092,0.0,0.0,0.0,375.237825592,140.710590001,282.668362747,1313.1760252,0.0,211.406093757,0.0,282.441952931,140.30590952,0.0,0.0,0.0,141.078681196,0.0,141.036187618,0.0,0.0,0.0,187.364958758,0.0,188.017839366,0.0,282.753709475,0.0,0.0,0.0
2012-05-06,1.149425287,0.0,0.00265565063441,0.00649159043966,146.592151371,873.416538196,0.0,0.0,146.326906224,146.326906224,144.870189064,436.364663324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.305971641,0.0,146.549562058,0.0,0.0,0.0,0.0,0.0,6256.57500581,0.0,0.0,0.0,0.0,0.0,146.129438384,0.0,0.0,145.435914866,0.0,218.071566965,0.0,217.895769219,0.0,0.0,218.612400079,144.776961662,0.0,0.0,145.580889307,0.0,0.0,291.298605376,145.888578385,631.184203991,0.0,0.0,0.0,533.875964889,0.0,146.549562058,1504.56942582,0.0,339.980951323,146.774900246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.930833395,0.0,145.807676582,0.0,0.0,0.0,0.0,0.0
2012-05-13,1.056218058,0.00014878738283,0.00312453503943,0.00654664484452,0.0,1409.91421373,150.608589533,0.0,0.0,0.0,0.0,402.516366844,149.527979744,0.0,0.0,149.663095388,0.0,225.179036019,0.0,150.633454334,0.0,0.0,0.0,0.0,0.0,0.0,150.835751809,5638.18493097,0.0,0.0,201.561868551,0.0,0.0,251.728210843,0.0,151.521368863,150.524530957,0.0,152.663508787,0.0,0.0,150.407048742,0.0,152.202846419,0.0,0.0,0.0,0.0,151.981920136,0.0,151.540657884,150.744804718,806.523887102,0.0,0.0,0.0,225.882062814,225.179036019,0.0,1410.56792225,150.88126652,226.064028672,150.936050027,450.94702668,149.708188216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,302.440841515,0.0,152.432829565,0.0,0.0,0.0,0.0,0.0
2012-05-20,0.505689001,0.000148257968866,0.00370644922165,0.00830244625649,0.0,1579.90635779,0.0,153.260063513,0.0,0.0,153.537708556,916.497936748,0.0,0.0,0.0,0.0,0.0,228.773997793,0.0,0.0,0.0,0.0,153.491364545,153.260063513,0.0,0.0,0.0,4737.92016035,0.0,0.0,153.10268859,0.0,0.0,152.864943548,0.0,0.0,153.10268859,0.0,0.0,0.0,153.148957157,152.816504366,229.396167635,152.053449308,152.559833789,0.0,0.0,0.0,0.0,0.0,154.236242262,0.0,713.77633871,152.964050478,0.0,151.64162835,560.771324709,228.773997793,0.0,1019.58105866,0.0,152.508042741,0.0,0.0,153.213886935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.283206711,0.0,153.301872231,152.191220479,0.0,0.0,0.0,0.0
2012-05-27,0.590966653,0.000180277627546,0.00144222102037,0.00558860645394,0.0,783.131159019,0.0,0.0,156.092529943,156.092529943,156.664908581,365.027803588,155.622796179,0.0,0.0,0.0,0.0,156.862950223,0.0,235.340620244,0.0,156.369506326,156.511230955,0.0,0.0,0.0,0.0,5009.33670591,0.0,0.0,312.56243681,0.0,0.0,392.022839393,0.0,156.653212718,235.265664658,0.0,156.186817186,0.0,314.958428915,315.244235112,0.0,156.382729906,0.0,156.092529943,156.910183872,0.0,0.0,0.0,157.008975281,312.769045974,888.373273626,0.0,0.0,155.898939049,574.497149783,156.862950223,156.369506326,992.127712556,0.0,312.656923641,235.222817962,0.0,391.172651457,0.0,155.669642295,0.0,0.0,0.0,0.0,157.479214458,0.0,0.0,155.810350016,0.0,157.099403268,157.622117556,0.0,0.0,0.0,0.0
2012-06-03,0.073313783,0.0,0.00139751552795,0.00590062111801,0.0,1120.0966134,0.0,0.0,0.0,0.0,229.407715147,813.760664119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,254.825428848,0.0,0.0,0.0,0.0,0.0,0.0,153.28861675,4376.28781034,0.0,0.0,203.774100655,0.0,0.0,305.415348369,0.0,152.16384644,303.408273867,0.0,152.876931826,0.0,0.0,306.198367446,228.049572554,152.764106434,0.0,0.0,0.0,0.0,0.0,0.0,153.108508112,230.378903103,1019.08968737,0.0,0.0,0.0,458.399639546,0.0,0.0,967.65006694,152.879679092,203.743875731,153.56800062,151.612528155,229.47616766,0.0,0.0,0.0,153.655334389,0.0,0.0,151.74998285,0.0,0.0,153.215275436,0.0,308.239380379,0.0,152.871441803,0.0,0.0,0.0
2012-06-10,0.0,0.000156372165754,0.00328381548084,0.00703674745895,0.0,851.238472822,0.0,0.0,150.312941474,150.312941474,0.0,600.490683834,149.834664145,150.517231683,0.0,0.0,0.0,0.0,0.0,301.807659929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5254.24511697,0.0,150.970463601,150.221688346,0.0,0.0,149.915058341,0.0,0.0,0.0,0.0,0.0,0.0,452.164571754,149.879767897,224.838408982,150.131015819,0.0,150.286926941,149.229378032,0.0,151.291579749,0.0,302.032507707,0.0,1153.51437497,0.0,0.0,0.0,400.750082717,0.0,0.0,1001.60261549,0.0,300.554930866,0.0,0.0,149.746783585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.030484456,0.0,150.960438389,150.721523918,0.0,0.0,0.0,0.0
2012-06-17,0.160685592,0.0,0.00179007323027,0.00585842148088,0.0,713.922377176,0.0,153.950516968,154.182860036,154.182860036,304.81214964,712.923059606,0.0,304.9105132,0.0,0.0,0.0,152.084930171,0.0,152.545570239,0.0,0.0,0.0,153.950516968,0.0,0.0,154.884116222,5249.3496976,0.0,152.363055054,0.0,0.0,0.0,203.936081561,0.0,0.0,0.0,0.0,152.544123801,0.0,154.556071195,0.0,0.0,0.0,154.462599123,0.0,308.551987496,151.949524446,0.0,0.0,0.0,0.0,816.809747722,0.0,154.136335335,0.0,457.383211819,152.084930171,0.0,1019.87997033,0.0,153.082114274,155.16640805,152.409141883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.682423097,0.0,0.0,303.852251248,0.0,306.813143876,0.0,152.133038365,0.0,0.0,0.0
2012-06-24,0.199733688,0.00016302575807,0.00244538637105,0.00619497880665,0.0,739.101214688,147.940516329,0.0,0.0,0.0,147.806512238,738.49246755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,296.092070051,0.0,147.892904411,0.0,0.0,0.0,0.0,147.845003445,5909.43552895,0.0,147.669636137,147.911874589,0.0,0.0,295.51577248,0.0,147.494778106,148.115265817,0.0,0.0,0.0,147.961468303,147.89234084,296.39905905,147.931214143,148.029987461,0.0,0.0,0.0,0.0,0.0,148.294610647,147.806512238,1085.05868772,0.0,0.0,0.0,443.645323915,0.0,147.892904411,690.017095724,0.0,246.164685017,0.0,147.669636137,147.18081098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196.664872932,0.0,148.569095154,0.0,147.979042653,147.619404899,0.0,0.0
2012-07-01,0.0,0.0,0.00173913043478,0.005,0.0,977.195806808,0.0,0.0,0.0,0.0,153.874714966,770.772674381,0.0,0.0,0.0,0.0,0.0,153.149089921,0.0,307.594484109,0.0,154.385618034,0.0,0.0,0.0,0.0,0.0,4985.03981263,0.0,0.0,154.842950978,0.0,0.0,309.251411655,0.0,154.170083854,0.0,0.0,154.74941854,0.0,155.030355457,0.0,153.518792009,0.0,0.0,0.0,154.060106189,0.0,155.689858641,0.0,0.0,153.379944744,462.560441507,0.0,0.0,0.0,154.16042309,153.149089921,154.385618034,668.560815182,0.0,153.843748629,0.0,154.329917104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.376416025,154.216816222,0.0,0.0,0.0,0.0,0.0,0.0
2012-07-08,0.0,0.0,0.0013635588887,0.0027271177774,0.0,1151.69712899,0.0,143.678409949,0.0,0.0,143.802884653,479.485756357,0.0,0.0,0.0,0.0,0.0,144.25156278,0.0,143.01494156,0.0,0.0,145.185104585,143.678409949,142.540811253,0.0,0.0,5037.09415938,0.0,0.0,144.687355184,0.0,0.0,214.851314369,0.0,144.688544102,0.0,0.0,192.220507065,0.0,0.0,144.194362561,0.0,143.976612089,144.237991717,0.0,145.272803229,0.0,0.0,0.0,0.0,0.0,816.572090235,0.0,0.0,0.0,528.072600822,144.25156278,0.0,816.003832951,0.0,287.574047012,143.624047891,143.058200768,143.618885278,0.0,0.0,0.0,0.0,0.0,142.454943295,0.0,0.0,0.0,287.614424516,0.0,217.022234332,0.0,0.0,0.0,142.540811253,0.0
2012-07-15,0.0,0.0,0.00265032300812,0.00530064601623,0.0,1020.75034871,0.0,0.0,0.0,0.0,0.0,631.429868405,0.0,146.276241712,0.0,0.0,0.0,145.720144685,145.658856309,218.882740364,0.0,145.316181261,145.44788777,0.0,0.0,0.0,0.0,5295.34764363,0.0,0.0,219.251601612,0.0,0.0,218.230899981,0.0,0.0,0.0,0.0,146.072099335,0.0,0.0,0.0,0.0,145.395176834,0.0,0.0,0.0,0.0,146.510197358,0.0,219.391765356,0.0,486.359832047,0.0,0.0,0.0,340.450776535,145.720144685,145.316181261,729.155418178,0.0,218.473137018,146.099312481,0.0,218.437587393,0.0,0.0,0.0,0.0,0.0,145.702782381,146.354306235,145.097199674,0.0,145.30839891,0.0,145.575200934,145.957323488,0.0,0.0,0.0,0.0
2012-07-22,0.212916962,0.0,0.00286050816086,0.00487969039206,0.0,716.623000573,0.0,0.0,0.0,0.0,142.977849978,572.771559623,0.0,0.0,0.0,0.0,0.0,144.227146203,0.0,286.9986298,0.0,143.454298433,0.0,0.0,0.0,0.0,214.44861657,5014.43036785,0.0,0.0,143.576573254,0.0,0.0,238.903251428,0.0,142.635021436,143.492449802,0.0,142.723389933,0.0,0.0,0.0,142.720828768,142.290456468,0.0,0.0,213.887620651,0.0,145.62996343,0.0,143.628340651,0.0,669.944733133,143.194024532,0.0,0.0,382.279824204,144.227146203,143.454298433,812.495755742,0.0,143.348086644,144.881336464,0.0,142.078361054,0.0,0.0,0.0,286.504137743,0.0,0.0,0.0,0.0,0.0,142.591838197,0.0,143.110357296,142.42164915,142.378647445,0.0,0.0,0.0
