week.code,Week,AK,AL,AR,AZ,DE,GA,ID,KS,KY,LA,MA,MD,ME,MI,MN,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV
201135,08/28/2011,0.9139784946,2.344381568,0.663507109,0.673829903,0,1.190804175,1.234229292,0.4191321499,0.0494152528,1.367343675,0.6206289658,1.2051155927,0.6055101423,0.696586725,0.7617728532,0.4369101713,0.2453166815,0.3134796238,0.032,0.2625360987,1.8931845357,0.3582624272,0.157158573,0.056980057,0.4849137931,0.530273051,0.101112235,0.0735699834,0.5502971605,0.1418976445,1.434084272,0.3455986989,0.7232384824,1.452020202,0,0.2873563218,0.386249517
201136,09/04/2011,0.8648648649,3.448275862,0.914285714,0.43158162,0,1.493510952,1.291679183,0.8691333499,0.0483993639,1.7068273092,0.578255675,1.1318619128,0.6026006977,0.6794231836,0.646478394,0.3897875658,0.3279405334,0.9329940628,0,0.3003003003,1.5885022693,0.5587353502,0.1527592133,0.1252783964,0.5611672278,0.6145386917,0.087546509,0.083039236,0.6446813786,0.179662235,1.7298136646,0.3243744208,0.8003805088,2.0202020202,0.0934579439,0.2153316107,0.347266881
201137,09/11/2011,0.9824198552,3.559510567,1.09670987,0.498942918,0,1.395195985,0.657894737,0.9814612868,0.045593695,1.9841269841,0.6372414872,1.0832497492,0.4024144869,0.5424954792,1.0107015458,0.5628517824,0.4246284501,3.052064632,0.0297885016,0.3189792663,1.6623272582,0.6080259424,0.127804601,0.218459858,1.0533245556,0.8154723245,0.069132389,0.1469237833,0.5406623113,0.2815699659,1.6581095867,0.310237849,0.9161864691,2.1739130435,0.0780640125,0.2110340669,0.624311421
201138,09/18/2011,1.226993865,3.387376954,0.827205882,0.457754011,0,1.301537135,0.857678906,0.5909090909,0.0278256998,3.1650983747,0.6674038386,2.0956973294,0.4233924319,0.4402328011,1.0989010989,0.5209800056,0.5936920223,1.0954616588,0.0872600349,0.4588910134,1.4424810674,0.5419319875,0.2825947335,0.1031353135,1.141439206,0.9787353894,0.109150446,0.1799208348,0.4627487274,0.3605997343,1.6023471,0.7655428395,1.080835604,1.1092623405,0.2240896359,0.5197805371,0.879204893
201139,09/25/2011,1.216442953,3.464447806,0.498007968,0.516018061,0,1.636104734,0.841883715,0.8822896492,0.0636689216,2.9763299742,0.8376638486,1.8796992481,0.3902185224,0.6538084341,1.7536867278,0.8586814146,0.4961753153,0.9337068161,0.150466446,0.577326802,1.9908891513,0.7730535616,0.3234937323,0.2127183162,0.7502679528,0.7789194564,0.199600798,0.1036090485,0.6097560976,0.4267701261,1.4147018031,0.7254542893,1.213259926,1.2772751464,0,0.5017709563,0.694281007
201140,10/02/2011,1.6491327836,2.494860774,0.753348214,0.697180964,0.160771704,1.488501455,0.914076782,0.9081735621,0.4292350209,2.8485077446,0.6604101495,2.0072353834,0.3872053872,0.6001714776,0.6948831333,0.3506657169,0.6795497983,0.5926388022,0.1205182284,0.8926944799,1.7726798749,0.4150967495,0.5323450135,0.4943872506,0.2644725242,0.7289338128,0.169308912,0.2635393332,0.7598282128,0.432600796,1.8671245798,2.0336722787,1.249033486,1.4399059653,0.5053863546,0.7638072855,0.653872283
201141,10/09/2011,1.5037593985,2.828084575,0.866405813,0.656520442,0.113058225,1.477428904,1.258851298,0.8155957828,0.3150823376,2.8915858923,1.1542048811,1.7117882724,0.4744154524,0.606741573,0.848806366,0.5839571057,0.6368159204,0.3797031412,0.2536461636,0.7868383405,1.4179213565,0.4285212504,0.5534677144,0.651205301,0.6786102063,0.8198808372,0.105969622,0.2788104089,1.1658894071,0.3996258822,1.6787152491,1.5858982152,1.3543325493,1.5221137277,0.4956157072,0.4106280193,0.746718962
201142,10/16/2011,0.9978172747,3.425402349,1.303317536,0.720644341,0.063816209,1.302887844,1.189245088,0.7629947544,0.2513722875,2.451954937,0.9331206949,1.3859373556,0.4517391959,0.5718450412,1.559714795,0.7939619682,0.6220506221,0.2849905003,0.1281816517,0.8495575221,1.8852362437,0.5072645291,0.4406851944,0.6777437691,0.5826859046,0.8066452201,0.241618846,0.1519525908,0.7696254489,0.3836428634,2.0390299161,1.5732150061,1.2825645572,1.0613207547,0.395256917,0.6154603644,0.71305438
201143,10/23/2011,0.8700696056,3.833960769,1.000682283,0.819184477,0.083194676,1.385031688,1.526011561,0.892171911,0.356194156,2.350475335,1.0205119512,1.8288508557,0.6458557589,0.5144838385,1.0668276973,0.7409415379,0.3418073061,2.1219446683,0.3840526701,0.8007117438,2.1382161843,0.6264837774,0.4113504846,0.6205350159,0.5817513778,0.9050214091,0.258870108,0.2603827627,0.9180437323,0.54611116,2.0272079044,1.6406337791,1.3884221781,1.2352941176,0.4677380667,0.8991008991,0.848182466
201144,10/30/2011,0.7417397168,3.794151556,1.271363068,0.993083004,0.222504768,1.628839205,1.878549585,0.7619047619,0.4682274247,2.4897741419,1.0463725751,1.7001381362,0.3971284558,0.677396943,1.5546918379,0.7978127381,0.6051437216,2.5085165686,0.2718974558,1.100311755,2.5288548826,1.0205133491,0.5271179982,0.7557916644,0.6808278867,0.9800656549,0.384672289,0.403278262,0.9344234941,0.4813091609,1.8759159746,1.954469739,1.4522371884,1.667563206,0.6667474845,0.383828045,0.98211154
201145,11/06/2011,1.1742602161,4.192694547,1.37661804,0.998738966,0.283366393,1.736343367,1.538785835,0.7961620904,0.2898239588,2.4743150685,1.0059502285,1.7845117845,0.7072817875,0.6715954625,1.6682464455,0.910326087,0.6950236308,2.5270758123,0.285225328,1.0040160643,1.8847142333,0.5827067669,0.3994330627,0.8503303648,0.4664179104,1.0482758621,0.606157282,0.371081254,0.7076230299,0.7923169268,2.0882500179,2.3196656774,1.5337791238,1.2915129151,0.5153991201,0.7173968742,0.942546261
201146,11/13/2011,0.5102040816,3.283205143,1.302358325,1.204993493,0.357142857,1.533568714,2.026753141,0.6073063627,0.3735990037,2.8211427213,0.86115877,2.125929368,0.4704097117,0.5273566249,1.2756018685,0.8642307003,0.5239717055,0.3317360855,0.3804168045,1.2123438648,2.9974489796,0.5505446878,0.4435370318,0.6607804044,0.9215017065,0.9791027327,0.258323766,0.3392130258,0.658105939,0.5402843602,2.1725194102,2.1980018165,1.5076242713,1.1027686532,0.6715506716,0.677259703,0.7806722
201147,11/20/2011,0.5787037037,4.259352882,1.606837607,1.325425165,0.095785441,2.12336051,1.447691887,0.9523809524,0.2553063676,2.5256923881,1.0904977376,2.0249960449,0.5413385827,0.6545517182,1.9451371571,0.7857796765,1.2273901809,0.6412997007,0.2857885165,1.4095536413,3.2489389726,0.6793159991,0.3671596124,0.8057147604,1.4647664291,1.3216462371,0.132743363,0.1984914649,0.8635961027,0.8868243243,2.2146559921,2.3741051215,1.6001395563,2.1153846154,0.8189836203,0.8970525416,0.825147348
201148,11/27/2011,0.9583133685,3.32253683,1.875901876,1.162567256,0.420799519,1.567398119,2.107526882,0.6492867683,0.3967640542,2.9514466245,0.8630952381,1.9117966544,0.5421686747,0.5169511902,1.3472247171,0.7956938919,0.4518072289,2.3574561404,0.3315302739,1.1086057873,2.6233359436,0.6183803697,0.6165402877,0.6988934188,0.8467848637,1.1790274382,0.469216551,0.3726873419,0.5785770133,0.5575092203,2.0164940159,1.9197409506,1.679315356,1.8413945495,0.5084745763,0.9141696293,0.726870506
201149,12/04/2011,0.7032348805,4.552405599,1.566838556,1.138510236,0.684181719,1.822927456,1.628010705,0.7437670228,0.4536371983,2.6864172734,0.834838314,1.7290410647,0.5592841163,0.5561667278,1.26776796,0.7507277463,0.7442691277,0.7490636704,0.348583878,1.1077731881,2.301934755,0.8051846033,0.6960237062,0.5748762024,0.556637907,1.0065425264,0.223914017,0.5019671686,0.897812602,0.9682133723,1.8933731938,1.7209410129,1.5229341263,1.6057585825,0.3504819126,0.8942258559,0.660194175
201150,12/11/2011,0.5646817248,4.854368932,1.435308591,1.051255515,0.421496312,2.339552397,2.114164905,0.9769202589,0.2506399317,3.7264503278,1.0283848105,2.0408163265,0.5463547891,0.7025615519,1.3259195894,0.8833076145,1.0572687225,2.9171210469,0.3586371787,1.1091652072,1.9183258247,0.6877149109,0.5808599561,0.6743130829,1.2535382127,1.1995501687,0.345397207,0.3436426117,1.0187838268,0.5574614065,2.086673079,1.9340287567,1.7021276596,1.5825375171,0.6581711245,0.7084754658,0.588410547
201151,12/18/2011,0.5165289256,5.430737422,1.942522618,1.098335336,0.159616919,3.566353427,1.661415067,0.9156311315,0.2655682619,2.7209789084,1.2838572061,2.487135506,0.5633255633,0.6633999246,2.171095269,1.1397773458,0.7635530669,2.5608994379,0.220661986,0.6436781609,2.5586995786,1.0830728004,0.4913369537,0.5150791281,1.7248137985,1.6225721365,0.342140278,0.3405448718,0.7497018231,0.4997917534,2.2790439133,2.2097667826,1.7516751828,2.232625135,0.7771164021,1.0093457944,0.768114705
201152,12/25/2011,0.6622516556,5.80195258,1.813710421,1.364160369,0.238663484,3.575184017,2.781136638,1.2329863891,0.2798789713,3.0195211078,1.4287909049,2.6311173478,0.5684402001,0.723830735,3.2500855286,1.5211842777,0.4334868599,4.8475371384,0.2454740718,0.6218905473,2.8921998247,1.3261689722,0.4550050556,0.53665786,1.2543252595,2.1062355658,0.224574912,0.8562832678,1.0788199031,0.871586287,2.3230809331,2.3959250409,1.9750610394,2.7925061859,0.9534368071,0.9023354565,0.943396226
201201,01/01/2012,0.6963042314,4.610643594,1.756851722,1.286670098,0.512267458,2.446569179,1.624074516,0.7652399481,0.3459435331,3.4188770238,1.2160936598,1.9166563621,0.4065759236,0.6041309495,1.8074074074,0.9200137315,0.6000521785,2.3851590106,0.3676470588,1.0517799353,2.5438960321,0.9452008552,0.657054207,0.7116404037,1.2455516014,1.5983928727,0.157126824,0.4464285714,0.7783695207,0.7336282231,1.9747130702,2.3785810534,1.79987754,2.1897810219,0.9223807866,0.9708737864,0.627296353
201202,01/08/2012,0.5070422535,4.903352626,1.831874618,1.018450185,0.313807531,1.681905752,1.528599606,0.9573908469,0.3788889482,2.4155622061,1.1987041037,1.8933066043,0.535385645,0.6304527797,1.6666666667,0.8895334784,0.4245283019,2.9953917051,0.1407884151,0.5754015824,2.2872942064,0.8060635226,0.71936285,0.8094683265,0.7166624008,1.5027122123,0.091307524,0.4038655705,1.1368090945,0.7327586207,2.1557998293,2.3730317143,1.3975682903,2.6686434396,0.5872147338,0.7330980179,0.722047469
201203,01/15/2012,0.7637752319,5.791095527,1.842313788,1.09918598,0.224143452,1.924743161,1.758658009,1.2701002097,0.2569832402,2.6312880044,1.2608416319,2.1862543785,0.3243981561,0.6795236863,1.1601513241,1.0122508306,0.6498194946,3.4277620397,0.2633711507,0.7855116736,2.0892570157,0.8306911858,0.6694000502,0.7103443902,1.290097629,1.3672539283,0.182002022,0.7845503923,1.4623821435,1.1270399423,2.3072692731,2.3109896254,1.6676121943,2.0958083832,0.9658246657,1.2210526316,0.605288308
201204,01/22/2012,1.496525922,6.262271365,2.126892574,1.030436027,0.263365815,1.868397311,2.009456265,1.0713602449,0.4925317201,2.1315228547,1.1872330407,2.0434870143,0.5389927573,0.7590939455,1.4806378132,1.044500583,0.9399855387,2.7747551687,0.0986387848,0.7582139848,2.5479195886,1.5398654044,0.5097894348,0.6214367161,1.3974737974,1.2982351182,0.275482094,0.7162753681,1.7707362535,1.1952809686,2.2549413063,2.2028501331,1.4762781799,1.9723865878,0.6054615099,1.4619883041,0.667240637
201205,01/29/2012,0.8384146341,6.590955182,1.378822698,1.449899512,0.407166124,2.107458427,2.386634845,1.5222942447,0.5125967935,2.0596205962,1.1491517356,1.9629225736,0.344488189,1.0434379348,1.6540317023,1.0528673835,1.06091718,4.1141340411,0.3144654088,0.8079175924,2.5229624462,1.8685728618,0.5931517929,0.9289855976,0.9644670051,1.3323599197,0.295420975,0.963081862,2.3132615222,0.8377990792,2.5288912528,2.783055199,1.681423844,1.827347196,1.1551360079,0.8776458441,0.811204326
201206,02/05/2012,0.6158218854,6.431075844,2.498632136,1.392643983,0.15970189,2.009771264,1.97495183,2.1773871354,0.4760571269,2.8578139681,1.1161193389,2.6371661638,0.406885759,0.7630351844,1.7008286088,1.2901237286,1.3728720483,3.4706546275,0.2563633034,0.8131655373,2.1602160216,2.580509808,0.5082233359,0.8737802156,1.1016524787,1.3481862325,0.341550342,0.630462817,2.2176379577,1.2173621023,2.654010531,2.9157222337,1.4793543054,2.1794061908,1.1169024572,1.1233019854,0.586049171
201207,02/12/2012,0.3606853021,6.750348675,2.218907328,1.912914817,0.370468378,2.062832771,3.413607669,2.6603754643,0.7088144507,3.1786287936,1.1331846029,2.7672339904,0.4783212467,1.0380843205,1.7797552836,1.3264888929,1.1170212766,3.2876712329,0.1495606655,0.8169327887,2.6363746811,1.6503992902,0.5861070912,0.8309886802,1.7475221701,1.29395218,0.183542368,0.6485442252,3.0046779417,1.530652089,2.9537070094,3.0526043016,1.6923032189,1.7313432836,1.073599793,1.122422344,0.765155974
201208,02/19/2012,0.4659832246,6.073551263,2.595870206,1.922109851,0.106128947,1.17643407,2.320954907,3.1277056277,0.7464070468,2.514178799,1.3315288571,1.8841591068,0.5406413125,0.9427440136,1.825,1.7091769656,1.0946555055,3.0372057707,0.331743728,0.8380952381,2.9526858769,1.5465669613,0.9886780418,1.0033235091,1.3884953245,1.3597468058,0.250761239,0.7052600646,2.3873151612,1.717791411,3.2336686977,3.2419338213,1.6335875718,2.3013304567,1.2966878083,1.0139416984,0.797015432
201209,02/26/2012,0.84481992,6.245264639,3.323875152,1.830214042,0.354484225,2.013035228,2.820186599,3.3073929961,0.6704512088,2.4183006536,1.0792799971,3.1690140845,0.3943082462,1.116406607,2.1186440678,1.5212310948,1.2195121951,4.2931616069,0.0674915636,0.9757068897,3.6569853721,1.713900135,0.7858687815,0.8479249966,1.7178804742,1.3139226451,0.275355668,0.5680119581,2.4781637213,1.7090620032,3.3250631855,2.5030840861,1.553024911,1.9902365753,1.1092037502,1.1992368493,0.695853871
201210,03/04/2012,0.6369426752,6.25613079,4.702832809,1.74731886,0.544,1.92451265,2.372881356,3.4339124251,0.5504875747,2.5106837607,0.9490909091,2.4726073887,0.3234398782,1.4762165118,1.9972260749,1.6367418437,0.9554140127,3.4514637904,0.0991669972,1.3427250715,2.8973702583,2.199144777,0.745668543,0.8928571429,1.6591609386,1.2917761923,0.164122764,0.3380181462,2.0178945365,1.7888460189,2.8724454684,3.0735564729,1.5710701365,1.891789633,1.4472390052,1.1848341232,0.938617402
201211,03/11/2012,1.3312034079,5.947634953,6.044362292,1.679836726,0.468637347,2.264539372,3.351120598,2.6403305452,0.6789158899,2.7467200931,1.1441557933,3.9042357274,0.1825423166,1.6556499843,2.2808815992,0.902817413,2.5255562237,2.751077229,0.2004008016,0.885591192,3.1944956383,1.9314889507,0.9967820422,0.7149446494,2.0127388535,1.3499762567,0.140393101,0.4082249773,2.2011971423,2.6770867975,3.5936225853,3.8788552376,1.5043259838,2.6836158192,1.5050426687,2.0179372197,0.728347876
201212,03/18/2012,1.1358024691,4.588766299,3.768763973,1.692872405,0.41958042,1.920178621,3.555253623,1.7759380425,0.5160159673,2.519326339,1.2272291467,2.092462752,0.5286767062,1.100762066,2.4133083411,1.2909679878,1.9389238972,2.1656050955,0.0869376223,0.9573195054,2.6176723608,2.0783198425,0.6866815714,0.7701283547,3.6663611366,1.2164728222,0.245017968,0.3331402086,1.0198191264,1.6463000679,2.7968453337,2.8195698206,1.3535417908,2.8733817493,1.1406844106,1.4598540146,1.14986293
201213,03/25/2012,0.9207161125,4.435590969,1.875868458,1.659150381,0.141093474,1.807228916,2.814401623,1.0474152495,0.3231017771,2.6010848126,0.7271519268,2.020746329,0.3691813804,0.6797281088,1.7466231952,0.8831983277,0.8849557522,2.3039889959,0.128440367,0.8012209081,2.3236009732,1.4696792803,0.5984348627,0.6873334268,1.9440493125,1.2838972882,0.428816467,0.2955797394,1.0073452256,0.8716513395,2.7007000869,3.2177910299,1.3064858731,3.0589000976,1.5149264815,0.6918573709,0.892577513
201214,04/01/2012,1.6787658802,3.89306394,1.445783133,1.690539128,0.451559934,1.624925927,3.175429464,0.9277982634,0.3318231128,2.2376300032,1.0832083958,1.6220796514,0.2914507772,0.7392473118,1.9106865141,1.1095084877,1.3948497854,2.0100502513,0.1661819693,1.1540273198,2.7225701062,1.195559351,0.7961783439,0.6902640661,0.8613503751,1.2398086382,0.466355763,0.2879224125,0.7272727273,0.7214313197,2.5217020823,2.1127162679,1.2863852574,2.8942115768,1.6208597604,1.4455151964,0.744485294
201215,04/08/2012,2.3205844435,3.753317326,1.104349786,1.577020558,0.577319588,1.445113478,2.394859813,0.453360535,0.0990718532,1.8104118104,1.0401133313,1.3947639191,0.4709576138,0.7118644068,1.5503875969,0.9085501055,1.1826544021,1.9075331393,0.1492219143,0.8476466652,2.6117167845,0.8221737776,0.8126327454,0.4950086627,2.0553159097,1.1657645869,0.654888821,0.2192381474,0.8503401361,0.942408377,2.134918843,2.1858864028,1.152249809,2.5873221216,1.7378006395,0.5028284098,0.522126166
201216,04/15/2012,2.1907216495,4.34298441,0.755995829,1.331209466,0.149588631,1.37667304,2.783535683,0.4636233951,0.1441464026,2.2008426083,1.1160235223,1.1972984036,0.4020908725,0.5774848835,1.2734429266,0.7936507937,1.2476007678,2.0475319927,0.2398604448,0.9783938035,2.10270926,0.7730962505,0.6897632858,0.4873897571,0.8125362739,1.1278634876,0.379815518,0.3953089999,0.8183306056,0.4398578921,2.1654707713,1.8949861824,1.09979978,2.7515047291,1.6757436112,0.7139079852,0.595649171
201217,04/22/2012,1.8307567128,4.443880142,0.808368997,1.138433515,0,1.014022288,2.380952381,0.3898418356,0.1191185229,1.9903581267,0.8588553468,1.5653220951,0.1922068845,0.5734247298,1.2901815001,0.7465257839,0.5141388175,1.655081099,0.1361161525,0.7499062617,1.728966273,0.5819656052,0.6653683869,0.374181478,1.0344827586,0.9048113957,0.156764383,0.283286119,0.7333469138,0.4651964163,2.0598847542,1.825136612,1.0616028708,2.559576346,1.3763504514,0.3761418592,0.459845623
201218,04/29/2012,1.861098502,4.745338158,0.744878957,1.175452513,0.115785411,0.650388375,2.328394315,0.355366027,0.1369764256,2.0997037228,0.6770635223,2.5745508427,0.3450060376,0.8930119646,1.6444232602,0.6228945529,0.4132231405,3.2220269479,0.1132502831,1.025290499,1.4820493165,0.8261450614,0.4650702553,0.4795341668,0.8723466124,0.9398002103,0.247218789,0.309358082,0.4797806717,0.7265704038,2.0964897309,2.1201141007,1.1598382496,1.9019442096,1.5291402193,0.5182689816,0.423924062
201219,05/06/2012,1.4767932489,4.27041672,1.149425287,1.07649533,0.203748981,0.68537859,1.82767624,0.280005091,0.0453155092,1.8337507068,0.8459238275,3.5406129128,0.5209237715,0.8253341706,1.7696160267,0.5675203725,0.5551700208,3.5840188014,0.102406554,0.4402224282,1.4107990253,1.072555205,0.5575809565,0.6409593714,0.680903745,1.0017352895,0.232403718,0.1417183348,0.6352087114,0.3169572108,2.0888963062,1.6985016585,0.9604393973,2.0948860136,1.1798088411,0.3808487486,0.427594071
201220,05/13/2012,1.0421601137,5.215485756,1.056218058,1.094319958,0.091365921,0.827498409,1.960784314,0.2551381999,0.0288225969,1.765752937,0.7615495201,1.3000938212,0.2275910364,0.7460572292,1.3626509755,0.5080666726,0.6086427267,2.824551874,0.0561324726,0.5097933995,1.3578036407,0.6462470549,0.5608388198,0.3675698383,0.6740196078,0.9321635595,0.110803324,0.2836169503,0.6700554529,0.4790940767,2.262034021,1.609435469,0.9685120951,1.8469656992,0.8434864105,0.3194888179,0.424651568
201221,05/20/2012,0.7535460993,3.839655967,0.505689001,0.918007062,0,1.566098572,2.054361568,0.2675227394,0.0333185251,1.6554294798,0.787835815,2.1572720946,0.1813053989,0.5312469816,0.5299417064,0.2139545941,0.0816993464,2.4322830293,0.0976880495,0.1642036125,1.8953262977,1.2759569677,0.41625857,0.337308758,0.4818503052,0.8433315945,0.119000397,0.1696065129,0.5284650492,0.5930967428,2.1994423949,1.4142310465,1.005607021,1.9754768392,0.4659498208,0.1710132535,0.267379679
201222,05/27/2012,0.5228136882,4.188396349,0.590966653,0.832352447,0.184842884,1.612903226,1.859956236,0.1787629603,0.0756143667,0.8447729673,0.7579438344,0.2588996764,0.5683163628,0.5696923661,0.6942253077,1.0153715978,0.3514938489,0.9302325581,0.0411353353,0.2797637551,1.4712751051,1.4388489209,0.3948017766,0.2629393856,0.622406639,0.757161102,0.05303633,0.2620439428,0.5425471159,0.4802195289,2.9578351164,1.9979142653,1.0678593281,1.8475750577,0.5580357143,0.3496503497,0.161992508
201223,06/03/2012,0.2773155851,4.565014032,0.073313783,0.699726194,0,1.230341649,1.395650763,0.115785411,0.0684088111,1.6229944868,0.6658670747,3.374397429,0.3378378378,0.5490483163,0.7526602647,0.8281885258,0,0.1518602885,0.0936914428,0.091268634,1.8100890208,0.4462293619,0.2912150138,0.2489729864,0.6405933918,0.6303267045,0.022153301,0.0973330738,0.4905395936,0.4441231151,1.6056313447,1.6012244658,0.9678920428,1.6511127064,0.3624570775,0.1421127428,0.230583796
201224,06/10/2012,0.3395585739,3.644366197,0,0.797622771,0,1.165728917,0.990425883,0.1123595506,0.0113173382,1.3967048613,0.7043994068,6.8152031455,0.0514535632,0.545940295,0.7054673721,0.7440957619,0.2083333333,0.435097897,0.1001669449,0.1525320317,1.6051698979,0.6019036954,0.1638448935,0.0936329588,0.7251908397,0.5735960773,0.068430657,0.4556500608,0,0.0679963735,1.5691954855,1.5534572038,1.0241551882,1.1479591837,0.3138485681,0.1762891141,0.211037248
201225,06/17/2012,0.2680965147,1.057946622,0.160685592,0.697134005,0,0.879528222,0.959890298,0.0402414487,0.0099745649,1.2433606953,0.7148464939,8.1163859112,0.4107220061,0.6423173804,0.3831417625,0.7150331357,0.2247191011,0.2352941176,0,0.1413927183,1.041414386,0.7721411474,0.2248745892,0.0933084511,0.7138607971,0.721045516,0.02334812,0.2616431188,0,0.5837589909,1.6800174547,1.4102332309,0.9558532139,1.3103448276,0.3504432076,0.5128205128,0.233372229
201226,06/24/2012,0.4280363831,3.611615245,0.199733688,0.733859005,0,0.830606595,0.709975151,0.0394477318,0,1.1914592427,0.7097292045,5.1700680272,0.5732484076,0.1784978718,0.8988015979,0.7057637372,0,0.2249718785,0.0845665962,0.1530924679,1.9814241486,0.3237493255,0.1555814858,0.1478743068,0.5303476724,0.6324364884,0.026322717,0.211352657,0.1897533207,0.5215742058,2.7760252366,1.2690672668,0.937844163,1.2569832402,0.3679852806,0.1394700139,0.134622445
201227,07/01/2012,0.3804347826,3.618152085,0,0.545767905,0,0.981228669,0.70230199,0.1715265866,0.045245944,1.1674386143,0.8105086641,6.7796610169,0.5391600454,0.8283254832,1.025471386,0.8918860126,0,0.9745127436,0.0430848772,0.3434950623,1.2146892655,0.3745318352,0.2979601192,0.1493032515,0.293901543,0.5022191077,0,0.2547307132,0,0.4267804748,1.8563822133,1.1354106187,0.8714528409,1.1119936458,0.3796728972,0.3735990037,0.118063754
201228,07/08/2012,0.3267973856,3.427307905,0,0.50659376,0,0.820067535,0.608882521,0.1074113856,0.0114423022,1.177849038,0.7928684695,7.5471698113,0.3823604384,0.5884429799,0.7653734495,0.8490094889,0,0.293255132,0,0.0576535025,1.6447368421,0.173595249,0.1387203052,0.1026562299,0.2644103649,0.5141657922,0,0.3770301624,0.365630713,0.0591016548,1.5272418078,1.0205343889,0.7205400918,0.9640102828,0.2751662463,0.4625735913,0.173272688
201229,07/15/2012,0.3042596349,3.025146531,0,0.507652675,0,0.842696629,0.8,0,0.0059794308,1.0607675906,0.7300554138,6.7123287671,0.4102844639,0.4368401893,0.4678970626,0.7619370132,0,0.3594536305,0.043516101,0.0359195402,2.2652659225,0.3487877499,0.1249776826,0.0404967603,0.3833865815,0.612573885,0,0.2442002442,0.5309734513,0,1.5048404102,1.0471528595,0.7875596461,1.142041399,0.2743484225,0.1586462189,0.11033874
201230,07/22/2012,0.2923976608,3.198458574,0.212916962,0.62353227,0,0.85180132,0.651465798,0.1595532509,0.0056924916,0.9880028229,0.6057592333,5.6930693069,0.5693069307,0.5131414268,0.676956404,0.9168704156,0,0.5490734386,0,0.1935171746,1.3904134651,0.2975472457,0.0886682036,0.2582978174,0.3441156228,0.7588713125,0,0.1161103048,0.3831417625,0.2374759697,1.4237420361,1.2233597321,0.7346817371,1.1409395973,0.2954545455,0.1806684734,0.149566258
201231,07/29/2012,0.2628811777,3.328869332,0.806451613,1.13044442,0,0.777748972,0.739247312,0.1113999257,0.0654664484,1.2345007614,0.666173205,6.6344993969,0.5057226511,0.5411906194,0.7099064214,0.0652883569,0.6730769231,1.0302197802,0.081532817,0.1150086256,1.8033248802,0.1479435842,0.1704868346,0.0138255219,0.1849568434,0.581915846,0,0.3442340792,0.6315789474,0.0628140704,1.4590081122,1.1039000425,0.7486402249,1.0899182561,0.2013808976,0.5519317612,0.134938759
201232,08/05/2012,0.2720348205,2.695085432,0.431034483,1.238541057,0,1.009919494,0.625,0.0747384155,0.0190742625,1.3259500102,0.7257291524,6.746031746,0.4333418302,0.3561580882,0.6598984772,0.7195477129,0.1184834123,0.5307855626,0,0.054884742,2.1921182266,0.4952658412,0.0923020122,0.1902690949,0.453661698,0.5054389628,0,0.0583941606,0.6134969325,0.0379602683,1.4494434137,0.961180702,0.7393570262,1.1764705882,0.3203661327,0.6460544532,0.245124161
201233,08/12/2012,0.0980392157,3.379653457,0,1.101091599,0.113507378,1.109381727,0.531561462,0.0683060109,0.0271650549,1.1174039492,0.6661337597,5.6338028169,0.3569607343,0.5096966683,0.2788622421,0.6895445799,0.0836120401,0.5400540054,0.0371747212,0.0512295082,1.4412683161,0.6181511661,0.1250446588,0.0631074088,0.3160556258,0.6100942873,0.025713551,0,0.6060606061,0.4457364341,1.427471258,1.2496208675,0.7853205467,1.4492753623,0.2475804637,0,0.286093798
201234,08/19/2012,0.149775337,4.090134444,0,1.242888403,0.284900285,1.405295316,0.708078532,0.1923693492,0.0261834939,1.7086375602,0.5455683749,5.598755832,0.342917436,0.5898639701,0.4750593824,0.6002233389,0.354295837,2.2548505506,0,0.3314917127,2.1481062747,0.475996192,0.0612088753,0.1969115971,0.2853067047,0.7381676075,0,0.0690131125,0.6263048017,0.2696386842,1.4741046325,0.9826972931,0.7723231654,1.7167381974,0.2901704752,0.0751597144,0.269316493
201235,08/26/2012,0.150526844,4.860639021,0,1.489556462,0.563380282,1.304676667,0.849772382,0.0903070439,0.0461659203,1.9795518817,0.6049527789,5.641025641,0.2921535893,0.5038887063,0.3009956008,0.8326618319,0.2192982456,3.1831831832,0.073800738,0.466562986,2.4477880081,0.5949789581,0.0836920134,0.3019019825,0.4531722054,0.5593322434,0,0.2889576883,0.3838771593,0.2726332613,1.4297773557,1.1498340446,0.9069590471,1.1689070719,0.1600365798,0.0956937799,0.608885929
201236,09/02/2012,0.6116207951,4.883265015,0,1.263657957,0.174216028,0.787488096,1.263976665,0.1814882033,0.1116694584,1.5925083329,0.7176453474,6.31276901,0.3116758571,0.6184066933,0.4311437991,0.7101568951,0,3.6559139785,0.0868809731,0.6095374686,2.1466905188,0.623900176,0.1177682909,0.2970179399,0.4611837048,0.6037873937,0.04178855,0.1582278481,0.6622516556,0.7523093039,1.7528457254,1.6655838403,0.9348758325,1.6066838046,0.3415659485,0.2005347594,0.318501171
