Week,ILI,GFT,AR52,ARGO,state
2015-09-06,0.8165645961,0.0,0.6757074548369971,0.6461134392149367,SD
2015-09-13,0.5847953215999999,0.0,0.7741463978561004,0.6261834822482992,SD
2015-09-20,0.2040816327,0.0,0.6440919185167162,0.3549608983507896,SD
2015-09-27,0.3466204506,0.0,0.3862087847649879,0.3653390752556914,SD
2015-10-04,0.9819617889,0.0,0.4370185425671467,0.5574527702367967,SD
2015-10-11,0.9284951974,0.0,0.9179817768645268,0.7093795238919423,SD
2015-10-18,0.8181720314,0.0,0.8628454542587496,0.6507200009536467,SD
2015-10-25,1.017929439,0.0,0.925332722115218,0.9276239226859976,SD
2015-11-01,1.2016604763,0.0,1.0571865554130664,1.0810613184498314,SD
2015-11-08,1.0920259356,0.0,1.3244130780510959,1.1198929052755997,SD
2015-11-15,1.0579628588,0.0,1.1994231479923514,1.0130906203148269,SD
2015-11-22,1.5015417616,0.0,1.1676251109206468,1.057647009813932,SD
2015-11-29,1.2132746521,0.0,1.6205894300892207,1.2983791941548417,SD
2015-12-06,1.2234456679,0.0,1.5109726060334276,1.359236128778998,SD
2015-12-13,1.3670064875,0.0,1.7439809473066354,1.5578529822344305,SD
2015-12-20,1.7574692443000002,0.0,1.690798582908669,1.4256917417069972,SD
2015-12-27,1.4567035338999998,0.0,1.85252321236344,1.5531092336286467,SD
2016-01-03,1.5021698008000002,0.0,1.7520710709521077,1.5300806564946416,SD
2016-01-10,1.5883977901,0.0,1.754969296154156,1.6514378890114467,SD
2016-01-17,1.8400802944,0.0,1.644811500662454,1.4656870696040358,SD
2016-01-24,1.5992892047999998,0.0,1.778748107851202,1.316155730288707,SD
2016-01-31,2.0684736091,0.0,1.6508591923307079,1.7146973895243391,SD
2016-02-07,2.9211956522,0.0,1.9086815322914044,1.857502491203292,SD
2016-02-14,2.433384717,0.0,2.491094356779235,1.9624017469770711,SD
2016-02-21,2.4216817807,0.0,2.151547769094984,1.9242313025363904,SD
2016-02-28,2.1168413407,0.0,2.328363776139448,2.297898778941271,SD
2016-03-06,2.4914184476,0.0,1.8972644562039247,2.022012360798115,SD
2016-03-13,1.9243830654,0.0,2.128240351289697,1.9633413945933682,SD
2016-03-20,2.1173979532,0.0,1.8253597494453853,1.829699198889416,SD
2016-03-27,1.7857142857,0.0,1.913495322508978,1.6081018081606335,SD
2016-04-03,1.697992311,0.0,1.6558705641385136,1.5358482253709216,SD
2016-04-10,1.6609073682,0.0,1.5677844589630516,0.9394709374907666,SD
2016-04-17,1.4135474387,0.0,1.5304250543103761,1.0258040285605314,SD
2016-04-24,1.1749500646,0.0,1.3284300369983904,0.9331343466068304,SD
