Metric,State,Model,2012-13,2013-14,2014-15,2015-16,2016-17,Whole Period,GFT Period
MAPE,NV,AR52,0.237,0.17800000000000002,0.318,0.3,0.171,0.27399999999999997,0.287
MAPE,NV,ARGO,0.245,0.21899999999999997,0.366,0.26899999999999996,0.17800000000000002,0.297,0.321
MAPE,NY,GFT,0.6890000000000001,0.247,0.349,--,--,0.495,0.495
MAPE,NY,AR52,0.183,0.17600000000000002,0.19899999999999998,0.462,0.49,0.49700000000000005,0.21899999999999997
MAPE,NY,ARGO,0.193,0.17,0.187,0.514,0.4,0.522,0.203
MAPE,OH,GFT,0.264,0.358,0.301,--,--,0.382,0.382
MAPE,OH,AR52,0.257,0.20199999999999999,0.213,0.22699999999999998,0.172,0.26899999999999996,0.305
MAPE,OH,ARGO,0.301,0.15,0.253,0.183,0.152,0.242,0.284
MAPE,OR,GFT,1.5290000000000001,1.0270000000000001,0.511,--,--,1.379,1.379
MAPE,OR,AR52,0.584,0.805,0.5329999999999999,0.525,0.322,0.625,0.677
MAPE,OR,ARGO,0.7,0.6,0.51,0.5589999999999999,0.321,0.642,0.685
MAPE,PA,GFT,0.37799999999999995,0.162,0.27,--,--,0.28,0.28
MAPE,PA,AR52,0.157,0.139,0.171,0.136,0.188,0.17800000000000002,0.175
MAPE,PA,ARGO,0.172,0.18600000000000003,0.145,0.125,0.192,0.183,0.192
MAPE,RI,GFT,1.8,0.556,1.4569999999999999,--,--,1.5830000000000002,1.5830000000000002
MAPE,RI,AR52,0.344,0.452,0.542,0.629,0.46,0.731,0.738
MAPE,RI,ARGO,0.313,0.294,0.368,0.31,0.302,0.5579999999999999,0.644
MAPE,SC,GFT,1.996,0.7959999999999999,0.643,--,--,1.357,1.357
MAPE,SC,AR52,0.299,0.42200000000000004,0.429,0.406,0.262,0.718,0.726
MAPE,SC,ARGO,0.29600000000000004,0.273,0.38299999999999995,0.336,0.266,0.635,0.67
MAPE,SD,GFT,0.867,0.32299999999999995,0.301,--,--,0.722,0.722
MAPE,SD,AR52,0.201,0.19,0.16699999999999998,0.149,0.192,0.27899999999999997,0.327
MAPE,SD,ARGO,0.27699999999999997,0.17600000000000002,0.14800000000000002,0.16699999999999998,0.158,0.27899999999999997,0.344
MAPE,TN,GFT,1.2209999999999999,0.552,0.45,--,--,1.121,1.121
MAPE,TN,AR52,0.381,0.355,0.24100000000000002,0.40399999999999997,0.22699999999999998,0.759,1.016
MAPE,TN,ARGO,0.425,0.384,0.31,0.33899999999999997,0.204,0.6809999999999999,0.91
MAPE,TX,GFT,0.331,0.275,0.243,--,--,0.268,0.268
MAPE,TX,AR52,0.122,0.105,0.18100000000000002,0.179,0.16699999999999998,0.153,0.145
MAPE,TX,ARGO,0.113,0.138,0.21100000000000002,0.139,0.175,0.161,0.168
MAPE,UT,GFT,0.18,0.221,0.17,--,--,0.39299999999999996,0.39299999999999996
MAPE,UT,AR52,0.147,0.18899999999999997,0.122,0.18899999999999997,0.28600000000000003,0.294,0.32799999999999996
MAPE,UT,ARGO,0.13699999999999998,0.132,0.16399999999999998,0.18,0.371,0.315,0.34299999999999997
MAPE,VA,GFT,0.341,0.183,0.34,--,--,0.256,0.256
MAPE,VA,AR52,0.139,0.08199999999999999,0.11199999999999999,0.11699999999999999,0.14300000000000002,0.115,0.11
MAPE,VA,ARGO,0.099,0.078,0.129,0.057,0.128,0.114,0.121
MAPE,VT,GFT,0.387,0.242,0.33299999999999996,--,--,0.48700000000000004,0.48700000000000004
MAPE,VT,AR52,0.21100000000000002,0.22,0.268,0.43799999999999994,0.295,0.341,0.322
MAPE,VT,ARGO,0.185,0.196,0.309,0.44799999999999995,0.37,0.369,0.35100000000000003
MAPE,WA,GFT,1.442,0.311,0.243,--,--,0.672,0.672
MAPE,WA,AR52,0.214,0.28,0.23800000000000002,0.552,0.278,0.353,0.289
MAPE,WA,ARGO,0.233,0.272,0.226,0.31,0.41,0.33799999999999997,0.273
MAPE,WI,GFT,1.462,0.493,0.467,--,--,0.715,0.715
MAPE,WI,AR52,0.293,0.23199999999999998,0.221,0.177,0.251,0.5,0.46799999999999997
MAPE,WI,ARGO,0.428,0.258,0.24600000000000002,0.18,0.264,0.509,0.525
MAPE,WV,GFT,1.2790000000000001,0.249,0.307,--,--,0.674,0.674
MAPE,WV,AR52,0.263,0.255,0.205,0.249,--,0.27,0.281
MAPE,WV,ARGO,0.287,0.222,0.182,0.2,--,0.261,0.281
