Week,NH,athena_flu,athena_ILI,athena_viral,strep,flu fever,flu how long,how long flu,upper respiratory,strep throat,expectorant,fever cough,oscillococcinum,flu symptoms,cold and flu,acute bronchitis,fever flu,tamiflu side effects,symptoms of flu,cold,flu shots,high fever,body temperature,symptoms of bronchitis,robitussin,walking pneumonia,clarithromycin,tessalon,symptoms of pneumonia,stomach flu,how long does the flu last,flu virus,rsv baby,flu shot,rsv,tussionex,pneumonia,bronchitis,cough fever,flu and cold,sinus,the flu,normal body temperature,gripe,rsv symptoms,oseltamivir,flu vaccine,human temperature,influenza a,influenza b,flu vs cold,flu medicine,cold symptoms,symptoms of the flu,what is rsv
2011-08-28,0.032,0.0,0.0,0.0,620.528967234,0.0,0.0,0.0,0.0,279.158875105,187.499086597,0.0,0.0,187.289857187,0.0,0.0,0.0,0.0,187.33680344,5287.86328578,187.612037854,279.187579916,185.670583833,187.120108071,187.054813655,280.821671254,0.0,0.0,185.250711865,0.0,0.0,0.0,0.0,372.267991002,0.0,0.0,558.729503058,561.812853496,0.0,0.0,621.353003817,187.573457818,0.0,187.120108071,0.0,0.0,281.132440269,0.0,187.781720132,0.0,0.0,0.0,188.406523193,186.612701933,0.0
2011-09-04,0.0,0.0,0.0,0.0,678.19392198,0.0,0.0,0.0,183.568131686,744.850725055,0.0,0.0,0.0,372.275501402,0.0,0.0,0.0,0.0,0.0,5130.56377297,557.86001201,372.354890009,185.856320778,0.0,185.897394696,276.517245644,0.0,0.0,366.915096949,186.627284799,0.0,185.072825298,0.0,678.270211099,185.125835179,0.0,678.323538902,278.659307215,0.0,0.0,678.938419084,185.534633192,185.687870941,186.683667665,0.0,0.0,277.671805454,0.0,0.0,0.0,0.0,187.135960015,278.455918586,0.0,0.0
2011-09-11,0.0297885016,0.0,0.0,0.0,1022.69121964,0.0,0.0,0.0,181.048287936,452.153126019,0.0,0.0,0.0,181.265766006,0.0,0.0,0.0,0.0,180.74647749,6574.27275501,180.382765847,0.0,361.796945182,0.0,0.0,180.283910363,0.0,0.0,180.00289841,0.0,0.0,0.0,0.0,481.124971923,180.873529116,0.0,1022.96155694,181.484818291,0.0,0.0,1445.31206551,241.543993096,180.175240134,180.610708992,0.0,0.0,301.405613555,0.0,0.0,0.0,0.0,0.0,181.375552354,0.0,0.0
2011-09-18,0.0872600349,0.0,0.00348432055749,0.00348432055749,703.033201589,0.0,175.976879605,175.976879605,176.148966007,410.860344696,0.0,0.0,0.0,264.742247206,175.323584472,0.0,0.0,0.0,175.640625312,8223.20288082,410.064088542,176.136327095,351.565425083,0.0,175.820264715,263.448251385,175.870741559,0.0,175.6588491,175.842680167,0.0,0.0,0.0,351.182655927,352.556318685,0.0,644.714323504,527.937576334,0.0,175.323584472,996.90361564,352.628153022,0.0,0.0,0.0,0.0,234.792423112,175.817720534,0.0,0.0,0.0,176.402715974,294.031925141,175.58770557,176.001669932
2011-09-25,0.150466446,0.0,0.0,0.0,519.745941367,0.0,344.974298533,344.974298533,260.552483665,779.392823319,0.0,0.0,0.0,347.866047087,0.0,0.0,0.0,0.0,345.494151303,7118.94955616,288.459440485,259.171447324,463.080440183,0.0,0.0,173.465229103,0.0,0.0,173.143626363,259.615042133,0.0,0.0,0.0,1154.05069161,0.0,0.0,981.951484474,751.135935482,0.0,0.0,1097.90089782,289.698356686,173.439014262,173.067960995,0.0,0.0,434.061612312,0.0,172.487149266,0.0,174.276920284,0.0,260.059680874,0.0,172.747075652
2011-10-02,0.1205182284,0.0,0.0,0.0,1056.94268566,0.0,0.0,0.0,176.528332709,352.928579453,0.0,0.0,0.0,412.426054702,0.0,0.0,0.0,0.0,0.0,6592.07172796,704.421286481,176.503320695,588.375618592,0.0,440.013869531,176.074408928,0.0,176.712626879,176.070743867,0.0,0.0,176.233730872,0.0,998.000692563,0.0,0.0,704.934446934,529.091139874,0.0,0.0,822.967836754,412.354606212,176.047799775,176.556644961,0.0,0.0,470.393763275,176.184050293,0.0,0.0,176.45002863,176.923903135,176.712626879,0.0,0.0
2011-10-09,0.2536461636,0.0,0.0,0.00409836065574,925.175519895,0.0,0.0,0.0,347.296944766,694.378979695,0.0,173.589048741,0.0,231.809620395,0.0,0.0,0.0,0.0,173.201881875,6488.53192186,346.692317267,345.518081235,524.460118114,173.798445066,260.880991359,0.0,174.292837805,0.0,0.0,173.176459018,0.0,172.915336492,0.0,1329.47867909,173.438371388,0.0,982.834740017,578.483225265,173.589048741,0.0,1041.4384283,695.480405896,172.811107839,0.0,0.0,0.0,289.556077794,172.915336492,0.0,172.967497982,0.0,0.0,694.593889532,172.759040617,0.0
2011-10-16,0.1281816517,0.0,0.0,0.0,1114.20683048,174.767011153,0.0,0.0,176.964246454,645.515771356,0.0,176.155914526,177.008195938,470.427666993,174.925219069,0.0,174.767011153,0.0,264.639202166,7283.99308532,351.491964081,175.648313727,353.679392601,176.847765549,176.750521518,176.430900322,0.0,176.750521518,176.266905414,0.0,174.925219069,176.271522815,0.0,1112.83314357,176.259155933,0.0,1348.51578193,586.810138441,176.155914526,174.925219069,822.006469115,411.704214118,176.857319416,175.136609062,0.0,0.0,352.305775259,176.165431017,0.0,0.0,0.0,0.0,176.046089211,0.0,0.0
2011-10-23,0.3840526701,0.00328947368421,0.00328947368421,0.00328947368421,749.545443249,173.167067784,173.141279268,173.141279268,260.630260457,519.509872094,172.374251973,172.238942066,0.0,520.540464266,172.187125296,174.070801902,173.167067784,0.0,172.49849442,7800.60701448,461.113700142,0.0,259.871104052,0.0,230.505198262,517.278468885,0.0,0.0,0.0,259.975284529,0.0,173.599065312,0.0,1324.1544571,259.854704911,0.0,1325.86685389,808.149867451,172.238942066,172.187125296,519.597516052,578.239706984,172.478091884,173.350230141,0.0,0.0,288.866402291,173.494581974,0.0,0.0,0.0,0.0,174.070801902,0.0,0.0
2011-10-30,0.2718974558,0.0,0.00454545454545,0.00909090909091,1362.0817468,193.396152009,194.07024733,194.07024733,195.639400424,714.07780935,0.0,0.0,0.0,489.1500779,0.0,0.0,193.396152009,0.0,194.362697974,8447.83385058,259.093920349,194.128667031,390.018404522,195.993819628,389.429608622,389.821768191,0.0,0.0,194.011862779,387.72686712,0.0,194.187121914,0.0,713.003540889,0.0,0.0,1685.50596046,584.344867141,0.0,0.0,454.41694863,715.373174992,0.0,194.304137354,0.0,0.0,389.900502949,0.0,290.627967967,194.891336318,0.0,0.0,195.529489107,193.396152009,193.804899914
2011-11-06,0.285225328,0.0,0.0,0.0078431372549,868.597439975,0.0,0.0,0.0,0.0,348.239679437,172.686800522,174.277874853,175.42976917,262.206977319,174.638118587,0.0,0.0,0.0,174.07746461,7431.25687198,173.710433811,174.743258936,232.265422866,0.0,231.617985101,173.170735916,0.0,0.0,172.582709624,174.795876599,0.0,0.0,0.0,926.508521835,173.209144141,0.0,869.067532569,405.902984964,174.277874853,174.638118587,1275.95152147,611.708901351,175.37676924,0.0,0.0,174.024936709,173.919975951,174.690672942,349.381345883,0.0,0.0,0.0,290.717701974,173.449215114,0.0
2011-11-13,0.3804168045,0.0,0.0,0.00699300699301,634.069204664,259.611230369,173.230966199,173.230966199,173.80743995,751.370741856,0.0,0.0,0.0,520.914443076,173.038107832,0.0,259.611230369,0.0,173.335425994,7628.03304484,345.450776719,0.0,346.543336853,0.0,346.090059879,346.106787692,173.649439447,0.0,172.72538836,173.231128394,0.0,0.0,0.0,461.667999194,0.0,0.0,1326.78620323,808.645322556,0.0,173.038107832,1270.08723222,433.569879125,173.754363579,173.247217328,0.0,0.0,346.751602179,0.0,0.0,0.0,0.0,0.0,346.961289903,172.665579518,0.0
2011-11-20,0.2857885165,0.00709219858156,0.00709219858156,0.00709219858156,795.338510104,0.0,0.0,0.0,185.16066822,673.542691298,0.0,0.0,0.0,429.695961373,0.0,0.0,0.0,0.0,182.557021165,7722.06837201,0.0,182.502017543,306.568267314,184.491412793,546.682487569,639.867547231,0.0,184.937044224,182.557021165,0.0,0.0,182.667127933,0.0,549.619919124,185.16066822,0.0,1712.49002267,611.803910258,0.0,0.0,918.427368201,490.434133277,185.048788662,182.998246594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.60261919
2011-11-27,0.3315302739,0.0,0.0,0.0,708.272727104,162.79746314,0.0,0.0,164.789223673,491.059482279,0.0,163.545045298,0.0,546.760678632,0.0,163.525677247,162.79746314,0.0,0.0,8194.98347684,163.279180899,162.723954351,245.626581438,163.13163947,244.123351227,245.934760123,163.545045298,0.0,325.870663683,163.981273458,0.0,0.0,0.0,490.583775781,410.830128725,163.3284207,1744.27731422,763.540942789,163.545045298,0.0,1908.65637706,164.377453419,0.0,163.018788996,0.0,0.0,163.723410835,0.0,0.0,0.0,0.0,0.0,489.756342159,162.415932692,0.0
2011-12-04,0.348583878,0.0,0.0,0.0,924.635830703,0.0,0.0,0.0,0.0,653.802631745,163.92760884,0.0,0.0,492.306085716,0.0,163.4848314,0.0,0.0,163.730367452,8831.70539032,0.0,0.0,436.214839413,0.0,326.301079394,326.182021336,0.0,0.0,0.0,163.828887004,0.0,162.429205967,0.0,271.541510021,273.118363818,0.0,1087.99476731,598.88319778,0.0,0.0,1416.09621853,381.903641889,163.755342262,0.0,0.0,0.0,325.911229635,163.730284003,162.429205967,163.238470895,0.0,0.0,164.274074197,0.0,0.0
2011-12-11,0.3586371787,0.0,0.0,0.0,980.442357472,0.0,408.97344456,408.97344456,0.0,1035.7485384,163.278475882,163.215510302,163.988967406,327.819157557,0.0,0.0,0.0,0.0,245.305211302,9114.04856551,163.201253551,0.0,245.256733185,163.595459477,489.865566742,244.896718578,0.0,0.0,163.201253551,245.453312807,0.0,0.0,0.0,272.099871633,246.146779302,0.0,1252.50653101,545.281610321,163.215510302,0.0,980.902591451,382.15508607,0.0,0.0,0.0,0.0,163.619129258,0.0,0.0,0.0,163.180144972,164.237285042,273.118966988,0.0,163.34885794
2011-12-18,0.220661986,0.0,0.0147601476015,0.0147601476015,1449.58402988,174.512375778,173.667780769,173.667780769,0.0,522.370451745,174.249714165,173.589249189,0.0,348.984206233,0.0,0.0,174.512375778,0.0,261.782118647,9008.20552262,348.290246963,174.82861687,173.904265004,0.0,261.361922156,231.838160244,0.0,261.992739747,348.709367744,345.555929365,174.670353185,522.277489133,0.0,259.980134621,349.124692029,174.355000099,1333.85554657,955.486811498,173.589249189,0.0,812.606630048,756.138692455,174.381120054,0.0,0.0,0.0,349.658154277,172.673975538,0.0,0.0,0.0,0.0,232.714784942,174.092496378,0.0
2011-12-25,0.2454740718,0.0,0.0,0.0130718954248,813.700166346,174.024358237,175.234846086,175.234846086,174.758415538,815.155996955,174.547989992,0.0,0.0,524.739731881,172.983601071,0.0,174.024358237,0.0,262.720211705,8506.8894987,349.306278767,174.103763098,233.125814521,175.607032008,524.602234608,350.578574153,0.0,174.260717221,174.918061131,700.701756293,0.0,174.839349027,0.0,524.441157254,233.424905994,0.0,2267.70410569,640.483216283,0.0,172.983601071,1570.56004961,436.006989708,174.653139384,0.0,0.0,0.0,174.863818683,260.80089759,0.0,0.0,0.0,0.0,524.708896626,174.390503084,175.500989114
2012-01-01,0.3676470588,0.0,0.0,0.00881057268722,858.990673556,0.0,482.438661129,482.438661129,163.0184425,484.325536869,161.246198874,162.233756856,0.0,484.96059892,161.319406213,0.0,0.0,0.0,162.527127122,9850.02381074,160.280554284,162.331429196,160.615967368,0.0,268.604689565,322.137388136,0.0,0.0,642.08834465,590.920398261,0.0,159.887302909,0.0,240.536897124,377.228983197,160.473721569,2094.78302085,698.682838933,162.233756856,161.319406213,1506.02266619,484.781130108,160.324908904,160.760823065,0.0,0.0,0.0,160.618902861,0.0,0.0,0.0,0.0,215.592287693,162.233756856,160.812887043
2012-01-08,0.1407884151,0.0,0.00462962962963,0.0138888888889,623.623391651,156.015718723,234.259420929,234.259420929,155.475463943,572.153737484,0.0,0.0,0.0,391.810271613,155.302139179,0.0,156.015718723,0.0,156.12635819,6562.3382132,0.0,155.536098413,364.113270689,0.0,312.346924578,0.0,0.0,234.565413148,389.505196835,416.051908978,0.0,0.0,0.0,156.173405426,417.184414869,156.086292782,1611.02809526,676.30022963,0.0,155.302139179,1560.69075032,469.171419979,0.0,155.851235457,155.86482809,0.0,157.0187056,0.0,0.0,0.0,0.0,156.336859671,390.869969926,0.0,0.0
2012-01-15,0.2633711507,0.0,0.0,0.0082304526749,730.448486238,0.0,0.0,0.0,156.651328623,469.965341626,156.236274148,0.0,0.0,522.60468149,156.529593116,0.0,0.0,0.0,208.616192354,9980.6002174,0.0,0.0,628.879743946,155.963709441,234.719703554,312.822059326,0.0,0.0,156.501570307,365.004148664,0.0,156.255872066,0.0,312.303688386,392.957054295,0.0,1564.5347026,626.273771325,0.0,156.529593116,887.48160794,0.0,156.501570307,234.773166358,0.0,0.0,156.745810727,156.698555433,0.0,0.0,0.0,0.0,314.479861304,0.0,0.0
2012-01-22,0.0986387848,0.0,0.0,0.0,1146.09911693,156.002869215,156.07383453,156.07383453,314.281236335,834.652927729,156.801536151,0.0,155.775510709,261.259063436,156.565673431,0.0,156.002869215,0.0,155.259075923,7986.52509715,0.0,234.286616333,260.928083439,155.634324445,0.0,233.886464519,0.0,0.0,311.879809869,364.779243743,0.0,313.414211674,0.0,154.746054044,391.351397709,0.0,1041.94688273,729.903906765,0.0,156.565673431,1200.21976888,783.649822252,155.939904935,157.100340895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312.022782503,0.0,0.0
2012-01-29,0.3144654088,0.0,0.00438596491228,0.00438596491228,1326.16086338,153.228463595,153.766318301,153.766318301,153.282177249,970.746672961,0.0,153.25731153,153.998804419,562.832551809,152.909910358,152.569380507,153.228463595,0.0,305.138761013,8487.57016411,0.0,0.0,460.285683501,0.0,305.911925957,614.323336808,0.0,153.552316024,306.347463135,459.529004845,0.0,229.979765798,0.0,305.934029594,538.597265771,0.0,1224.26040386,714.76764171,153.25731153,152.909910358,1633.75004391,614.182548733,304.495396156,153.228463595,0.0,0.0,153.737989925,153.044017656,304.770791449,0.0,0.0,154.231994614,409.320962171,152.506866649,0.0
2012-02-05,0.2563633034,0.0,0.0,0.01,834.009124894,156.200969391,156.596286492,156.596286492,156.722374115,574.071721464,156.296610986,260.206074499,0.0,471.280711081,0.0,0.0,156.200969391,0.0,156.248046235,7469.19793737,0.0,155.855945199,417.446410848,0.0,312.616774569,234.421299841,157.08760614,0.0,155.699609009,782.862465021,0.0,313.324813208,312.401938781,156.785013601,628.657664939,156.342285105,1094.27671669,312.906744314,260.206074499,0.0,2086.18770448,574.971309787,0.0,157.372357087,0.0,0.0,157.08760614,156.012945353,0.0,0.0,0.0,0.0,235.639752492,155.96601005,155.981673518
2012-02-12,0.1495606655,0.00416666666667,0.00416666666667,0.00416666666667,731.741882817,0.0,235.190374659,235.190374659,0.0,785.658987172,0.0,0.0,0.0,367.277899885,156.350805958,156.63795128,0.0,0.0,156.633537976,6866.29382563,156.588678134,261.460068038,156.896329404,157.329215046,471.931515072,235.071656966,0.0,157.405413323,313.083053989,314.020419098,156.96714123,156.932013583,0.0,156.214478296,630.650332175,156.72800935,1830.81776084,941.949857281,0.0,156.350805958,1727.86250259,419.664341499,157.012108461,0.0,0.0,156.308385407,157.107037184,312.795714117,0.0,0.0,0.0,157.833921707,314.749377692,156.6851456,157.310505024
2012-02-19,0.331743728,0.0,0.0,0.0201005025126,1180.43470092,154.207592691,231.638183855,231.638183855,308.322233247,874.207266019,0.0,0.0,0.0,308.691042123,463.041567553,154.39377753,154.207592691,0.0,0.0,9414.69454496,0.0,308.293741405,308.877710785,0.0,154.061312209,231.289183768,154.10708481,153.960529612,154.130781942,410.94639595,154.239814248,307.673133809,0.0,231.090853406,669.838549609,154.207592691,1540.1807807,360.012297496,0.0,463.041567553,1130.53671944,515.050104137,0.0,154.533711467,154.487038646,0.0,154.25409679,0.0,0.0,0.0,0.0,154.720685105,257.493834904,0.0,0.0
2012-02-26,0.0674915636,0.0,0.0,0.0,922.140321888,161.970027273,162.913588863,162.913588863,325.53211207,734.66039555,163.66893017,162.594600055,0.0,653.47691996,0.0,0.0,161.970027273,0.0,163.718257756,8160.09686268,0.0,163.110170318,245.725170028,163.339462441,324.710053045,271.434873793,162.864226153,162.361377385,162.018842833,325.925434053,162.962514763,324.846781307,0.0,244.125329553,544.807631245,0.0,1140.18021824,869.450480394,162.594600055,0.0,1629.5934176,381.36910075,0.0,327.33786034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163.356858416,326.812444122,162.692592861,162.31235523
2012-03-04,0.0991669972,0.0,0.0,0.0161290322581,1071.57761821,0.0,160.995773359,160.995773359,161.380383231,536.759502291,161.186066093,322.023932689,0.0,429.90792138,0.0,0.0,0.0,0.0,0.0,8053.95906608,161.283166133,160.451447241,160.605850324,0.0,479.525180985,160.939066666,159.889828628,0.0,160.354906057,160.987622695,160.179047492,0.0,0.0,161.623939499,484.031724151,160.741769522,1125.11658384,536.176538643,322.023932689,0.0,1823.84033822,645.689266235,0.0,160.596477172,0.0,0.0,160.823658443,160.315116372,0.0,0.0,0.0,161.966155947,161.449852472,0.0,0.0
2012-03-11,0.2004008016,0.00448430493274,0.00896860986547,0.0134529147982,821.858219901,0.0,246.691292247,246.691292247,247.185440753,548.19737735,0.0,164.185632698,0.0,329.694482488,164.713155127,164.605256068,0.0,0.0,164.005552928,7630.14965514,0.0,164.485839354,383.757555851,0.0,327.419028047,164.25920721,0.0,0.0,164.008280585,438.416093615,164.713155127,0.0,0.0,0.0,412.869394525,163.956138781,1040.51182398,602.939477068,164.185632698,164.713155127,1590.03313254,329.409430875,164.354812572,164.912204257,0.0,0.0,0.0,164.082440389,164.564183325,0.0,0.0,0.0,330.223470109,0.0,0.0
2012-03-18,0.0869376223,0.0,0.0,0.0,915.579421406,172.40976214,170.776712816,170.776712816,0.0,860.643377915,0.0,0.0,172.449976818,172.212970779,170.725335947,0.0,172.40976214,0.0,171.03406169,6772.27950047,0.0,0.0,172.118718739,170.931029123,171.988300988,342.06812338,172.461755434,172.513780096,170.725335947,344.703089799,0.0,0.0,0.0,257.737698426,172.368866136,0.0,858.878655248,601.756390625,0.0,170.725335947,1719.73021923,430.090190368,0.0,258.80053728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-03-25,0.128440367,0.0,0.0,0.00746268656716,1506.47314256,0.0,0.0,0.0,157.336576181,676.119328752,0.0,0.0,0.0,157.046268471,0.0,156.501764857,0.0,0.0,0.0,7235.27736541,0.0,155.819918313,364.391224514,156.767889761,310.367080578,311.287051868,0.0,0.0,154.558237831,311.334020821,0.0,156.048715334,0.0,156.956994574,260.638619588,0.0,675.366045798,311.980089077,0.0,0.0,935.956504043,468.258555199,0.0,155.675641397,0.0,0.0,157.336576181,0.0,155.655349337,0.0,0.0,0.0,157.146556162,0.0,156.237179966
2012-04-01,0.1661819693,0.0,0.0,0.00398406374502,736.632349287,0.0,157.492942011,157.492942011,0.0,709.662438521,0.0,0.0,0.0,237.22261972,0.0,0.0,0.0,0.0,0.0,6539.22443285,0.0,0.0,369.350361669,158.74153208,314.93892317,263.107771024,158.016016396,158.016016396,236.032084696,263.139742624,0.0,0.0,0.0,157.830456709,237.789140619,158.311078996,736.822255341,579.304092472,0.0,0.0,1211.14192539,527.886963666,0.0,0.0,157.754818507,0.0,158.74153208,158.454303735,158.454303735,0.0,0.0,0.0,211.244229831,0.0,0.0
2012-04-08,0.1492219143,0.0,0.0,0.0,999.291111745,249.538592435,0.0,0.0,165.997982191,667.227431123,0.0,166.098101601,0.0,333.824047086,166.454260902,0.0,249.538592435,0.0,249.689189124,7787.77149824,0.0,166.525677734,250.397405095,166.298703173,0.0,332.951653243,0.0,167.107811307,166.425481779,277.655346635,166.805536098,249.263550334,0.0,0.0,0.0,0.0,1165.7489061,721.936546161,166.098101601,166.454260902,1610.41703805,222.644495561,0.0,166.676198081,0.0,0.0,166.098101601,166.47556468,0.0,0.0,166.298703173,0.0,166.600515702,0.0,0.0
2012-04-15,0.2398604448,0.0,0.0,0.0,1250.42931196,0.0,0.0,0.0,164.714995756,979.881306082,0.0,163.697601971,0.0,412.260713649,0.0,0.0,0.0,0.0,163.149319152,8390.90469469,0.0,162.02380651,272.272222928,0.0,0.0,162.194750867,243.887786497,165.09119706,162.559052978,163.84547695,320.775199526,0.0,0.0,161.926861954,163.297108218,0.0,869.954616672,435.174408356,163.697601971,0.0,1088.61057448,326.125695415,0.0,163.944208783,0.0,0.0,0.0,0.0,0.0,164.941928346,0.0,0.0,244.896238263,0.0,0.0
2012-04-22,0.1361161525,0.0,0.0,0.0,639.36693194,0.0,320.393256971,320.393256971,161.388454178,427.070345027,158.895770573,160.100008082,0.0,213.809616865,0.0,0.0,0.0,0.0,0.0,6194.45785005,0.0,240.580581696,320.359885619,159.917543288,160.320299547,0.0,160.368545198,159.231601006,159.628389817,160.100008082,160.196628485,160.707079522,0.0,0.0,160.985605773,0.0,906.038909858,746.511298849,160.100008082,0.0,1227.15571999,213.890451456,0.0,0.0,0.0,0.0,159.42414224,0.0,160.051741574,0.0,0.0,0.0,159.231601006,0.0,0.0
2012-04-29,0.1132502831,0.0,0.0,0.0,1099.51131644,0.0,0.0,0.0,0.0,628.870128709,155.129702437,157.520798165,0.0,158.90022019,0.0,0.0,0.0,0.0,0.0,7081.04816109,0.0,0.0,158.278020532,0.0,234.996998311,157.28363948,0.0,0.0,157.33101407,0.0,0.0,157.094426079,0.0,0.0,158.948284382,0.0,784.996987472,261.823616258,157.520798165,0.0,1205.1773471,313.270637122,0.0,157.217589153,0.0,0.0,157.520798165,0.0,154.942967917,0.0,156.36403642,0.0,157.997267609,0.0,0.0
2012-05-06,0.102406554,0.0,0.00406504065041,0.00406504065041,757.189909704,0.0,324.694089764,324.694089764,163.456317072,487.352742257,0.0,0.0,0.0,324.227127653,0.0,0.0,0.0,0.0,244.250618802,6610.69384163,0.0,162.899394431,242.44378457,0.0,163.505595431,162.727440944,161.809633659,0.0,162.053469756,242.540978558,0.0,163.11219851,0.0,0.0,216.994166701,163.505595431,1081.24217497,595.228425794,0.0,0.0,919.868984062,243.852055085,0.0,0.0,0.0,0.0,0.0,162.151210087,0.0,0.0,0.0,0.0,162.650048872,162.556034526,161.661273747
2012-05-13,0.0561324726,0.0,0.00350877192982,0.00350877192982,666.042167564,164.740947304,167.048338703,167.048338703,0.0,666.980177513,0.0,167.282867104,0.0,167.014063222,0.0,0.0,164.740947304,0.0,0.0,6563.81391533,0.0,277.623660246,167.611632671,164.691326537,495.267395019,166.292350284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167.351511731,0.0,888.032873158,335.121103807,167.282867104,0.0,1443.91752426,167.940689111,166.746262141,334.29854851,0.0,0.0,0.0,0.0,164.542643425,0.0,0.0,0.0,249.34589322,0.0,0.0
2012-05-20,0.0976880495,0.0,0.0,0.004329004329,677.531316455,0.0,168.987342195,168.987342195,0.0,423.230283042,169.887120583,0.0,0.0,169.773090912,0.0,0.0,0.0,0.0,0.0,7185.89999017,0.0,253.653060301,0.0,0.0,169.046363657,169.887120583,0.0,170.143670146,0.0,170.143670146,0.0,0.0,0.0,0.0,169.753608861,0.0,903.283453917,339.055124587,0.0,0.0,1130.07687134,254.265440895,0.0,0.0,0.0,0.0,169.753608861,0.0,0.0,0.0,0.0,170.607417278,170.607417278,0.0,0.0
2012-05-27,0.0411353353,0.0,0.0,0.00448430493274,935.447690121,332.964322099,0.0,0.0,165.825921114,606.567303072,0.0,0.0,0.0,165.800092465,0.0,164.331335649,332.964322099,0.0,0.0,7507.76182125,0.0,166.783850257,165.2608103,165.66809659,0.0,330.92520987,165.350565682,165.011322362,165.375306542,164.671171934,166.632869101,0.0,0.0,0.0,330.054467244,166.482161049,550.690075923,220.415689578,0.0,0.0,1488.51412974,165.703348062,164.770416462,164.827804941,0.0,0.0,330.421704753,0.0,166.482161049,0.0,0.0,0.0,247.554164207,164.380847953,0.0
2012-06-03,0.0936914428,0.0,0.0,0.0,1127.57243591,0.0,0.0,0.0,0.0,725.163800585,0.0,160.967989286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6889.90058996,161.242070676,161.113449617,269.186965629,161.101862233,322.970983353,160.66527182,0.0,0.0,161.08929143,160.9776121,0.0,160.47199029,0.0,0.0,484.769262007,0.0,966.753383618,430.003437015,160.967989286,0.0,644.85961979,161.583065992,161.583065992,161.199204748,0.0,0.0,0.0,161.162131352,322.746877256,0.0,0.0,0.0,323.548819381,0.0,0.0
2012-06-10,0.1001669449,0.0,0.0,0.0,1140.69224945,171.297077428,170.842082799,170.842082799,0.0,456.713819394,0.0,340.553101553,0.0,257.878998793,0.0,0.0,171.297077428,0.0,171.426323159,6914.5557851,0.0,285.207507234,228.624744107,0.0,171.262517143,170.84570307,171.503879989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.486677044,855.10553099,399.579383834,340.553101553,0.0,1142.17371954,286.018099525,171.797529026,171.300081712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.595445403,170.850456952,0.0
2012-06-17,0.0,0.0,0.00425531914894,0.00851063829787,1037.90391528,173.169880516,0.0,0.0,0.0,577.599284344,0.0,0.0,0.0,231.58145132,173.401625867,0.0,173.169880516,0.0,172.384156773,6013.94455554,0.0,172.828751891,347.118505967,0.0,288.503609344,173.819965134,0.0,0.0,0.0,172.228434861,0.0,0.0,0.0,0.0,172.905269702,173.662851577,404.005494494,346.594358893,0.0,173.401625867,1295.78255951,172.800795219,173.715191194,173.230165743,0.0,0.0,173.222103037,0.0,0.0,0.0,0.0,0.0,173.623114165,172.072994036,0.0
2012-06-24,0.0845665962,0.0,0.00485436893204,0.00485436893204,556.198156097,0.0,167.193021962,167.193021962,0.0,445.706979065,0.0,166.277638535,0.0,336.512666251,0.0,0.0,0.0,0.0,167.29310462,5742.74373888,0.0,334.486701975,336.003877823,167.344099994,0.0,166.02729581,0.0,0.0,167.142723219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,612.273324533,389.983046479,166.277638535,0.0,724.175876298,167.900584911,167.849671293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-07-01,0.0430848772,0.0,0.0,0.0,827.22463727,0.0,354.727615393,354.727615393,0.0,887.167717517,0.0,0.0,0.0,534.986920061,176.723505142,176.936425028,0.0,0.0,0.0,6216.71666979,0.0,177.489085837,178.059349868,0.0,0.0,176.954641134,177.790540463,177.790540463,177.043077484,177.417375745,0.0,176.74176337,0.0,0.0,0.0,0.0,472.556763301,532.12571859,0.0,176.723505142,709.424105887,266.421670421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177.757520631,0.0,0.0
2012-07-08,0.0,0.0,0.00796812749004,0.00796812749004,829.566335348,165.177318054,0.0,0.0,0.0,499.122752067,0.0,165.492501727,0.0,333.014184906,0.0,0.0,165.177318054,0.0,165.227100248,7489.24502332,0.0,276.649753281,249.622558633,165.12756585,332.019767305,249.46022881,0.0,0.0,165.630276688,333.323378593,0.0,0.0,0.0,166.68828486,0.0,0.0,830.181994371,387.910829718,165.492501727,0.0,609.063400802,166.3687605,0.0,166.839361855,0.0,0.0,0.0,329.956977805,0.0,0.0,0.0,0.0,167.115945869,164.928856385,0.0
