Week,NH,athena_flu,athena_ILI,athena_viral,strep,flu fever,flu how long,how long flu,upper respiratory,strep throat,expectorant,fever cough,oscillococcinum,flu symptoms,cold and flu,acute bronchitis,fever flu,tamiflu side effects,symptoms of flu,cold,flu shots,high fever,body temperature,symptoms of bronchitis,robitussin,walking pneumonia,clarithromycin,tessalon,symptoms of pneumonia,stomach flu,how long does the flu last,flu virus,rsv baby,flu shot,rsv,tussionex,pneumonia,bronchitis,cough fever,flu and cold,sinus,the flu,normal body temperature,gripe,rsv symptoms,oseltamivir,flu vaccine,human temperature,influenza a,influenza b,flu vs cold,flu medicine,cold symptoms,symptoms of the flu,what is rsv
2009-12-13,0.607533414,0.00558659217877,0.00558659217877,0.00558659217877,990.6020757,0.0,368.04329093,368.04329093,369.712169214,741.206514386,368.486850184,0.0,0.0,1366.16797147,369.153543077,0.0,0.0,0.0,371.052418477,9559.11871756,739.531190978,0.0,560.828676194,371.949221905,375.198366411,374.746456304,0.0,0.0,0.0,368.264936995,0.0,368.264936995,0.0,742.711180508,369.712169214,375.198366411,1362.45934981,867.645149351,0.0,369.153543077,1488.18416792,1241.63782759,0.0,0.0,0.0,0.0,744.765130833,0.0,371.276213663,369.60043994,0.0,0.0,621.36411835,0.0,0.0
2009-12-20,0.512528474,0.0,0.0,0.00813008130081,1363.75657029,451.589825525,455.066036785,455.066036785,0.0,759.321089734,0.0,0.0,0.0,457.727347099,0.0,0.0,451.589825525,0.0,455.081049668,8963.05618418,454.121541431,0.0,455.615885649,455.218453367,459.144468375,458.314189047,0.0,0.0,0.0,457.900174422,451.862113632,0.0,0.0,685.345817084,453.365587089,0.0,909.59177424,907.208339452,0.0,0.0,1669.37191742,0.0,0.0,0.0,0.0,0.0,456.233776209,0.0,457.624579975,0.0,457.900174422,0.0,918.288936749,0.0,0.0
2009-12-27,0.155118925,0.0,0.0,0.0077519379845,1026.65456756,437.867037919,878.406989859,878.406989859,0.0,887.577447466,0.0,0.0,0.0,1617.55939332,0.0,0.0,437.867037919,444.056712093,438.395703223,7493.15455837,437.610388598,0.0,438.735013062,0.0,444.056712093,0.0,444.056712093,0.0,0.0,438.66710026,0.0,0.0,0.0,1543.59747504,439.856137123,0.0,1026.60874706,0.0,0.0,0.0,733.507761903,440.533608482,0.0,886.240331697,0.0,0.0,661.647106321,0.0,0.0,0.0,0.0,0.0,440.533608482,436.813523242,0.0
2010-01-03,0.423131171,0.0,0.0,0.0,753.303749569,0.0,0.0,0.0,379.761533121,752.484114748,375.675512861,0.0,0.0,0.0,375.846073188,0.0,0.0,0.0,0.0,9816.32050979,376.386787142,374.98031225,0.0,0.0,376.112499183,0.0,0.0,0.0,0.0,378.729260757,0.0,375.693495981,0.0,754.644310521,378.310379811,0.0,627.916336866,1886.98017241,0.0,375.846073188,2891.16410956,754.564103979,377.930253877,0.0,378.614910134,0.0,377.70171168,0.0,0.0,0.0,0.0,0.0,379.761533121,0.0,0.0
2010-01-10,0.354295837,0.0,0.0,0.0119047619048,1247.73467056,0.0,373.778393026,373.778393026,374.625741309,874.867926572,0.0,0.0,0.0,625.753894548,0.0,0.0,0.0,0.0,373.924729838,9251.66931117,560.736469434,0.0,0.0,0.0,374.879297923,748.574652011,0.0,374.964769129,0.0,374.715268379,0.0,0.0,374.228864123,749.758322858,626.244901854,0.0,998.126103389,562.316952913,0.0,0.0,1375.02551534,375.332050874,0.0,0.0,0.0,0.0,1124.55507509,0.0,0.0,0.0,0.0,0.0,375.019806771,373.751467643,0.0
2010-01-17,0.173276858,0.0,0.0,0.0,855.631895954,366.004111407,0.0,0.0,369.275053458,1103.73568811,0.0,365.563540705,0.0,367.332218253,0.0,0.0,366.004111407,0.0,0.0,6127.55000937,0.0,0.0,365.893869205,0.0,365.9867613,0.0,366.097131252,0.0,0.0,0.0,0.0,0.0,0.0,366.569094921,552.522262573,0.0,488.953240591,367.569928571,365.563540705,0.0,734.057193077,552.925754265,365.656050371,0.0,370.170265709,0.0,0.0,0.0,0.0,366.445745328,0.0,0.0,0.0,367.497556209,0.0
2010-01-24,0.111835974,0.0,0.0,0.0,1650.82564292,354.420153999,0.0,0.0,0.0,1533.01085411,0.0,353.867552073,0.0,709.563773386,0.0,0.0,354.420153999,0.0,354.68756832,6023.537515,528.228747157,0.0,590.676281611,0.0,530.328474649,710.378635178,0.0,0.0,709.096363274,352.249375051,0.0,529.794636723,0.0,350.344752416,827.910152524,0.0,1178.287367,0.0,353.867552073,0.0,1061.89719882,472.647414342,353.441205624,0.0,357.126713867,0.0,353.109370925,0.0,0.0,0.0,0.0,355.832776498,0.0,0.0,0.0
2010-01-31,0.249615975,0.0,0.0,0.0144927536232,1031.34363291,0.0,345.972199702,345.972199702,0.0,1363.39714516,0.0,345.472789574,0.0,804.649146868,0.0,0.0,0.0,0.0,341.260815763,9310.98106081,340.541289947,0.0,0.0,343.60881067,340.84928629,0.0,0.0,0.0,345.472789574,346.076691456,345.450685985,0.0,0.0,344.205444702,345.365863953,0.0,1376.88062566,918.082759221,345.472789574,0.0,1722.14255296,805.169956608,0.0,0.0,0.0,344.41236111,346.181246348,0.0,0.0,0.0,341.363853449,347.019965297,346.72450258,345.472789574,0.0
2010-02-07,0.257629806,0.0,0.0,0.00555555555556,1146.76500711,0.0,0.0,0.0,0.0,515.238743739,0.0,0.0,0.0,691.844903408,343.475872141,0.0,0.0,0.0,343.509266191,9195.95505703,0.0,0.0,0.0,345.017517808,0.0,516.227217412,0.0,0.0,344.185899657,343.198959718,0.0,0.0,0.0,0.0,1034.1723564,0.0,1720.62997169,459.051790236,0.0,343.475872141,1376.4978493,343.787085556,345.526226443,0.0,0.0,0.0,346.361335148,0.0,0.0,0.0,0.0,0.0,347.200490411,0.0,0.0
2010-02-14,0.291715286,0.0,0.0,0.0,926.924434922,0.0,0.0,0.0,0.0,522.421449505,0.0,0.0,0.0,1221.58955717,347.244570837,347.341640513,0.0,0.0,870.459026488,7900.1846096,0.0,0.0,1043.60040524,0.0,347.543005619,0.0,0.0,0.0,696.342947968,520.813630648,0.0,0.0,0.0,348.510849997,581.473817691,0.0,463.636326892,695.594646548,0.0,347.244570837,2668.85326684,698.579619079,347.551514616,0.0,0.0,347.229621485,0.0,0.0,0.0,0.0,0.0,349.248773757,870.703054311,0.0,0.0
2010-02-21,0.103119361,0.0,0.0,0.00806451612903,927.641091977,0.0,0.0,0.0,0.0,927.864781434,368.578885242,0.0,0.0,374.329483057,371.388213497,0.0,0.0,0.0,0.0,6078.47103786,0.0,372.011732723,373.763517707,0.0,371.157272752,0.0,0.0,0.0,0.0,372.517344666,372.171969148,372.284204362,0.0,372.749081139,1116.31647809,0.0,990.303753913,926.786005678,0.0,371.388213497,1114.71013891,747.725270542,0.0,0.0,0.0,0.0,0.0,372.284204362,0.0,0.0,372.059801587,0.0,0.0,0.0,0.0
