Week,UT,athena_flu,athena_ILI,athena_viral,thermoscan,how long is the flu contagious,influenza b symptoms,strep,flu fever,flu how long,how long flu,upper respiratory,strep throat,expectorant,how long contagious,can adults get rsv,rsv in adults,influenza a symptoms,fever cough,signs of rsv,oscillococcinum,flu symptoms,cold and flu,acute bronchitis,fever flu,what to eat when you have the flu,tamiflu side effects,symptoms of flu,cold,flu shots,high fever,symptoms of rsv,flu cold,body temperature,symptoms of bronchitis,robitussin,influenza symptoms,walking pneumonia,clarithromycin,tessalon,symptoms of pneumonia,stomach flu,tussin,how long does the flu last,flu virus,rsv baby,flu shot,rsv infection,symptoms of influenza,rsv,tussionex,pneumonia,is rsv contagious,how long are you contagious with the flu,bronchitis,cough fever,flu and cold,sinus,how to break a fever,the flu,flu a,normal body temperature,gripe,rsv symptoms,oseltamivir,flu vaccine,cold vs flu,a influenza,human temperature,influenza a,influenza b,flu vs cold,flu medicine,cold symptoms,stomach flu symptoms,how long does rsv last,how long is rsv contagious,symptoms of the flu,what is rsv
2012-01-29,2.783055199,0.00408496732026,0.0236928104575,0.0261437908497,0.0,0.0,0.0,1480.10285739,81.4190378169,124.011604906,124.011604906,82.435982886,987.764038689,82.8812957465,356.322496745,0.0,0.0,0.0,81.8750379232,0.0,0.0,328.73022897,82.6206015508,0.0,81.4190378169,0.0,0.0,0.0,7773.82433168,81.4928984499,124.036720076,0.0,82.2572208856,219.385129261,162.396514115,191.833688605,0.0,136.8564987,81.5422133658,0.0,122.781392089,246.779103003,0.0,82.3613576752,164.425023696,0.0,82.7076919079,83.2578007241,0.0,383.187972028,0.0,1012.98135703,0.0,82.9062901059,438.737319322,81.8750379232,82.6206015508,1424.67232765,0.0,383.171663807,164.563598298,246.786201931,82.5107434509,165.166264081,0.0,82.3116825499,82.9312995448,82.9062901059,82.5333155857,82.9062901059,82.1552229202,82.9312995448,0.0,246.317060966,82.6702450171,0.0,82.5356937815,81.1982570575,82.856316453
2012-02-05,2.9157222337,0.00268404907975,0.0245398773006,0.0306748466258,82.3697921784,0.0,0.0,1137.53719488,83.7261073049,110.977589827,110.977589827,83.4145666288,1110.16264582,83.3139459212,110.944127593,0.0,0.0,0.0,166.033057551,82.3697921784,0.0,360.460001709,82.2953840554,0.0,83.7261073049,83.1634691977,0.0,83.4649681797,7423.65776776,83.5406848124,83.4947364617,83.3642259127,83.2586586874,304.988098985,82.8518497373,166.3996193,82.494105176,222.159764229,83.3591314804,247.407637702,110.835661185,277.36879193,83.5320861593,0.0,82.4443349767,0.0,124.783191371,0.0,0.0,692.331216637,0.0,1163.77673637,0.0,0.0,610.503406864,166.033057551,82.2953840554,1664.77420108,168.263858183,360.267669962,125.36116661,83.3139459212,83.2166266605,166.21045858,0.0,167.502712865,0.0,83.2888286629,124.470060857,83.2888286629,0.0,0.0,83.3893886733,249.440365578,125.411578258,0.0,0.0,83.8271952703,83.7008733967
2012-02-12,3.0526043016,0.00877542879936,0.0283207020343,0.0362983645792,164.535426769,83.7473930489,0.0,1472.51238915,111.106680556,111.140118452,111.140118452,83.3655808793,806.50412194,82.2925227068,222.263530646,0.0,0.0,83.3870059887,164.485838032,0.0,82.0944660938,333.345298313,83.7855050335,0.0,111.106680556,82.1438908175,0.0,82.9482033145,7182.1805424,82.5164817949,83.1045972871,83.1292775743,166.748598204,222.29727704,0.0,124.712738143,0.0,82.9666242602,0.0,0.0,110.989604115,333.252892693,0.0,0.0,82.7611480589,82.2429190162,82.973131015,0.0,82.1438908175,554.662598309,0.0,832.39974766,0.0,0.0,611.141511934,164.485838032,83.7855050335,1056.36661662,0.0,471.782624273,138.948321715,83.6135327179,83.4372391248,124.625114975,0.0,0.0,82.3421862691,124.353295206,124.549948939,124.353295206,0.0,82.3421862691,0.0,249.761745903,0.0,0.0,82.2925227068,82.2181395889,83.3238861805
2012-02-19,3.2419338213,0.00345356868764,0.02110514198,0.0264773599386,0.0,166.412635421,0.0,1085.60593031,83.8368303469,111.328030951,111.328030951,167.521874037,612.847226235,0.0,83.6004639833,83.9890303414,0.0,0.0,0.0,83.0310938164,0.0,222.521972477,249.318297964,0.0,83.8368303469,0.0,83.1060993212,83.3822827328,7195.19921048,83.5460850008,139.036643482,83.2816402673,83.6596755878,417.109536609,83.1561783205,194.847345134,0.0,250.190774067,83.9890303414,83.516304261,83.407436994,167.055188161,0.0,83.3902989739,83.2395936144,0.0,83.5332516476,0.0,0.0,694.795860646,83.2565176005,1501.09627166,0.0,0.0,640.185457109,0.0,249.318297964,1307.04556269,83.1311312788,333.539783526,208.201669291,167.137876954,83.4577355755,291.362190264,0.0,83.545932766,0.0,124.765526888,0.0,124.765526888,166.513035201,0.0,83.2897681735,139.036325069,83.7609370183,0.0,0.0,166.312356641,111.269527407
2012-02-26,2.5030840861,0.00785237534354,0.0255202198665,0.0325873576757,0.0,0.0,82.9813271699,1190.04931375,83.0729905304,83.0224915595,83.0224915595,83.4432215668,553.777557282,82.7055584089,207.974639943,0.0,0.0,166.785727115,82.62381245,82.6556154388,82.6556154388,359.614678001,0.0,82.6556154388,83.0729905304,0.0,0.0,249.443959854,6765.9046018,0.0,165.754037007,247.443867129,82.8768042838,276.542257324,124.05230404,138.279333583,166.132793948,248.707912214,110.88941565,0.0,82.7979144028,124.177087814,82.5310215054,0.0,138.013244823,0.0,124.496170587,165.361158764,83.1920378775,635.489382293,0.0,1105.65894759,0.0,82.9921771259,636.674443605,82.62381245,0.0,1771.9031294,0.0,414.704570155,207.115784897,138.262561651,165.953816625,248.601155619,82.9310506917,83.3174404067,0.0,124.32114571,83.3174404067,124.32114571,0.0,0.0,0.0,165.919858762,83.0142522433,0.0,82.7805861304,247.891999698,82.5061477798
2012-03-04,3.0735564729,0.015923566879,0.0402070063694,0.047372611465,0.0,0.0,0.0,1392.55268106,83.7536101642,125.426451443,125.426451443,83.8041020591,1031.01075731,84.0343953054,222.793679415,0.0,82.8887149339,0.0,83.9837416614,0.0,0.0,333.829558387,83.4386677021,83.4498196417,83.7536101642,0.0,0.0,250.727973378,6501.85111279,84.2630948995,222.425320713,83.3655195309,111.413961932,334.123797607,166.497471478,125.535651238,166.22777604,195.014616693,0.0,0.0,83.4805890019,250.592625538,0.0,0.0,83.3382290461,83.2314390935,333.698524182,0.0,82.9386478947,556.128114316,0.0,1557.67567449,0.0,0.0,473.479377986,83.9837416614,83.4386677021,1307.85415742,82.988641052,417.326969319,194.81014524,83.571398702,125.23754478,250.173193908,83.958437732,0.0,0.0,83.4133710711,84.0090608479,83.4133710711,0.0,0.0,0.0,139.111720151,0.0,0.0,0.0,83.2815404247,0.0
2012-03-11,3.8788552376,0.0134297520661,0.0351239669421,0.0440771349862,84.4499598861,0.0,0.0,1409.3459282,126.768428105,140.940531455,140.940531455,0.0,930.728571838,84.512596172,197.299784894,0.0,84.3853947931,84.6431345222,84.3857971522,126.730175657,0.0,253.650799267,0.0,0.0,126.768428105,0.0,0.0,84.6035006651,7005.10182404,84.5394519245,168.939239156,126.743489333,84.2574672983,169.0794054,0.0,211.258829502,127.00083207,169.284525451,84.8736301986,0.0,169.094889485,309.967364893,169.235202297,126.706838421,0.0,126.653855402,0.0,0.0,84.439297955,450.211504086,0.0,1323.33758781,0.0,0.0,591.908738683,84.3857971522,0.0,1522.01418857,0.0,450.296474786,126.757788693,84.6033620455,211.411826555,140.736813112,0.0,0.0,84.5635841637,211.361696626,84.5665805868,211.361696626,0.0,84.5635841637,84.6686833101,295.308906691,84.5891012379,0.0,0.0,84.6401816131,0.0
2012-03-18,2.8195698206,0.0187426786412,0.0382663022257,0.0507614213198,82.7925967328,0.0,82.3352023364,1325.05480626,0.0,124.025542417,124.025542417,82.6753816868,635.311350188,82.7629129369,248.393142386,0.0,0.0,0.0,82.4144018947,0.0,0.0,303.544786578,165.538523364,82.6254945923,0.0,0.0,82.2360331677,165.579110533,6637.9793452,0.0,206.116283293,0.0,247.964328576,220.805375575,82.9185059501,164.919001298,82.7753847272,165.027568901,0.0,82.892527447,165.8614165,220.738471516,82.687900555,83.0686299802,82.4767057019,83.1690150315,82.3600320114,0.0,0.0,496.10429392,82.3848766666,1323.37455066,82.1618129211,0.0,552.096411026,82.4144018947,165.538523364,937.519204628,82.2608030572,275.640408272,137.990705756,124.383214637,82.5882163804,110.286136264,0.0,0.0,0.0,165.263872445,165.685063908,165.263872445,0.0,0.0,0.0,371.88972535,0.0,0.0,82.3600320114,124.533360377,0.0
2012-03-25,3.2177910299,0.0117252931323,0.0259631490787,0.0326633165829,0.0,0.0,0.0,1184.44337959,0.0,126.630523293,126.630523293,126.706998702,790.635970876,0.0,84.5952061397,0.0,0.0,0.0,83.8714638371,0.0,83.7200713031,422.729680302,84.3654058144,0.0,0.0,84.3214391394,0.0,84.543687695,6104.32659199,84.150443608,169.896789521,0.0,169.182287595,310.143443493,83.8461937365,84.6037783225,84.8128700439,112.698514291,0.0,84.9611766227,84.3468946277,253.743214424,0.0,0.0,84.8075164451,167.742927674,126.679322179,84.0234048948,84.8021554489,366.007202309,83.9473656144,1070.32700153,0.0,0.0,535.963307938,83.8714638371,84.3654058144,1465.10756566,0.0,422.585276802,169.292672981,83.9220497622,169.984682101,84.8640700862,0.0,85.0840604685,0.0,83.8967491744,0.0,83.8967491744,85.0326656872,0.0,0.0,168.986440317,0.0,0.0,0.0,169.728140172,0.0
2012-04-01,2.1127162679,0.00889284126278,0.0231213872832,0.0266785237884,171.020487933,0.0,86.3247092607,1402.69961104,85.8832450587,0.0,0.0,86.2205152845,830.9611467,86.1425347159,171.507415472,0.0,0.0,0.0,85.7502379989,85.6135172081,85.5215226065,257.386932958,171.33049486,0.0,85.8832450587,0.0,0.0,85.9161265067,6683.00947248,0.0,171.577210742,0.0,128.37680667,314.68337797,171.300717773,85.4587007213,128.847849768,142.926042237,0.0,171.909621474,143.071500122,228.933211525,0.0,0.0,128.158031439,0.0,86.2986371648,0.0,85.5102439666,657.353608279,0.0,972.148457973,85.5215226065,0.0,486.605574844,85.7502379989,171.33049486,973.799833291,0.0,228.708945674,85.6447661951,0.0,85.7612017841,114.298489601,0.0,85.7020021538,0.0,172.337025122,85.7020021538,172.337025122,172.59727433,0.0,85.8054757453,257.320355573,86.012463527,0.0,85.7278471484,128.899707841,0.0
2012-04-08,2.1858864028,0.00693802035153,0.0222016651249,0.0249768732655,0.0,0.0,0.0,938.921727514,0.0,0.0,0.0,0.0,704.901963774,87.861556174,87.9995766934,0.0,88.3493527417,0.0,0.0,0.0,0.0,146.615877338,0.0,0.0,0.0,0.0,0.0,0.0,6790.99370418,87.4868708886,117.259426694,0.0,87.3020766532,293.426832123,0.0,146.739847222,0.0,88.0354499364,0.0,88.249838191,132.349285328,131.495118194,0.0,0.0,0.0,0.0,87.6942795345,0.0,0.0,410.172518869,87.9839453372,791.050377824,0.0,0.0,587.003970314,0.0,0.0,1056.39602823,0.0,146.509848306,88.0173416519,0.0,87.8616520303,87.8759055078,0.0,87.2231178862,0.0,132.269267972,88.2060880852,132.269267972,87.9544070695,0.0,0.0,0.0,0.0,0.0,0.0,88.6161080338,0.0
2012-04-15,1.8949861824,0.00425170068027,0.0131802721088,0.015731292517,0.0,0.0,0.0,1458.00380313,163.456838137,124.447757622,124.447757622,82.8617272754,853.748625898,82.3597342162,110.046187914,0.0,0.0,0.0,164.976728261,0.0,83.1022938193,302.668785294,124.448059516,0.0,163.456838137,0.0,0.0,123.287503132,6782.44250002,82.7368979183,192.44046085,0.0,110.15469672,357.48465864,248.706141985,205.737868146,81.7284190686,249.175068848,81.8520626678,0.0,82.6621806715,124.497973275,0.0,0.0,81.261960684,0.0,82.9368058565,81.6790661586,81.4331929913,329.649343632,82.7618336922,824.227091884,0.0,0.0,467.738338161,164.976728261,124.448059516,962.227845763,0.0,274.651319502,165.135815158,82.9193409325,124.360548667,82.2604680485,0.0,0.0,0.0,164.8453783,82.4020100707,164.8453783,0.0,0.0,81.6544120487,109.954955172,0.0,0.0,0.0,0.0,0.0
2012-04-22,1.825136612,0.00134408602151,0.0134408602151,0.0143369175627,85.9737574613,0.0,87.0504764694,1153.43052426,0.0,86.6564640532,86.6564640532,129.628490778,577.082156542,86.7611848557,172.803251682,0.0,0.0,0.0,86.7317762346,0.0,0.0,129.6417351,86.2194850271,86.4864051893,0.0,0.0,0.0,86.832933461,6588.15413445,86.5259180092,86.2066017501,86.7281260579,115.463773385,201.758664729,86.2879841734,115.36751703,0.0,129.537785607,0.0,0.0,86.7019637273,230.717562439,86.5780891988,86.5974720566,129.444943955,85.947853949,0.0,0.0,0.0,374.287970094,0.0,979.18914991,86.4672111179,0.0,403.769087748,86.7317762346,86.2194850271,1067.43534265,86.5713884807,431.893651471,129.589536718,86.5519957421,173.627280455,85.8960937238,0.0,86.2075936103,0.0,86.5486909748,86.5486909748,86.5486909748,86.7611848557,0.0,0.0,173.508608365,0.0,0.0,0.0,0.0,85.9737574613
2012-04-29,2.1201141007,0.002849002849,0.0151946818613,0.017094017094,0.0,0.0,0.0,1113.81648084,0.0,88.7128993151,88.7128993151,0.0,615.990418323,87.8287913754,177.265232297,0.0,0.0,0.0,88.0301246416,0.0,0.0,220.492933159,0.0,0.0,0.0,0.0,0.0,175.551733047,7372.35350837,0.0,175.604641948,88.2010599432,87.8464569394,234.253660224,87.9082984286,87.5419873075,0.0,87.6745738464,0.0,174.620385386,174.820389064,117.206185512,88.6326161483,0.0,87.8817800882,88.552478159,0.0,0.0,0.0,234.050404473,0.0,1053.95477641,0.0,0.0,410.465054807,88.0301246416,0.0,1085.08152811,0.0,292.755018545,307.575148143,0.0,117.232838114,87.4628113274,0.0,87.8464090196,0.0,87.7670655642,0.0,87.7670655642,88.6326161483,0.0,87.0733657689,117.100183068,87.2047774287,0.0,0.0,0.0,0.0
2012-05-06,1.6985016585,0.00130039011704,0.0169050715215,0.0199393151279,0.0,0.0,0.0,1157.09938741,89.3712986793,88.5652459378,88.5652459378,0.0,623.583459053,0.0,88.3676841317,0.0,0.0,0.0,88.360697408,0.0,0.0,207.532487802,0.0,0.0,89.3712986793,0.0,0.0,132.820187149,6866.52498031,0.0,118.578833348,88.2611849643,133.670951721,326.111548103,88.5385213615,176.575571366,89.2440014988,0.0,88.7796247479,0.0,88.3253039711,178.024351193,0.0,89.8920920405,0.0,88.5011700594,178.42060022,0.0,0.0,267.167326654,0.0,711.256638234,0.0,0.0,266.933603114,88.360697408,0.0,1306.02365591,0.0,177.827591255,178.015344442,89.9734178173,89.2979172839,88.4210301529,0.0,88.3410352523,0.0,88.1814788972,0.0,88.1814788972,0.0,0.0,0.0,265.215420119,88.4797278888,0.0,0.0,88.5064387513,0.0
2012-05-13,1.609435469,0.00172562553926,0.0176876617774,0.0198446937015,87.3725982743,0.0,0.0,1117.99146417,87.3462574246,88.0041619406,88.0041619406,147.169119672,647.826082756,0.0,88.6841521553,0.0,88.5643611179,0.0,0.0,0.0,0.0,146.965140159,0.0,87.478120736,87.3462574246,0.0,0.0,0.0,6161.68377604,88.6444132671,88.4572678775,0.0,0.0,354.416030853,0.0,88.8854403727,0.0,220.337714043,0.0,0.0,0.0,205.846811641,0.0,88.4035125965,87.2673300836,87.5309776065,132.237939826,0.0,0.0,87.9771363459,0.0,617.141712284,0.0,0.0,588.464119794,0.0,0.0,1324.49393999,0.0,264.498247792,174.903432465,88.6440033764,88.6177131427,87.4517162323,0.0,87.3725982743,0.0,176.91363178,88.4568158902,176.91363178,0.0,0.0,0.0,88.171948131,88.7781555925,0.0,0.0,88.4035125965,0.0
2012-05-20,1.4142310465,0.000433463372345,0.0134373645427,0.0169050715215,0.0,0.0,0.0,1274.27481082,133.333458154,88.8510429668,88.8510429668,0.0,593.388363536,0.0,133.387054119,0.0,0.0,0.0,0.0,0.0,0.0,296.121229117,88.6236293652,89.0699292977,133.333458154,0.0,0.0,0.0,6384.77196301,0.0,177.428673311,88.8820746713,89.1112928594,207.376196399,0.0,222.268525181,88.9893230269,88.9195205805,0.0,133.440771583,132.988968634,236.975527282,88.779350699,89.003507806,0.0,88.6903962041,88.8959831817,0.0,0.0,133.159363767,0.0,740.070638349,0.0,0.0,237.261967511,0.0,88.6236293652,1006.30142111,0.0,443.96762803,222.517693993,0.0,88.916021054,89.0430443206,0.0,88.725820792,0.0,88.725820792,88.8018078971,88.725820792,0.0,0.0,0.0,88.9088625178,0.0,0.0,0.0,0.0,0.0
2012-05-27,1.9979142653,0.000477099236641,0.0114503816794,0.013358778626,0.0,0.0,0.0,1171.80539694,94.8838415752,94.7432820156,94.7432820156,0.0,570.575864261,94.712209664,190.368589699,0.0,0.0,0.0,0.0,0.0,0.0,126.658557984,94.4865251538,0.0,94.8838415752,0.0,0.0,189.310273851,6061.43531029,0.0,94.8748160439,0.0,0.0,285.584928689,94.5434618969,189.486564031,0.0,95.2867453611,0.0,0.0,189.315082978,379.985045894,94.9125073884,94.9986088466,95.2854776722,95.5733492059,95.4868052737,0.0,0.0,189.710935954,0.0,727.460656708,0.0,0.0,253.307727266,0.0,94.4865251538,918.298320473,0.0,189.749172411,142.09888111,95.342913162,95.1710483227,188.973050308,0.0,95.4004179348,0.0,94.7407718503,94.9835962455,94.7407718503,0.0,0.0,94.7146845867,95.342913162,189.595895869,0.0,0.0,94.8551930724,94.9152298959
2012-06-03,1.6012244658,0.000414078674948,0.0132505175983,0.0149068322981,92.8632326994,92.8632326994,0.0,921.987166157,0.0,92.1313322631,92.1313322631,91.2476447015,523.041899643,0.0,276.296767958,0.0,0.0,0.0,92.8352449861,0.0,0.0,245.718796452,91.0553130204,0.0,0.0,92.3170654634,0.0,277.53742511,6128.11745968,92.1779918487,137.871096851,0.0,137.683422983,153.692643504,0.0,0.0,0.0,122.795876397,0.0,0.0,182.055806466,337.986089484,0.0,0.0,92.1502273933,0.0,92.8912372931,0.0,0.0,182.385219868,0.0,675.194165337,92.6676723417,91.1926099339,184.38655191,92.8352449861,91.0553130204,952.941565795,92.680628581,153.460843485,92.3449305602,91.275187003,230.196452373,92.7513829761,92.8072741379,0.0,0.0,92.0947486291,92.0947486291,92.0947486291,0.0,0.0,91.1101821455,184.136233614,184.376998827,0.0,92.8912372931,0.0,0.0
2012-06-10,1.5534572038,0.00175361683472,0.0153441473038,0.0166593599299,0.0,0.0,0.0,922.075574787,0.0,0.0,0.0,92.262469619,523.294579636,0.0,184.585600489,0.0,0.0,0.0,91.9371945151,0.0,0.0,275.9472525,92.2903434769,0.0,0.0,0.0,0.0,138.199492854,6128.74661517,0.0,138.015377195,0.0,92.1310901561,369.272936728,0.0,92.0472851728,0.0,153.709343787,92.1660295431,0.0,91.6943791812,215.006415638,0.0,0.0,91.8880023047,0.0,91.9990116702,0.0,0.0,184.148377362,92.4348943268,736.96392732,0.0,0.0,307.330979576,91.9371945151,92.2903434769,859.482022329,0.0,276.315275199,153.688688806,0.0,92.3461417498,0.0,0.0,0.0,0.0,0.0,91.8602918094,0.0,0.0,0.0,0.0,137.876576101,92.2067723841,0.0,0.0,0.0,0.0
2012-06-17,1.4102332309,0.0,0.00964912280702,0.0109649122807,0.0,0.0,0.0,1053.91868958,93.5608754589,92.6724426877,92.6724426877,0.0,589.499885081,0.0,92.9683541234,0.0,0.0,0.0,0.0,0.0,0.0,185.241313647,0.0,0.0,93.5608754589,0.0,0.0,185.241313647,6894.90429543,0.0,185.56886711,0.0,93.0693188002,278.437420732,92.904394993,0.0,93.5608754589,186.389706752,92.8426398198,0.0,0.0,247.853368956,0.0,0.0,123.684331216,0.0,92.700415052,0.0,0.0,186.670583345,0.0,557.49259187,0.0,0.0,232.001145138,0.0,0.0,836.72537541,185.297142855,232.22600315,139.517748451,0.0,92.8405305524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.5906751177,185.721872132,92.7603983093,0.0,0.0,92.700415052,0.0
2012-06-24,1.2690672668,0.0,0.0127737226277,0.0159671532847,0.0,88.9951796665,0.0,860.532450027,0.0,132.838590512,132.838590512,89.1025969021,683.345922729,88.0932473811,267.05504514,0.0,0.0,0.0,0.0,0.0,0.0,207.660926592,0.0,0.0,0.0,0.0,0.0,89.4980932123,6541.28972059,0.0,88.541372401,0.0,87.8543684337,133.565218534,87.8279062745,88.541372401,0.0,0.0,89.345236349,0.0,269.69072472,385.816997165,0.0,87.9869187783,89.0757182906,0.0,0.0,0.0,89.3227672563,221.086377734,0.0,741.05549789,0.0,0.0,267.073402674,0.0,0.0,919.446806773,0.0,355.534043835,222.268507664,132.785220263,89.4440565467,88.0134768583,0.0,0.0,0.0,89.8427044967,87.7750297506,89.8427044967,89.183330152,0.0,0.0,89.4575168757,89.9511774269,0.0,0.0,89.4710341537,87.8808465435
2012-07-01,1.1354106187,0.000474833808167,0.0132953466287,0.0175688509022,0.0,0.0,0.0,663.385881845,94.7523705206,94.6119113348,94.6119113348,0.0,379.405513487,0.0,283.78923469,0.0,0.0,94.5548474558,126.268946235,0.0,94.6690441315,236.665481886,0.0,0.0,94.7523705206,0.0,0.0,94.81796682,6330.83292565,0.0,94.5256087611,0.0,94.5536808443,157.828179559,94.4954342944,189.390305811,94.5833707884,283.145061471,0.0,0.0,0.0,221.138331759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.4124884564,0.0,315.503752303,0.0,0.0,189.483161006,126.268946235,0.0,978.853566001,0.0,94.4409259529,189.530710825,94.5393828259,142.1418105,0.0,0.0,94.5548474558,0.0,0.0,94.9037490578,0.0,0.0,0.0,0.0,94.5821995559,94.961023499,0.0,0.0,0.0,0.0
2012-07-08,1.0205343889,0.0,0.0122324159021,0.0131061598952,0.0,0.0,0.0,845.896834114,0.0,0.0,0.0,0.0,395.272480364,0.0,112.752221561,0.0,0.0,0.0,168.861297814,0.0,0.0,211.641554648,0.0,84.3031871785,0.0,0.0,0.0,85.0643064835,5792.40348347,0.0,84.3541256602,0.0,84.8620000092,126.588750425,127.01757497,168.301480371,0.0,84.7315240627,0.0,0.0,84.2781321537,225.47051766,84.9360043621,84.8336409944,84.5788087895,84.8592086981,0.0,0.0,0.0,112.607810825,84.1253859401,563.14969288,0.0,0.0,338.85886781,168.861297814,0.0,816.191938035,84.5841126735,140.804428294,169.159988138,84.910390368,169.974557477,84.7825517797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.339795495,0.0,0.0,0.0,0.0,0.0
2012-07-15,1.0471528595,0.0,0.0109289617486,0.0132058287796,0.0,0.0,0.0,584.79026636,0.0,87.6674717291,87.6674717291,0.0,409.663011122,0.0,146.166691994,0.0,0.0,0.0,87.6458952799,0.0,0.0,233.916362072,0.0,0.0,0.0,0.0,87.7189156088,87.7043145126,5714.23804898,0.0,219.430075912,0.0,87.3872154544,321.683632815,0.0,174.827105541,0.0,0.0,0.0,0.0,0.0,116.931633458,0.0,87.4825749824,87.2197856313,0.0,0.0,0.0,0.0,263.791624382,0.0,525.721017741,0.0,0.0,175.687086623,87.6458952799,0.0,584.67398781,0.0,116.790704078,87.5454778428,87.7854715215,87.7143034573,0.0,0.0,0.0,0.0,0.0,87.3082986434,0.0,0.0,0.0,0.0,146.078597278,87.7639628524,0.0,0.0,87.4825749824,0.0
2012-07-22,1.2233597321,0.000996512207275,0.00697558545092,0.00996512207275,0.0,0.0,0.0,929.30333401,0.0,87.160247681,87.160247681,0.0,552.139576406,0.0,87.1054934391,0.0,0.0,0.0,87.3447417039,0.0,0.0,232.205541311,0.0,87.2128806808,0.0,0.0,0.0,86.7347395716,5790.82133285,0.0,130.583249028,0.0,87.1548896876,173.972697722,0.0,87.1143199938,0.0,87.0289010694,0.0,0.0,87.2655772855,130.492890724,0.0,87.160247681,0.0,0.0,86.9443070486,0.0,0.0,86.8132088776,0.0,435.037592415,0.0,0.0,232.284483745,87.3447417039,0.0,957.699734035,0.0,173.907053773,86.9968572493,173.78364059,86.70861465,0.0,0.0,0.0,0.0,0.0,86.9993385013,0.0,0.0,0.0,0.0,130.348573039,174.583180352,0.0,0.0,0.0,0.0
2012-07-29,1.1039000425,0.0,0.0107865168539,0.0125842696629,0.0,0.0,0.0,972.362613942,0.0,86.346293039,86.346293039,85.5627081921,543.943024943,85.078673717,171.494125093,0.0,0.0,0.0,86.1901514603,0.0,0.0,114.312006085,0.0,0.0,0.0,0.0,0.0,85.5500580681,5272.88035235,0.0,128.908717233,0.0,85.4392857158,129.232552298,85.7402008464,85.7918827035,0.0,128.791753502,0.0,0.0,85.9992346858,200.203322239,0.0,0.0,85.9053537234,0.0,85.2328482994,0.0,0.0,171.903432957,0.0,542.77722011,0.0,0.0,371.951760296,86.1901514603,0.0,1029.40730242,0.0,199.849983515,85.7471562935,85.7918827035,0.0,172.22458449,85.0274060619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0554446731,85.7340942075,0.0,0.0,85.9213603411,0.0
2012-08-05,0.961180702,0.0,0.00522813688213,0.00712927756654,0.0,0.0,0.0,730.565150838,0.0,0.0,0.0,84.865112996,534.469075418,0.0,126.484699102,0.0,0.0,0.0,0.0,0.0,84.5587407469,253.598049853,84.2907841123,83.9389928009,0.0,0.0,0.0,84.0329086126,5715.68742589,84.993424325,84.1815871797,0.0,83.7619596735,83.9492325765,0.0,252.684653825,168.303894589,84.1100929156,0.0,84.1265544316,84.7883119887,84.020046395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.8934069945,0.0,673.704777189,0.0,0.0,224.842400876,0.0,84.2907841123,814.282820852,0.0,168.362766492,252.250270029,0.0,84.2831028788,0.0,0.0,84.2536722232,0.0,0.0,169.474376993,0.0,0.0,0.0,0.0,196.521880583,84.1265544316,0.0,0.0,84.6861266173,0.0
2012-08-12,1.2496208675,0.000426803243705,0.00981647460521,0.0119504908237,0.0,0.0,0.0,871.220682681,76.3633638575,0.0,0.0,0.0,718.573268344,0.0,230.599527038,0.0,0.0,0.0,77.6841004681,0.0,0.0,256.064645997,155.227383836,0.0,76.3633638575,0.0,0.0,76.3633638575,5546.7237838,0.0,192.936695126,0.0,115.219964632,153.609680519,77.3799157374,152.63450143,0.0,77.3100572519,0.0,76.7952719206,76.2481853298,153.702183813,0.0,0.0,0.0,76.1792448368,115.335819513,0.0,0.0,102.347112647,76.7026917254,512.021262106,0.0,0.0,205.057623626,77.6841004681,155.227383836,767.996187758,0.0,115.127360326,153.203525684,76.2251913053,153.030165975,0.0,0.0,115.745667189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230.32148679,77.5434108808,0.0,0.0,152.312584735,76.4557575222
2012-08-19,0.9826972931,0.000434593654933,0.00825727944372,0.00912646675359,0.0,0.0,0.0,829.010151075,141.346663274,70.7373087026,70.7373087026,71.1957108797,710.938712041,0.0,106.346875204,0.0,0.0,0.0,142.04728557,0.0,0.0,212.800846959,70.9523815411,70.7800244688,141.346663274,71.1818997718,0.0,71.1881749541,6241.28065538,71.1390061896,189.308668147,0.0,70.8658910744,177.480423885,0.0,71.0423512443,0.0,0.0,0.0,0.0,0.0,142.056082469,0.0,0.0,0.0,0.0,189.415158563,0.0,0.0,106.67550198,0.0,591.357861525,0.0,0.0,331.492818243,142.04728557,70.9523815411,947.030471669,0.0,354.747778334,118.415776273,70.9588331016,118.351635325,0.0,0.0,106.304120542,0.0,71.0379436533,141.133919952,71.0379436533,0.0,0.0,71.1390061896,70.8872652176,70.758660139,0.0,0.0,0.0,0.0
