Week,NM,athena_flu,athena_ILI,athena_viral,strep,flu fever,flu how long,how long flu,upper respiratory,strep throat,expectorant,rsv in adults,fever cough,oscillococcinum,flu symptoms,cold and flu,acute bronchitis,fever flu,type a flu,symptoms of flu,cold,flu shots,high fever,body temperature,symptoms of bronchitis,robitussin,walking pneumonia,clarithromycin,the flu virus,tessalon,symptoms of pneumonia,stomach flu,tussin,how long does the flu last,flu virus,rsv baby,flu shot,rsv infection,rsv,pneumonia,bronchitis,cough fever,flu and cold,sinus,the flu,normal body temperature,gripe,rsv symptoms,oseltamivir,flu vaccine,influenza a,influenza b,flu medicine,cold symptoms,stomach flu symptoms,symptoms of the flu,what is rsv
2012-02-12,2.6363746811,0.00263548015154,0.00560039532202,0.0118596606819,711.601652829,164.365127697,0.0,0.0,164.069800391,710.598172849,0.0,0.0,0.0,0.0,327.761660012,0.0,0.0,164.365127697,164.278080852,164.012310656,6615.17225794,0.0,164.265903351,164.185968738,0.0,163.962834846,245.772719123,163.666605695,164.117291256,0.0,164.152391829,218.765503332,0.0,0.0,164.197622454,0.0,0.0,0.0,766.693670889,1697.64285169,932.271008535,0.0,0.0,1311.98325231,410.261330083,164.377162928,0.0,164.117291256,0.0,164.377162928,164.874371527,0.0,0.0,163.870201085,163.765229742,0.0,164.018365824
2012-02-19,2.9526858769,0.00473392099249,0.00767221678093,0.0146914789422,980.876400896,327.691772767,0.0,0.0,163.628354579,490.193756757,163.776389881,0.0,0.0,162.918099783,489.421831395,0.0,163.796445862,327.691772767,0.0,163.296655796,6640.91727169,163.648303162,244.947808158,408.822782774,163.598981793,218.181338611,163.401993253,0.0,163.159063058,0.0,0.0,326.607353543,0.0,0.0,163.233363843,0.0,218.676680835,0.0,654.230170917,1363.24751371,819.376581276,0.0,0.0,1469.82184811,272.60337534,162.868939222,324.562636549,0.0,0.0,163.697654279,163.263056437,0.0,163.529812962,245.432897122,163.825794524,163.124435258,163.677669936
2012-02-26,3.6569853721,0.00484574382168,0.00710709093846,0.0138911322888,982.142910224,0.0,0.0,0.0,0.0,709.072089757,163.487023442,0.0,163.815654717,0.0,272.613959542,0.0,163.585658147,0.0,0.0,163.373816957,7251.12882349,0.0,0.0,490.272446762,0.0,327.171316294,244.82696219,0.0,0.0,164.343773626,327.467667124,571.869939257,0.0,0.0,0.0,0.0,328.692165535,0.0,710.074274298,1200.96624048,820.395951185,163.815654717,0.0,1362.98337311,245.29520218,163.635020144,326.08927045,0.0,0.0,0.0,164.141687845,0.0,325.83349649,488.750244735,218.11330047,162.965819555,164.211703742
2012-03-04,2.8973702583,0.0028201725282,0.00481088254811,0.0122760451228,708.765655364,163.696027624,163.548407287,163.548407287,163.375382364,653.632883669,0.0,0.0,163.326343363,164.00601516,599.993973777,164.021618941,0.0,163.696027624,0.0,571.19704292,6862.5084607,0.0,244.942936125,408.229754746,0.0,163.496973535,217.663748948,0.0,0.0,0.0,325.860772829,435.96778072,0.0,163.873451263,162.881251799,0.0,218.701314083,0.0,872.741054403,1035.69761974,437.271154091,163.326343363,164.021618941,1252.96572679,600.157370502,164.120546334,244.551683978,325.762503597,163.892490858,0.0,163.955608386,0.0,0.0,326.94541766,489.899789637,162.685009327,163.64506862
2012-03-11,3.1944956383,0.0024565713283,0.00596595894016,0.0143884892086,945.953140057,0.0,0.0,0.0,177.568710392,708.77246674,0.0,0.0,176.885024865,0.0,265.795487736,0.0,0.0,0.0,176.701120152,177.720273804,7264.7492797,177.389671418,177.401259872,0.0,176.754343381,266.419480728,353.929982056,176.647928966,0.0,0.0,265.88792767,236.345988206,0.0,0.0,176.967557306,0.0,177.550350469,0.0,887.862176166,1063.70817436,1126.46514572,176.885024865,0.0,1359.05582186,533.015110925,177.55655674,176.802994814,177.124971469,0.0,0.0,177.87258341,0.0,0.0,354.428279418,0.0,177.398834298,0.0
2012-03-18,2.6176723608,0.00148395473938,0.00612131329994,0.0153960304211,792.915111916,171.542409009,167.544641181,167.544641181,167.645602097,735.510960351,0.0,0.0,167.443801794,0.0,339.717377284,0.0,0.0,171.542409009,0.0,256.741799077,5660.00365875,0.0,170.971840953,169.394639196,0.0,505.220115037,170.147987867,0.0,0.0,0.0,167.8478894,508.31161582,170.610206971,0.0,169.522137714,0.0,0.0,0.0,793.496584635,1019.57627812,965.353402683,167.443801794,0.0,1358.01205538,256.975410105,168.355749882,169.168993698,226.539888482,170.919750739,0.0,168.917957912,167.746684764,0.0,256.587370136,0.0,171.283906283,170.661719715
2012-03-25,2.3236009732,0.0030281439259,0.00480940505878,0.0122907018169,896.825879056,0.0,0.0,0.0,0.0,840.909844935,500.826895026,0.0,168.375443351,168.929955068,279.796802155,167.675108124,168.578611306,0.0,0.0,168.904479293,6552.61843158,0.0,168.629479928,337.747855246,168.77213502,253.280199214,335.577559115,167.725620339,168.823015977,0.0,0.0,280.099954621,0.0,0.0,168.071607964,0.0,167.751715546,0.0,252.056663246,673.120461515,731.178147614,168.375443351,167.675108124,1120.61871594,168.981600375,0.0,168.207465368,169.077881642,0.0,167.194400876,338.075073491,0.0,0.0,251.978022433,0.0,168.77213502,0.0
2012-04-01,2.7225701062,0.00375939849624,0.00545112781955,0.0101503759398,833.564594794,167.814871104,504.053189455,504.053189455,332.445808917,999.427037567,165.029180794,0.0,167.663048242,0.0,332.824239424,167.561985524,0.0,167.814871104,0.0,167.421280625,5885.62377687,0.0,167.421280625,166.71361714,0.0,166.948226792,166.445177455,0.0,0.0,0.0,167.461044569,277.687606538,0.0,0.0,0.0,0.0,0.0,0.0,333.643981117,945.513391477,390.15825987,167.663048242,167.561985524,1110.58308343,389.65262791,0.0,0.0,0.0,0.0,167.663048242,166.13137933,168.068521151,167.612501649,251.718631664,166.116809485,0.0,0.0
2012-04-08,2.6117167845,0.00452147701583,0.00734740015072,0.0154483798041,407.00869922,0.0,175.456862597,175.456862597,0.0,755.761017449,173.383895074,0.0,0.0,0.0,348.540645847,0.0,0.0,0.0,0.0,260.785725665,7438.3213846,175.721503415,261.988781808,260.497563709,0.0,175.059221042,261.916891955,0.0,0.0,173.488532307,173.436197908,290.700886478,0.0,0.0,174.087129502,0.0,0.0,0.0,347.810291053,1105.42229655,699.822437274,0.0,0.0,1510.32712299,348.520353222,0.0,0.0,0.0,174.19212777,0.0,349.438049417,0.0,0.0,519.36856013,174.466176613,173.174998814,0.0
2012-04-15,2.10270926,0.00286861732645,0.0053547523427,0.0109007458405,1143.9819572,0.0,0.0,0.0,162.960055049,544.493921337,326.226115379,0.0,0.0,0.0,163.236696486,0.0,0.0,0.0,0.0,326.127765631,6421.99760612,0.0,163.052773961,272.493509781,162.916535933,163.249697602,245.090490849,162.911052006,163.840162749,163.211496469,163.009265262,245.193318468,0.0,0.0,245.066152482,0.0,0.0,0.0,163.162262232,544.920219928,491.949805188,0.0,0.0,1197.20779782,381.404707874,0.0,244.920520788,0.0,0.0,0.0,163.545976545,0.0,164.434863884,162.935560943,162.856324836,0.0,0.0
2012-04-22,1.728966273,0.00186081131373,0.00353554149609,0.00855973204317,1137.21083791,162.589105843,162.974395891,162.974395891,161.424141712,541.188570296,0.0,0.0,0.0,0.0,270.529427669,327.245623547,0.0,162.589105843,0.0,161.472851471,7574.09882366,0.0,244.460837501,161.794104133,161.326810303,0.0,162.086767572,0.0,0.0,0.0,162.851140716,162.418011214,0.0,0.0,0.0,0.0,161.570359232,0.0,0.0,1029.92422053,597.321070139,0.0,327.245623547,1082.22820271,325.252404932,0.0,162.438855136,161.326810303,0.0,162.380491705,163.218520958,0.0,161.863590374,323.727180747,0.0,161.2781886,0.0
2012-04-29,1.4820493165,0.000943930526713,0.00226543326411,0.00604115537096,907.45638875,0.0,0.0,0.0,0.0,693.110274676,0.0,0.0,160.092966856,0.0,239.290922238,0.0,0.0,0.0,0.0,319.837330759,6613.61900942,159.921846288,159.91866538,213.368573626,0.0,160.163274196,159.681145135,160.141158598,0.0,160.066615612,0.0,266.758185899,159.966935426,0.0,159.389611148,0.0,160.015234622,0.0,320.226805693,480.367744439,321.732259983,160.092966856,0.0,1119.71552161,374.151539335,0.0,159.970073624,0.0,0.0,0.0,0.0,0.0,0.0,266.936011008,0.0,0.0,0.0
2012-05-06,1.4107990253,0.00166913946588,0.0035237388724,0.00704747774481,432.018969815,242.026569689,0.0,0.0,325.166390364,270.008407483,159.628029314,0.0,159.291768043,0.0,325.673030435,0.0,0.0,242.026569689,0.0,0.0,6530.18910107,0.0,0.0,323.975163484,0.0,0.0,159.579905097,0.0,159.628029314,0.0,0.0,326.164612122,0.0,0.0,242.043210511,0.0,0.0,0.0,162.976145503,864.626217634,486.797918228,159.291768043,0.0,970.881033794,162.272593618,162.68125501,0.0,163.682382019,0.0,0.0,161.92200161,0.0,0.0,164.226999746,0.0,0.0,0.0
2012-05-13,1.3578036407,0.000187687687688,0.00168918918919,0.0045045045045,742.764443047,0.0,0.0,0.0,342.27558455,684.420283804,0.0,0.0,170.93154004,0.0,172.046245379,0.0,171.137792275,0.0,0.0,0.0,4908.66795415,0.0,170.914711413,172.40943106,0.0,172.617655011,0.0,0.0,0.0,172.513480204,170.538001719,170.486572888,0.0,0.0,170.486572888,0.0,0.0,0.0,172.004629297,800.167057672,458.298456572,170.93154004,0.0,627.568356259,343.818666159,172.40943106,0.0,0.0,0.0,0.0,0.0,0.0,172.357453541,171.287708067,0.0,0.0,0.0
2012-05-20,1.8953262977,0.0,0.000765990042129,0.00478743776331,749.649931848,171.523569242,0.0,0.0,173.714593679,634.414413774,0.0,0.0,0.0,175.108772085,342.01479681,0.0,0.0,171.523569242,0.0,171.679028671,5127.36674241,0.0,0.0,172.829219868,174.475848813,0.0,172.544943121,0.0,0.0,0.0,173.065912153,512.867856408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,461.714786672,348.849822884,0.0,0.0,1094.1300111,173.482440185,0.0,172.337432667,0.0,0.0,0.0,0.0,0.0,0.0,173.380006367,171.161923163,174.475848813,174.581018101
2012-05-27,1.4712751051,0.0,0.0,0.00416666666667,541.335517217,0.0,0.0,0.0,0.0,420.651662501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181.226988837,6370.12771426,0.0,360.17746276,0.0,0.0,0.0,179.62799706,180.954220943,0.0,0.0,0.0,359.662960311,0.0,0.0,179.844546785,0.0,182.160582416,0.0,0.0,722.048461658,301.654785426,0.0,0.0,1201.31060669,181.106578427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181.06322951,0.0
2012-06-03,1.8100890208,0.000381898033225,0.00171854114951,0.00553752148176,992.329796975,0.0,0.0,0.0,0.0,466.909806016,0.0,0.0,175.400080302,0.0,349.26834635,0.0,0.0,0.0,0.0,0.0,4956.72998569,0.0,174.989951762,174.319949631,0.0,0.0,174.005103244,0.0,0.0,175.664715306,0.0,521.701221097,0.0,174.057498638,0.0,0.0,0.0,0.0,349.271874909,583.865490237,350.429590915,175.400080302,0.0,1049.96405735,175.364296723,0.0,175.030927999,174.530480971,176.036548692,0.0,0.0,0.0,0.0,176.089796287,174.109925595,0.0,0.0
2012-06-10,1.6051698979,0.000198965380024,0.000994826900119,0.00517309988062,758.360526096,0.0,0.0,0.0,174.78827375,582.872432171,0.0,0.0,0.0,0.0,233.243980486,175.048962047,0.0,0.0,0.0,174.503962853,5944.91580588,0.0,0.0,262.60608671,0.0,0.0,174.503962853,174.862516807,0.0,175.246057148,0.0,262.340542443,0.0,0.0,0.0,0.0,0.0,0.0,175.33768669,1135.86030594,175.437808266,0.0,175.048962047,1049.05822494,350.864021946,175.137562718,349.199289426,0.0,0.0,0.0,0.0,0.0,350.20347065,174.293780423,174.943510866,0.0,0.0
2012-06-17,1.041414386,0.0,0.00123001230012,0.00492004920049,863.50187401,0.0,0.0,0.0,344.570116736,460.451233056,172.649297392,0.0,172.429693523,0.0,344.051654328,172.585691437,0.0,0.0,0.0,0.0,4832.58673113,0.0,258.78295981,230.269038786,0.0,259.564504215,172.077610977,0.0,0.0,0.0,173.065131784,172.575740329,0.0,0.0,172.285058368,0.0,0.0,0.0,172.882966052,691.275224218,434.066627105,172.429693523,172.585691437,1379.58321091,172.929620013,172.689846954,0.0,0.0,172.648483859,0.0,174.168461404,0.0,172.752457653,519.323187663,172.181272188,0.0,0.0
2012-06-24,1.9814241486,0.000396510705789,0.00218080888184,0.00495638382236,684.260940361,0.0,0.0,0.0,171.525349374,341.804981455,0.0,0.0,171.323455391,0.0,0.0,170.499412855,0.0,0.0,0.0,0.0,5526.5477941,0.0,171.708890046,171.318878896,171.426755636,0.0,169.48464299,0.0,0.0,0.0,0.0,170.502634164,0.0,0.0,171.014300284,0.0,0.0,0.0,0.0,855.500023195,345.235072512,171.323455391,170.499412855,683.574150782,256.715565419,171.581939784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.99714109,0.0,0.0,0.0
2012-07-01,1.2146892655,0.0,0.000718562874251,0.00263473053892,547.681862998,0.0,182.730468679,182.730468679,273.668466375,426.020516407,182.455702682,0.0,0.0,0.0,365.65988874,0.0,0.0,0.0,0.0,0.0,5350.37672502,0.0,274.168005568,0.0,0.0,364.700963071,0.0,0.0,0.0,182.290534575,0.0,183.00599713,182.460563323,0.0,0.0,0.0,0.0,0.0,365.575795547,548.605088664,365.16436101,0.0,0.0,608.073228688,182.788064258,0.0,183.670667822,0.0,0.0,183.282357742,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-07-08,1.6447368421,0.000379794910748,0.00208887200912,0.00626661602735,730.14420914,0.0,0.0,0.0,0.0,448.969526003,0.0,0.0,0.0,0.0,168.725432909,0.0,0.0,0.0,0.0,168.385260539,5107.22321896,0.0,168.536512664,336.442317595,0.0,0.0,167.543683425,0.0,0.0,0.0,0.0,335.822345579,0.0,0.0,167.594209264,0.0,169.248448598,0.0,338.673513883,786.889436978,393.920409471,0.0,0.0,1009.57911378,167.898005414,168.152011474,0.0,0.0,0.0,168.635969291,0.0,0.0,0.0,169.644083179,0.0,0.0,0.0
2012-07-15,2.2652659225,0.0,0.000762195121951,0.00514481707317,675.373770991,0.0,168.259183819,168.259183819,168.660907532,675.342009075,169.563336515,0.0,168.157914373,0.0,168.204244425,168.157914373,0.0,0.0,0.0,168.711800986,6073.74015141,0.0,168.665484293,281.282234137,0.0,0.0,168.731343841,253.160553697,0.0,0.0,0.0,168.724985183,0.0,0.0,168.333326042,0.0,169.922580872,0.0,168.813680093,337.92525456,338.554426315,168.157914373,168.157914373,618.477229595,169.369168167,0.0,169.124924171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-07-22,1.3904134651,0.0,0.00073773515308,0.00350424197713,953.830042695,0.0,0.0,0.0,0.0,420.607396533,0.0,0.0,168.426734254,0.0,168.149583865,168.579110672,0.0,0.0,0.0,168.565188455,5549.95157011,0.0,0.0,335.321245553,168.412870514,168.629964099,167.357804072,0.0,0.0,0.0,0.0,168.616022348,0.0,0.0,168.616022348,0.0,168.782708632,0.0,0.0,674.425827178,337.979217235,168.426734254,168.579110672,1232.91903771,0.0,0.0,0.0,0.0,0.0,167.660622776,168.167763196,0.0,0.0,335.22015383,0.0,0.0,0.0
2012-07-29,1.8033248802,0.000188857412653,0.00151085930123,0.00755429650614,616.291222141,0.0,0.0,0.0,0.0,391.863033508,0.0,0.0,0.0,0.0,167.668391675,0.0,0.0,0.0,0.0,167.044966372,5094.13778853,168.857504043,166.742713719,336.385049397,0.0,0.0,0.0,168.585027674,0.0,168.704645711,0.0,166.341407549,0.0,0.0,168.382218618,0.0,0.0,0.0,168.848310433,839.402572899,224.872793037,0.0,0.0,783.673399061,167.348316795,0.0,0.0,0.0,0.0,0.0,169.349932518,0.0,0.0,0.0,0.0,0.0,0.0
2012-08-05,2.1921182266,0.000193274062621,0.000773096250483,0.00676459219173,558.180451383,0.0,0.0,0.0,0.0,334.445521095,0.0,0.0,0.0,0.0,167.208545276,0.0,167.348632461,0.0,0.0,0.0,5798.36515102,0.0,167.637296596,166.596355035,0.0,167.554384922,0.0,0.0,0.0,168.028477489,166.998397521,168.079195412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,557.810711927,391.584858457,0.0,0.0,557.558625652,223.434507412,0.0,334.844482501,0.0,0.0,167.876507205,0.0,0.0,0.0,251.58302578,167.046195174,0.0,0.0
2012-08-12,1.4412683161,0.00035669698591,0.00107009095773,0.00463706081684,668.930872261,0.0,0.0,0.0,167.358741375,418.360335066,0.0,0.0,0.0,0.0,168.18294694,0.0,0.0,0.0,0.0,0.0,4901.97552124,0.0,167.283160274,250.834387103,0.0,0.0,166.58497205,166.379391661,167.827916594,0.0,166.886635221,166.74103778,166.74103778,0.0,0.0,0.0,168.641627705,166.831509573,335.32394686,780.701159587,335.376901741,0.0,0.0,1057.97197416,167.940861111,167.143308076,167.23391027,166.580030059,0.0,0.0,167.134289082,0.0,0.0,0.0,0.0,0.0,0.0
2012-08-19,2.1481062747,0.0003367003367,0.0010101010101,0.00824915824916,940.65544751,166.086707222,166.410417923,166.410417923,0.0,663.320652461,0.0,0.0,0.0,0.0,165.549167422,0.0,0.0,166.086707222,0.0,0.0,5859.51015957,0.0,165.311780279,0.0,0.0,165.949031298,247.998686219,0.0,0.0,165.261897424,0.0,330.698427556,0.0,0.0,166.059438173,0.0,166.250391966,0.0,0.0,608.63857949,499.33340424,0.0,0.0,221.156269537,166.22650746,166.835460344,249.251973546,0.0,0.0,0.0,0.0,0.0,0.0,166.561175588,0.0,0.0,0.0
2012-08-26,2.4477880081,0.000333000333,0.001332001332,0.00849150849151,813.831531309,163.030652547,162.65219797,162.65219797,162.536337293,1136.51112424,0.0,0.0,0.0,0.0,271.240171502,0.0,162.981458023,163.030652547,0.0,0.0,6612.67294044,244.049747762,0.0,325.468514225,0.0,162.491143106,0.0,162.220529187,163.174827027,0.0,163.470433598,162.49114076,0.0,0.0,162.808111064,0.0,0.0,0.0,161.951956809,434.022419701,244.665564167,0.0,0.0,1246.5626057,487.952566918,162.904919647,162.883157988,0.0,0.0,0.0,0.0,0.0,0.0,324.587635839,163.125663174,0.0,0.0
2012-09-02,2.1466905188,0.000195886385896,0.000979431929481,0.0052889324192,665.559631261,166.249740197,166.099514528,166.099514528,0.0,831.701317129,166.249740197,0.0,0.0,0.0,165.899635449,0.0,0.0,166.249740197,0.0,166.61430965,6926.57013197,0.0,167.030551137,415.548567383,0.0,332.086582599,165.543462006,0.0,0.0,166.980149643,333.859557115,0.0,166.450464302,0.0,166.363693763,0.0,278.105788232,0.0,166.143619572,610.365494521,834.032177017,0.0,0.0,831.098124621,333.473650244,166.636450109,165.821466669,0.0,0.0,333.228755899,0.0,0.0,0.0,498.52772481,0.0,0.0,0.0
2012-09-09,2.2512708787,0.00017602534765,0.00264038021475,0.00721703925365,475.180974693,0.0,158.053553855,158.053553855,158.380850525,316.687724436,0.0,0.0,0.0,0.0,369.381684436,158.753056005,0.0,0.0,0.0,159.136749191,6066.53147193,211.315542096,0.0,264.312949089,157.915447181,317.714925152,158.561902415,158.800916438,158.800916438,0.0,0.0,158.291873447,0.0,0.0,317.506112009,0.0,211.731281401,0.0,0.0,634.490392586,264.808450177,0.0,158.753056005,1107.93460827,477.148828633,0.0,158.866783399,0.0,0.0,317.259430729,158.440876679,158.058400211,0.0,475.861179786,158.339623635,158.101160347,0.0
2012-09-16,2.4820880246,0.000524109014675,0.00157232704403,0.00786163522013,796.156250712,0.0,159.362053305,159.362053305,0.0,636.520747391,159.265791117,0.0,0.0,159.303320344,318.588718347,0.0,0.0,0.0,0.0,158.871083418,5778.73346285,478.344194831,159.269672745,636.681017478,158.929787338,265.71698696,158.981922528,158.977701051,0.0,159.068240715,0.0,158.918993878,0.0,0.0,0.0,0.0,905.416650127,0.0,159.818767573,902.925030483,531.820239585,0.0,0.0,795.485179452,425.32468658,318.8958449,159.025643663,0.0,0.0,212.300935793,0.0,0.0,158.679730111,239.269423692,0.0,0.0,0.0
2012-09-23,2.1848372296,0.001243339254,0.00230905861456,0.00817051509769,1302.62534852,0.0,0.0,0.0,0.0,886.015658706,0.0,0.0,156.423346338,157.03515277,260.13039631,0.0,156.845611246,0.0,0.0,0.0,6872.73449985,312.714372745,0.0,260.318799058,155.662618318,0.0,156.090371342,0.0,0.0,156.520279266,156.517563162,156.373753209,0.0,0.0,0.0,0.0,1045.17897751,0.0,314.07030554,886.628767382,417.825512008,156.423346338,0.0,1613.28572679,469.57651657,155.803531974,313.988017849,0.0,0.0,416.831983374,157.225152955,0.0,156.180552015,156.35771345,155.568817403,0.0,0.0
2012-09-30,1.4272768464,0.000882612533098,0.00141218005296,0.00670785525154,1243.2784347,0.0,155.411450719,155.411450719,0.0,828.178872615,155.660641763,0.0,0.0,155.707669147,206.880913747,155.033123793,0.0,0.0,0.0,155.313557541,5486.10476247,621.889676075,155.387596353,310.946291173,0.0,155.457957024,154.975194108,0.0,0.0,0.0,233.172970629,155.206160449,155.360395164,0.0,154.835366865,0.0,1194.50709471,0.0,155.707669147,880.318455315,311.430886173,0.0,155.033123793,1345.23740565,673.908076847,0.0,309.577627676,0.0,0.0,621.269225683,155.725225295,0.0,0.0,0.0,155.407261045,0.0,0.0
2012-10-07,1.4836138175,0.00109829763866,0.00201354567088,0.00695588504485,821.415115405,0.0,0.0,0.0,0.0,564.287683439,154.26891573,0.0,153.943943594,0.0,205.076102216,0.0,153.311281318,0.0,0.0,309.384887368,6412.69061393,359.396375767,153.35754302,463.237625387,153.218841595,154.714175965,153.558804176,154.365989929,0.0,0.0,154.315452356,461.163551659,0.0,0.0,153.582090591,0.0,875.664469476,0.0,154.315452356,564.704851072,257.301980733,153.943943594,0.0,872.170271663,692.548152627,0.0,154.620975062,0.0,0.0,205.353858348,0.0,0.0,154.036652985,153.88214586,153.126513278,0.0,0.0
2012-10-14,1.1080624736,0.000840194925223,0.00252058477567,0.00772979331205,855.572883227,152.358474916,0.0,0.0,303.982470894,401.926960816,0.0,0.0,150.623242662,0.0,151.418975438,301.67877957,0.0,152.358474916,0.0,150.850495593,7240.5095337,503.430182529,151.555296607,301.968147335,0.0,379.473306843,150.868057824,303.70795331,0.0,152.220552338,299.521731048,301.690940276,149.580647876,0.0,0.0,0.0,807.865849111,0.0,151.105015369,604.846953013,454.566677872,150.623242662,301.67877957,1055.20310194,504.389547047,150.850495593,0.0,150.71406162,0.0,352.203675729,0.0,0.0,150.890754969,251.92876163,0.0,0.0,0.0
2012-10-21,1.4918360155,0.000671704450042,0.0016792611251,0.0063811922754,747.747902964,149.324274988,249.415461951,249.415461951,0.0,398.656325309,150.212740685,0.0,0.0,0.0,398.325699113,150.258040064,150.303366773,149.324274988,0.0,249.414962743,7723.71744388,548.571103748,149.18918065,249.279994919,149.049511003,298.738721639,149.451284254,0.0,0.0,0.0,449.625117439,224.537960141,0.0,149.880886156,149.1795061,0.0,1400.29920971,0.0,451.318533381,1446.65993327,499.887011172,0.0,150.258040064,598.132384756,499.403898901,150.348720837,0.0,0.0,0.0,199.447624438,0.0,0.0,0.0,225.012863983,0.0,148.999771755,0.0
2012-10-28,1.1962782455,0.000509770603229,0.00237892948173,0.0071367884452,1063.84526131,151.609713489,152.522974602,152.522974602,253.126338163,962.344061249,0.0,0.0,152.431176242,0.0,303.444455564,152.431176242,0.0,151.609713489,0.0,227.574744499,7037.41402163,405.344366185,152.891276382,228.277846573,0.0,152.695771175,303.258757264,0.0,152.752954962,0.0,151.720721631,354.584861471,0.0,152.568915257,152.752954962,0.0,813.01937682,0.0,302.816587306,861.786415932,152.834837648,152.431176242,152.431176242,810.291675041,608.079912303,302.633837404,150.770976722,0.0,0.0,304.054141944,0.0,0.0,0.0,305.045949204,151.720721631,151.472579047,0.0
2012-11-04,1.6861776394,0.000339500933628,0.00152775420132,0.00848752334069,976.818324965,0.0,0.0,0.0,147.483262174,683.101493714,0.0,0.0,144.398575438,0.0,292.926024341,0.0,0.0,0.0,0.0,218.818015638,7466.56553304,341.983809676,145.783202443,293.176722877,146.883003992,144.572969853,0.0,146.794573526,144.355042554,0.0,0.0,536.438915425,0.0,0.0,147.060184937,0.0,343.004304373,0.0,294.209093968,977.410435869,734.165655762,144.398575438,0.0,1073.84689919,538.369930731,147.549643949,0.0,0.0,0.0,145.82725233,148.042371965,0.0,0.0,219.44132983,219.044136779,0.0,0.0
2012-11-11,2.0840529649,0.000822097994081,0.00246629398224,0.00904307793489,1051.16126016,0.0,150.58235672,150.58235672,0.0,951.275628111,0.0,0.0,0.0,0.0,550.083354107,224.942808085,0.0,0.0,0.0,225.89573365,8301.76500679,225.010650503,150.681847346,525.652576316,149.735084335,149.353498618,150.409694702,0.0,149.218459288,0.0,150.436705344,700.357417722,0.0,0.0,297.808630327,0.0,502.113339066,0.0,224.975490353,901.022768693,351.063404435,0.0,224.942808085,1200.03589418,651.37348564,0.0,149.89479551,0.0,0.0,200.3025618,151.137630308,0.0,0.0,250.345101734,225.759405176,150.004264453,0.0
2012-11-18,2.2652388797,0.0,0.00107440236369,0.00590921300027,770.973883277,329.680036035,0.0,0.0,0.0,604.957249137,0.0,0.0,0.0,165.039040073,661.612344962,0.0,164.939469009,329.680036035,0.0,165.414649437,7154.02425093,164.939469009,0.0,330.679979585,165.441881799,329.878938017,165.039393001,164.641475388,0.0,0.0,165.088870701,660.394460573,0.0,0.0,0.0,164.840610233,496.466974031,0.0,578.085523219,826.182777363,386.437248955,0.0,0.0,1265.28375668,496.051990371,164.989239518,0.0,165.289917284,0.0,275.338395039,0.0,0.0,165.491758761,165.491758761,0.0,164.790337481,0.0
2012-11-25,2.0768200089,0.00143312101911,0.00207006369427,0.0116242038217,842.966122792,140.843019569,140.851769514,140.851769514,139.8836825,749.198593129,0.0,0.0,140.71559826,0.0,561.123171018,140.618084928,140.800520166,140.843019569,140.690050821,140.859710213,7207.9269069,211.277116038,0.0,187.497852471,0.0,140.725664351,280.047652238,139.630956786,0.0,140.893809996,140.546061395,983.085233056,0.0,0.0,0.0,0.0,234.708298762,0.0,422.912015556,843.221785825,375.447909903,140.71559826,140.618084928,1684.48083431,562.80399607,0.0,350.801360322,0.0,0.0,139.799339007,0.0,0.0,140.67317571,140.541929095,352.022207499,0.0,0.0
2012-12-02,1.8751378778,0.00378250591017,0.00567375886525,0.0162332545311,760.926444052,213.673677028,142.175928661,142.175928661,286.085613148,618.186379394,0.0,0.0,143.540193587,0.0,474.842699986,141.940047187,0.0,213.673677028,0.0,0.0,7508.50344549,570.967684204,282.215892169,142.870621432,141.022890059,287.405571653,140.853085255,141.065405251,142.11116244,0.0,142.377682263,427.595652726,0.0,0.0,0.0,141.022890059,1049.14581799,0.0,237.965401098,1379.91756711,524.746882441,143.540193587,141.940047187,950.370857894,762.437123247,0.0,142.163437996,0.0,0.0,423.323838254,144.10462871,0.0,142.956662156,285.183209742,213.330326954,143.583454646,0.0
2012-12-09,2.5544959128,0.00613593455003,0.00896790434235,0.0184078036501,992.250508042,142.920245247,283.162934435,283.162934435,213.81841255,566.654433642,0.0,0.0,141.132580868,0.0,849.946504165,142.404132414,285.495584925,142.920245247,0.0,141.366165584,8921.06807914,285.406632342,214.076452616,519.864982849,142.486808845,141.623266737,141.13250402,0.0,211.879488316,211.921199313,139.717606559,471.791333906,142.704744274,0.0,211.879501153,0.0,710.935308125,0.0,283.703976437,1181.94982934,710.506245063,141.132580868,142.404132414,1510.43417907,662.386626536,139.886144082,141.537951889,0.0,0.0,352.925119021,0.0,140.224441891,142.489892205,212.199187208,236.030460459,142.488310775,0.0
