Week,NV,athena_flu,athena_ILI,athena_viral,thermoscan,strep,flu fever,flu how long,how long flu,upper respiratory,strep throat,expectorant,rsv in adults,fever cough,oscillococcinum,flu symptoms,cold and flu,acute bronchitis,fever flu,tamiflu side effects,symptoms of flu,cold,flu shots,high fever,flu cold,flu treatment,body temperature,symptoms of bronchitis,robitussin,walking pneumonia,clarithromycin,tessalon,symptoms of pneumonia,stomach flu,tussin,how long does the flu last,flu virus,rsv baby,flu shot,rsv infection,rsv,tussionex,pneumonia,bronchitis,cough fever,flu and cold,sinus,how to break a fever,the flu,flu a,normal body temperature,gripe,rsv symptoms,oseltamivir,flu vaccine,cold vs flu,human temperature,influenza a,influenza b,normal body,flu medicine,cold symptoms,stomach flu symptoms,symptoms of the flu,what is rsv
2011-04-24,1.552882715,0.0,0.0,0.00509337860781,120.911365435,687.332070106,244.790087272,121.099433705,121.099433705,240.513615334,526.083902969,0.0,0.0,122.32117819,0.0,367.185130907,120.546845189,0.0,244.790087272,0.0,0.0,7049.43211489,0.0,120.967939282,120.913128468,0.0,242.697741,0.0,242.262275367,242.042303567,120.546845189,0.0,121.077793168,161.920643853,120.474204728,0.0,0.0,0.0,121.965161295,0.0,202.424858295,121.318420022,607.714524309,566.904709202,122.32117819,120.546845189,893.138916237,0.0,202.363960916,122.075692629,121.72624663,120.437917317,121.989883997,121.464851429,0.0,0.0,120.365408035,0.0,0.0,122.358099765,0.0,181.936466315,122.063349751,122.210547037,0.0
2011-05-01,2.5124240751,0.0,0.0,0.01062215478,0.0,644.979085715,121.527408326,121.070572119,121.070572119,121.034159916,484.867302765,0.0,0.0,121.230163698,0.0,161.609957112,120.390063136,0.0,121.527408326,0.0,0.0,7512.09653076,241.434815437,0.0,0.0,0.0,241.143403469,0.0,121.914141691,242.615296188,120.498980563,121.564112466,121.08462608,362.480755562,0.0,121.070572119,0.0,0.0,121.454066498,0.0,121.472557115,120.426347061,605.774900238,565.476204641,121.230163698,120.390063136,891.060123026,0.0,161.488119819,121.179940296,121.545932263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.353801069,0.0,121.445160874,120.53533018,0.0,0.0
2011-05-08,2.4206041828,0.0,0.00385109114249,0.00641848523748,0.0,962.26705761,120.48394761,241.585388487,241.585388487,0.0,441.781579489,121.193756615,0.0,241.795977774,0.0,181.320506156,0.0,120.93822761,120.48394761,0.0,120.629635576,6106.93919449,0.0,119.697455295,119.733519608,0.0,359.799420997,0.0,120.783059217,180.872099026,0.0,0.0,0.0,241.154376209,0.0,0.0,120.520336601,0.0,0.0,0.0,121.193756615,0.0,723.194924331,361.367341448,241.795977774,0.0,1045.84631852,0.0,120.180541407,120.528753403,120.10804496,0.0,0.0,0.0,0.0,0.0,119.625391806,0.0,0.0,119.877994443,120.059079027,120.91137674,120.157432847,0.0,0.0
2011-05-15,0.7890519048,0.00139275766017,0.00278551532033,0.0041782729805,0.0,646.984822001,0.0,0.0,0.0,161.846954976,486.078994119,0.0,0.0,121.967552618,0.0,0.0,122.463141529,0.0,0.0,0.0,120.949122353,6278.95934446,0.0,242.965569099,121.195373358,0.0,243.707358814,182.375912532,0.0,121.195373358,242.463844046,0.0,241.241903373,243.070220723,0.0,242.244684199,0.0,0.0,121.090053833,0.0,121.519357328,0.0,688.691261659,485.955498468,121.967552618,122.463141529,771.221962578,120.91257079,324.059978138,304.859962792,121.195373358,122.352482063,122.315640003,0.0,0.0,0.0,0.0,122.278820123,0.0,120.92584312,120.584598175,183.384125934,0.0,0.0,0.0
2011-05-22,0.6781500068,0.0,0.0,0.00451807228916,0.0,767.126001144,121.271764119,0.0,0.0,0.0,566.242955084,121.633241664,0.0,121.634816394,120.906707634,161.814640428,121.345040109,0.0,121.271764119,0.0,121.816479449,6751.65122116,0.0,365.339363215,241.233182814,0.0,201.835808733,121.12547731,244.961463369,121.052466173,121.052466173,121.017917029,0.0,202.213704064,0.0,0.0,121.308391048,0.0,0.0,0.0,121.088960736,121.889929241,930.146780071,444.642451964,121.634816394,121.345040109,689.485597062,0.0,404.34136825,121.323467079,242.829417669,161.327547105,120.870322829,0.0,0.0,0.0,120.908199969,0.0,121.528618082,181.80188898,0.0,121.635090417,0.0,120.65296553,0.0
2011-05-29,0.7316023526,0.0,0.0,0.00471698113208,0.0,712.470156736,125.79874235,0.0,0.0,0.0,672.044517157,0.0,0.0,0.0,0.0,126.06891253,126.765118624,0.0,125.79874235,0.0,0.0,5543.75477206,0.0,125.378606603,0.0,0.0,209.770229855,0.0,0.0,126.459476385,125.571120982,126.726832572,125.912862769,294.005489967,125.416382621,0.0,0.0,0.0,126.61211305,0.0,125.643517634,125.492002991,503.838203652,461.828723536,0.0,126.765118624,799.536677272,0.0,376.362544232,125.340853334,126.383295978,125.231229226,0.0,0.0,125.646903192,126.269197306,0.0,0.0,0.0,126.650329806,0.0,126.093104251,0.0,0.0,0.0
2011-06-05,1.0300304657,0.0,0.0,0.00698324022346,122.553837718,696.135685623,0.0,0.0,0.0,0.0,492.126984188,123.136724518,0.0,0.0,0.0,246.718789813,122.569194047,0.0,0.0,0.0,184.158083556,6152.45537027,123.582872071,123.285082018,122.643097691,122.834252366,492.014309968,184.144952619,123.431551759,122.643097691,122.723190655,123.375167685,0.0,245.848294881,0.0,0.0,0.0,0.0,122.871317621,0.0,123.031349978,0.0,246.236048395,369.131309189,0.0,122.569194047,1028.33753086,0.0,307.161730012,245.879211267,0.0,122.966349617,0.0,0.0,123.50828977,0.0,0.0,0.0,0.0,245.816810501,0.0,122.723190655,122.612329598,0.0,0.0
2011-06-12,0.8828006088,0.0,0.0014684287812,0.00293685756241,127.69326868,591.981158529,0.0,0.0,0.0,0.0,296.469740442,0.0,0.0,0.0,0.0,126.662091359,0.0,0.0,0.0,0.0,0.0,5462.91482371,0.0,127.963070334,0.0,0.0,253.15228836,126.819850068,126.911316826,317.364207119,0.0,0.0,0.0,508.525680763,127.09305051,126.085837502,0.0,0.0,0.0,0.0,127.35067453,126.705184742,572.399106799,465.768602881,0.0,0.0,551.643186945,0.0,127.080140911,0.0,0.0,0.0,0.0,0.0,128.428249627,0.0,127.049804465,0.0,126.047916949,190.872588819,0.0,127.770238703,0.0,0.0,0.0
2011-06-19,0.7546632493,0.0,0.0,0.00622083981337,0.0,546.711124283,0.0,125.69701167,125.69701167,377.546046817,421.251482278,0.0,0.0,126.561814599,0.0,210.625073301,0.0,0.0,0.0,0.0,0.0,6487.32171503,0.0,125.924654915,0.0,0.0,189.577953012,125.8364226,125.87439376,190.256674877,0.0,126.178989994,0.0,337.102231455,0.0,0.0,190.150396756,0.0,127.375437517,0.0,125.772801246,0.0,547.777481539,440.240275524,126.561814599,0.0,970.790217705,0.0,126.375076302,252.948656028,0.0,125.457967194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.785775651,0.0,251.469790074,125.621313379,0.0,0.0
2011-06-26,0.644963145,0.0,0.0,0.00139082058414,0.0,631.064394756,0.0,126.059521883,126.059521883,125.429053797,505.802431843,126.771565404,0.0,0.0,0.0,210.642575616,0.0,126.111764098,0.0,0.0,125.900964059,5774.9931496,0.0,126.642600776,0.0,0.0,294.625497699,125.807421983,0.0,0.0,126.211446644,0.0,0.0,210.808114504,0.0,125.466788169,0.0,0.0,0.0,0.0,189.392765872,0.0,548.008583006,294.968168895,0.0,0.0,1014.41457344,127.039743391,294.917485653,0.0,210.642590854,0.0,0.0,0.0,0.0,0.0,126.809807204,125.542325067,0.0,379.126749733,0.0,253.334445499,126.566194984,0.0,0.0
2011-07-03,0.3888141169,0.0,0.0,0.0,0.0,705.609590153,0.0,0.0,0.0,131.716905365,529.707577449,0.0,0.0,0.0,0.0,265.1729479,0.0,0.0,0.0,0.0,0.0,5960.86416281,0.0,131.796420551,0.0,132.178701727,197.931103774,133.557424258,0.0,131.597812322,132.098979953,0.0,132.047330268,220.937734714,0.0,0.0,0.0,0.0,0.0,0.0,131.927577769,0.0,485.870223936,331.557301216,0.0,0.0,664.045600448,0.0,199.126701162,132.166745577,132.059155117,198.866676521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,263.879649111,0.0,133.185990869,0.0,0.0,0.0
2011-07-10,0.5003032141,0.0,0.00451807228916,0.00451807228916,126.472095316,923.673192496,0.0,0.0,0.0,126.52332039,462.763282442,126.536602954,0.0,126.701073159,0.0,375.287004238,0.0,0.0,0.0,0.0,125.057977309,5592.8225133,0.0,253.478633533,125.717697575,0.0,251.568402828,0.0,126.701073159,0.0,0.0,0.0,125.020309243,294.454285628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,630.85432265,252.214947116,126.701073159,0.0,969.678456501,0.0,168.181379207,126.183870312,0.0,0.0,0.0,0.0,0.0,0.0,126.662852624,0.0,0.0,126.50437495,126.919698936,0.0,126.460261112,0.0,0.0
2011-07-17,0.4542701393,0.0,0.00310559006211,0.00621118012422,0.0,544.836276958,0.0,125.894909662,125.894909662,126.046819055,587.532239032,126.008807349,0.0,0.0,0.0,188.219843014,0.0,0.0,0.0,0.0,124.842278372,6588.45441202,0.0,0.0,0.0,0.0,251.337906097,0.0,0.0,125.932852673,0.0,0.0,124.804675276,126.926726051,0.0,0.0,0.0,0.0,126.084853702,0.0,125.877347975,126.505932203,377.902818309,441.879787461,0.0,0.0,715.641361698,0.0,188.645233566,126.275371764,125.143920845,251.034997715,0.0,0.0,0.0,0.0,124.729537001,0.0,0.0,0.0,0.0,126.505342175,124.879904134,0.0,0.0
2011-07-24,0.5167173252,0.0,0.00166666666667,0.00333333333333,0.0,575.586791136,124.340499638,0.0,0.0,122.904191668,370.799154101,0.0,0.0,185.938817672,0.0,124.340499638,0.0,0.0,124.340499638,0.0,0.0,6875.70597349,0.0,124.302968548,0.0,0.0,123.728799264,0.0,248.107460409,123.379239962,122.688720508,123.059829765,123.022617842,124.227974299,0.0,0.0,122.688720508,122.651732651,122.91111698,0.0,0.0,0.0,535.465342886,164.642960118,185.938817672,0.0,432.50741365,0.0,164.767337229,122.94826147,0.0,122.356630738,0.0,0.0,124.159296842,0.0,0.0,0.0,0.0,124.302968548,0.0,123.640755205,122.72573068,124.153070486,0.0
2011-07-31,0.5588235294,0.0,0.0,0.00350877192982,0.0,834.675701508,118.639980456,0.0,0.0,0.0,477.760829717,0.0,0.0,118.890729207,118.639980456,297.405955718,0.0,0.0,118.639980456,0.0,0.0,5176.06976421,238.255904937,120.273698357,118.639980456,0.0,238.460220928,0.0,0.0,0.0,0.0,119.415788053,120.491914925,119.879437818,119.271696604,0.0,120.164886206,0.0,119.843111127,0.0,120.273698357,119.705017936,517.744867523,237.964298673,118.890729207,0.0,717.747744817,0.0,119.433910555,119.951719345,119.608353295,0.0,0.0,0.0,119.777544454,0.0,0.0,0.0,118.425893273,120.020109234,0.0,119.897984155,118.67573693,0.0,0.0
2011-08-07,0.4310344828,0.0,0.00162601626016,0.00813008130081,0.0,391.871310885,0.0,116.879865938,116.879865938,118.014855502,314.186597709,0.0,0.0,0.0,0.0,0.0,117.197666178,0.0,0.0,0.0,117.325644827,5299.98458307,116.879865938,235.5720463,117.64398393,0.0,472.343538421,0.0,0.0,0.0,118.299485843,0.0,117.999726246,235.589476358,0.0,0.0,117.679461609,0.0,0.0,0.0,117.692049625,0.0,431.920882836,235.340270998,0.0,117.197666178,668.808504208,0.0,117.473309958,176.645097461,0.0,117.102032699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.953111228,118.142626308,176.423696383,0.0,0.0,0.0
2011-08-14,0.4475241807,0.0,0.0,0.00151057401813,0.0,354.713956981,0.0,0.0,0.0,0.0,157.830750627,0.0,0.0,118.701315354,0.0,118.19925541,0.0,0.0,0.0,0.0,0.0,5684.45836597,0.0,178.111975356,117.949814714,0.0,235.210735645,0.0,0.0,0.0,117.985384622,0.0,119.253602929,157.925735579,0.0,0.0,0.0,0.0,118.061928408,0.0,118.669721295,0.0,315.815316753,176.968241951,118.701315354,0.0,475.285579164,118.557434972,178.112105254,117.955428436,0.0,118.42439853,0.0,0.0,119.831627057,0.0,117.6407698,0.0,0.0,118.616137805,118.067262016,158.188547208,0.0,0.0,0.0
2011-08-21,0.4987531172,0.0,0.0,0.00348432055749,0.0,233.245689432,0.0,116.711360429,116.711360429,233.265697368,351.054941617,116.597675931,0.0,117.373345164,0.0,233.615356194,116.559971576,0.0,0.0,0.0,0.0,5879.32134399,116.684537573,116.777491385,116.758537657,0.0,116.746482717,0.0,117.095575094,116.630251933,116.527394029,0.0,0.0,155.763223565,116.887183509,0.0,116.665423903,0.0,155.85707045,0.0,116.562524386,117.056582921,311.655328576,389.313764422,117.373345164,116.559971576,702.550425557,0.0,116.883305616,116.864573717,0.0,116.600455107,0.0,0.0,117.127504813,0.0,0.0,0.0,0.0,0.0,0.0,195.092859488,116.422129897,0.0,0.0
2011-08-28,0.3582624272,0.0,0.0,0.0,118.262303411,512.185549287,118.632172297,117.504955703,117.504955703,177.134747359,315.704279209,0.0,0.0,118.882904546,0.0,237.019335169,0.0,0.0,118.632172297,0.0,236.798727559,6512.62132275,118.234768331,235.435525492,177.312633259,0.0,236.745377043,0.0,238.558121694,119.170756615,0.0,0.0,118.596439715,238.159228261,0.0,0.0,0.0,0.0,197.444477007,0.0,118.847020783,118.703702097,355.481164116,315.835101669,118.882904546,0.0,435.170661231,0.0,237.05523595,118.560728653,352.408687931,118.434972611,118.560728653,0.0,118.485239851,0.0,118.52503909,0.0,0.0,295.556520575,0.0,118.954737116,118.792242513,0.0,0.0
2011-09-04,0.5587353502,0.0,0.00202839756592,0.0101419878296,119.074718934,511.748941758,236.317699664,353.728933996,353.728933996,0.0,236.596386298,0.0,0.0,117.565614713,0.0,178.225574859,0.0,0.0,236.317699664,0.0,118.301726313,5558.80593717,157.805949433,118.331917668,119.254210521,0.0,315.136342248,0.0,157.901539517,117.945181026,119.290173793,118.689664855,0.0,178.171984905,0.0,0.0,0.0,0.0,294.475890872,0.0,235.961477627,118.480808551,315.516411719,236.524396969,117.565614713,0.0,632.479586509,0.0,119.326158763,197.338023094,117.601122298,0.0,0.0,0.0,118.955206517,117.767713104,117.211714608,0.0,0.0,236.536192745,117.945181026,197.57691035,0.0,117.980738813,0.0
2011-09-11,0.6080259424,0.0,0.0,0.00297176820208,0.0,490.822279224,113.921709228,0.0,0.0,113.273571324,396.718944973,114.263773503,0.0,0.0,0.0,113.046983127,0.0,0.0,113.921709228,0.0,0.0,6125.92685508,302.780403662,113.401464429,113.012891701,0.0,226.808543821,0.0,113.303670293,0.0,113.546766552,112.62005972,113.444164052,170.856972891,0.0,113.307648813,0.0,0.0,226.968089712,0.0,112.416345413,0.0,378.409638324,340.361028782,0.0,0.0,682.854820094,0.0,189.045129371,169.468586105,114.125981795,112.314764378,0.0,114.229294392,189.250932064,0.0,0.0,113.887576691,0.0,113.081012756,0.0,302.917766131,114.194836083,0.0,0.0
2011-09-18,0.5419319875,0.0,0.00149925037481,0.0104947526237,0.0,459.18423185,115.346254688,114.860440138,114.860440138,172.588326897,306.550677231,115.003414684,0.0,0.0,0.0,268.365787015,0.0,114.975579138,115.346254688,0.0,115.281536606,5787.20729773,421.57725795,114.882850827,115.102834796,115.038106514,516.075738399,115.003414684,0.0,345.239927552,114.628953938,0.0,114.525373557,191.84719052,0.0,0.0,345.412638437,0.0,575.389827273,0.0,114.992315039,0.0,690.243220584,306.584566348,0.0,0.0,576.030022542,0.0,403.076749697,229.870165064,114.850746228,114.525373557,0.0,0.0,229.4654437,0.0,115.038106514,0.0,115.386179453,172.640541459,115.590706333,172.423373255,114.830268923,0.0,115.381113031
2011-09-25,0.7730535616,0.00141043723554,0.00282087447109,0.0098730606488,0.0,837.917143527,114.489339907,0.0,0.0,0.0,648.144845518,114.805517345,0.0,229.749605019,0.0,305.159041494,115.013624023,0.0,114.489339907,0.0,113.688870832,6066.25923959,286.720042139,0.0,152.498925644,114.840149477,399.825697958,0.0,0.0,113.997342293,0.0,114.978887199,114.253432362,286.406435565,0.0,0.0,172.173938057,0.0,610.870365363,0.0,228.903734437,0.0,687.257933284,266.976685109,229.749605019,115.013624023,841.678486196,0.0,229.024800931,343.978061403,152.533479756,113.723062974,0.0,0.0,114.71179654,114.40050026,152.499251597,0.0,0.0,152.579454602,114.736315707,172.041807454,171.574349155,0.0,0.0
2011-10-02,0.4150967495,0.0,0.0,0.00318979266348,0.0,753.161608436,0.0,0.0,0.0,113.022996809,377.121630289,113.090239361,0.0,0.0,0.0,113.573204576,0.0,0.0,0.0,0.0,0.0,6484.56412498,830.246174083,0.0,112.868097559,0.0,414.310336898,112.680530732,189.062730369,0.0,112.612609978,0.0,112.646560117,113.416852793,113.538985472,0.0,112.987926117,0.0,905.726505556,0.0,112.646560117,113.607444312,603.574827222,377.268500302,0.0,0.0,869.261142734,0.0,452.852155136,282.681782425,113.813317059,169.534110692,0.0,0.0,189.062730369,0.0,0.0,0.0,0.0,112.817133703,0.0,169.772966935,113.573204576,112.646560117,0.0
2011-10-09,0.4285212504,0.0,0.0,0.0070126227209,0.0,664.357174025,110.620800836,0.0,0.0,0.0,406.72499501,0.0,0.0,0.0,111.207646879,147.954427097,0.0,110.97635637,110.620800836,0.0,0.0,5287.00556834,443.551127632,110.870988518,166.420047881,110.532824838,258.68036014,0.0,185.004745527,184.815023827,221.283575831,110.97635637,111.37527975,258.993289248,0.0,0.0,0.0,0.0,739.659966941,0.0,0.0,0.0,591.649963782,332.534747656,0.0,0.0,555.832547275,0.0,295.886642906,295.953963896,111.274639437,0.0,0.0,0.0,222.442069236,0.0,110.69984331,110.69984331,0.0,165.822582036,110.900932944,110.87577357,110.499481603,0.0,0.0
2011-10-16,0.5072645291,0.0,0.00147492625369,0.00442477876106,0.0,523.815818909,0.0,112.060447141,112.060447141,0.0,449.410235898,0.0,0.0,0.0,0.0,337.263182945,0.0,0.0,0.0,0.0,112.869043758,4758.11116722,374.664189695,169.506728911,111.708550963,112.953347546,262.156294134,0.0,335.97058091,168.886746479,0.0,112.670576617,113.445334961,224.78973549,0.0,0.0,224.661596077,0.0,524.651317644,0.0,224.865032476,222.385914517,862.151995049,299.749264409,0.0,0.0,976.752584988,0.0,187.28679869,261.998730359,112.817218145,0.0,0.0,0.0,167.765059639,111.025598804,113.513778602,0.0,0.0,112.195459728,0.0,111.428108528,168.309587299,0.0,0.0
2011-10-23,0.6264837774,0.0,0.0,0.0,0.0,684.882993605,0.0,113.775314551,113.775314551,114.080479032,228.792849466,113.878247586,0.0,0.0,114.28671069,304.879982974,228.711240749,0.0,0.0,0.0,228.609593772,6708.05395874,266.715485218,228.504573965,171.148916147,113.912599999,228.061209761,114.424613207,114.909903902,228.911830515,114.355620374,114.050217154,114.252286982,304.673212309,0.0,0.0,0.0,114.015781702,533.821521772,0.0,152.428374692,114.355620374,609.966632664,419.143783757,0.0,228.711240749,763.956299068,115.045536639,228.711867522,114.217884005,114.562848922,113.960199678,0.0,0.0,228.954806586,0.0,0.0,0.0,0.0,228.849226414,113.809604881,228.405298285,114.01328669,0.0,0.0
2011-10-30,1.0205133491,0.0,0.00163132137031,0.0146818923328,0.0,676.204808372,0.0,113.198007054,113.198007054,113.187152655,376.293809077,0.0,0.0,113.760222408,0.0,338.760190762,113.505796197,0.0,0.0,0.0,0.0,6963.03563203,225.471047637,112.701531424,0.0,0.0,281.609557793,0.0,112.896109072,188.141108779,113.153029299,0.0,0.0,225.923867078,0.0,0.0,113.074093202,0.0,527.207485346,0.0,448.975510978,113.746347385,752.960337915,601.716822918,113.760222408,113.505796197,1094.41470209,0.0,263.501717182,263.434051192,113.040003936,0.0,0.0,0.0,112.210008138,111.939785361,0.0,0.0,113.341389142,112.83680405,113.232123391,225.709312252,112.599574939,113.074093202,0.0
2011-11-06,0.5827067669,0.00152207001522,0.00304414003044,0.00456621004566,110.740582728,554.826034244,111.616629097,111.263836999,111.263836999,111.874651418,444.777311704,111.159036751,0.0,0.0,0.0,221.630760362,0.0,0.0,111.616629097,0.0,0.0,6633.58066335,0.0,111.159036751,185.239603188,0.0,110.665152991,0.0,0.0,222.844072751,110.406725077,111.394400713,110.306959964,333.521362691,0.0,112.04364636,0.0,0.0,407.82899862,0.0,166.7879625,167.324620264,852.68359165,518.603943363,0.0,0.0,1002.41501648,110.473335469,333.666300873,222.55634359,111.024989073,0.0,0.0,0.0,224.698254742,0.0,0.0,110.240549994,0.0,111.110267351,0.0,444.544695503,166.553427294,0.0,111.293408509
2011-11-13,0.5505446878,0.0,0.00251256281407,0.00628140703518,0.0,794.28710376,107.408159752,0.0,0.0,163.385538523,542.362856957,108.385259962,0.0,107.635169752,0.0,253.265856436,0.0,108.790962562,107.408159752,0.0,0.0,6691.51784715,270.94772519,327.062477247,270.548638406,0.0,324.09016399,0.0,108.64740504,271.079708071,108.837632071,109.251662343,108.118298537,180.830951552,0.0,0.0,108.922194121,0.0,180.972735382,0.0,108.945628414,217.713077581,940.813406459,397.709978772,107.635169752,0.0,688.908681887,0.0,435.979899167,180.983981762,108.274518422,0.0,108.673867955,0.0,215.140423789,0.0,108.225860095,0.0,0.0,108.896435689,217.675264143,378.863020621,108.739314427,0.0,0.0
2011-11-20,0.6793159991,0.0,0.00210526315789,0.00421052631579,0.0,718.750083312,205.766941283,103.375398436,103.375398436,103.500134965,411.330825263,102.382248788,0.0,0.0,0.0,308.629160718,205.208971271,0.0,205.766941283,0.0,103.051355441,6343.61192993,154.762778257,102.443822621,239.738093148,0.0,171.229914105,103.468922621,205.243853185,102.666351469,102.697312371,103.00795155,0.0,376.982664354,0.0,0.0,207.250345762,0.0,240.120658019,0.0,103.112806618,103.253461392,583.055523219,548.263561144,0.0,205.208971271,1133.72810077,0.0,256.132490539,206.599473871,0.0,102.419334684,0.0,0.0,102.520989538,0.0,0.0,0.0,0.0,153.580742215,0.0,137.213725568,206.626285703,102.697312371,0.0
2011-11-27,0.6183803697,0.00150602409639,0.00301204819277,0.00602409638554,84.2291443799,648.093416815,84.5884308669,169.18702706,169.18702706,126.704062795,507.977813524,84.8002126049,0.0,0.0,84.1784344796,254.145927427,84.7304052228,0.0,84.5884308669,0.0,126.992274541,7706.27763001,112.949001735,84.668008613,296.294451186,253.06856049,366.575907713,0.0,226.291354365,126.627673685,84.6158964353,0.0,126.780783017,479.950635228,84.9279622472,0.0,126.755088853,0.0,169.453211377,0.0,141.16270186,84.9791699423,1129.31897641,423.224230117,0.0,84.7304052228,1046.94583003,0.0,395.112810648,126.961728369,84.2291443799,84.3624398602,84.1531024199,0.0,84.8487745845,0.0,84.7703573693,127.299205071,0.0,169.282950902,85.158884199,225.975019557,84.9535583781,84.5914090878,0.0
2011-12-04,0.8051846033,0.004,0.00533333333333,0.00666666666667,0.0,942.595980937,74.5521034569,74.1961023952,74.1961023952,74.4374056043,720.926191963,74.4809989654,0.0,74.7096713084,74.5521034569,223.693995681,223.694435317,73.9732243465,74.5521034569,0.0,74.442824622,10810.3392882,173.911776631,74.3304750527,186.196906696,0.0,273.183893889,74.5196066367,124.347175185,99.4974394069,111.605352556,74.858018836,74.3848980308,198.679266931,74.5521034569,148.795688127,74.6935472188,0.0,248.678803158,0.0,149.054250861,0.0,1143.42423999,472.020350857,74.7096713084,223.694435317,996.074574851,0.0,347.906043595,124.257201123,74.4523264701,99.1452102343,0.0,0.0,74.632558439,0.0,74.7901511852,0.0,74.4175733454,74.504682002,74.4859967711,99.4523215605,74.4597545275,0.0,0.0
2011-12-11,0.6877149109,0.0,0.00286123032904,0.00572246065808,0.0,918.016140378,74.130233415,75.1256393574,75.1256393574,75.2841800494,795.421853408,0.0,0.0,151.527685209,147.345646492,298.343208592,0.0,74.6370556769,74.130233415,0.0,74.1750994905,8224.54843661,149.064397748,111.924688591,124.192150754,0.0,198.598345003,0.0,198.913136838,148.462466658,74.085462118,112.105214602,74.639158293,273.469046041,0.0,74.2553378832,150.613766721,74.4569360856,223.871974336,0.0,124.20711275,74.4120419426,845.175248717,447.124743339,151.527685209,0.0,1096.40788383,0.0,546.937806108,149.246825915,74.4928068026,173.537054046,74.3224158758,0.0,0.0,0.0,0.0,74.6390494235,0.0,149.021631658,124.342449926,149.217129886,111.044529941,74.3224158758,0.0
2011-12-18,1.0830728004,0.0015503875969,0.0015503875969,0.0015503875969,0.0,1012.2629498,0.0,74.0139478951,74.0139478951,73.9916880611,717.159310982,74.1620104631,0.0,74.2821143729,111.141519311,321.681142144,74.1701425394,0.0,0.0,0.0,111.147921822,8236.64411626,148.755048585,444.618727958,98.852507591,74.0362211264,445.726503456,0.0,148.817479178,99.0394791081,148.340285079,0.0,74.2740011321,494.71098855,74.2851683964,74.0139478951,74.1617346301,0.0,148.56989013,0.0,259.479981713,0.0,915.504472283,420.391575895,74.2821143729,74.1701425394,1314.35565632,0.0,321.374992056,173.1414868,0.0,74.0318390518,0.0,0.0,111.54089073,0.0,74.2359116844,0.0,0.0,111.260010558,0.0,223.091104093,185.466018503,148.323697676,74.206558888
2011-12-25,1.3261689722,0.0,0.00789473684211,0.0105263157895,70.0218177335,821.029114518,0.0,175.998091093,175.998091093,93.886147594,751.720394372,70.4417095582,0.0,105.875019957,0.0,352.568758195,70.25460849,0.0,0.0,0.0,71.061221003,8132.61038259,139.748869494,140.381790286,164.406783432,140.328846392,164.428079926,70.339380265,94.0918703109,245.340185995,0.0,0.0,105.371370474,822.616500916,0.0,0.0,70.7836314301,0.0,141.084180658,0.0,234.984198709,0.0,728.700736906,516.819469374,105.875019957,70.25460849,1437.10255999,71.146966066,493.411996238,141.04195491,70.0745768028,93.7941707418,71.0184259286,0.0,0.0,0.0,70.9970477149,0.0,0.0,105.212346289,105.896455623,164.634011452,93.8648383774,70.3181681479,0.0
2012-01-01,0.9452008552,0.0,0.00171821305842,0.00515463917526,0.0,848.46339851,134.578964563,66.9933349794,66.9933349794,66.600756734,648.677436602,0.0,0.0,100.737640184,0.0,469.688034034,111.739911873,66.9632646328,134.578964563,0.0,178.799653109,7581.58646708,0.0,133.779173504,178.805343084,111.692833309,245.743064585,133.603327988,111.908796062,134.14468562,66.8542371547,67.5322743523,200.876331604,514.302160744,67.0842077092,67.0844820838,100.417678483,0.0,134.238918204,0.0,234.237021942,100.910616054,1140.81481931,648.385142463,100.737640184,111.739911873,1435.72008576,66.8016639941,402.717158101,201.338638912,67.3492049339,234.723357876,0.0,0.0,200.963165791,0.0,67.2692144648,67.4507874451,0.0,167.160851227,67.1450091281,201.516071451,178.616790597,100.761765834,67.0889424227
2012-01-08,0.8060635226,0.0,0.00269905533063,0.00539811066127,0.0,960.268691697,0.0,0.0,0.0,74.0646785252,567.397831393,73.8011986095,74.320727911,0.0,74.166990537,444.146909234,147.649988206,73.9659354422,0.0,0.0,172.360721403,7078.11969618,73.7959745536,147.236305856,221.530615311,147.103381114,295.476231951,73.7291908662,98.7500274524,197.388500385,73.856708148,74.0464530748,123.212306121,370.225004068,0.0,73.9882210509,74.186048247,74.1636490778,110.932519161,0.0,258.626623787,0.0,937.426300626,419.170984423,0.0,147.649988206,939.30371778,0.0,369.90413525,172.814188968,110.921402669,98.4375898261,147.836295965,0.0,172.933958948,73.573831343,74.2118179716,0.0,0.0,123.271560299,74.0295375967,197.537027902,111.063595172,73.5959854626,111.100182166
