Week Start Date,Year,MMWR Week,State,Visit Count,Flu Vaccine Visit Count,Flu Visit Count,ILI Visit Count,CDC ILI Visit Count,Unspecified Viral or ILI Visit Count
07/19/2009,2009,29,CO,1239,0,0,0,0,10
07/19/2009,2009,29,CT,2201,0,0,6,6,39
07/19/2009,2009,29,DE,341,0,0,0,0,0
07/19/2009,2009,29,FL,7970,0,50,92,47,167
07/19/2009,2009,29,GA,16104,0,8,39,31,81
07/19/2009,2009,29,IA,110,0,0,0,0,0
07/19/2009,2009,29,IL,20140,0,4,27,23,136
07/19/2009,2009,29,IN,99,0,0,0,0,0
07/19/2009,2009,29,KS,4132,0,2,4,2,16
07/19/2009,2009,29,KY,6211,0,1,12,11,54
07/19/2009,2009,29,LA,7710,0,21,44,23,140
07/19/2009,2009,29,MA,36350,0,32,141,112,433
07/19/2009,2009,29,MD,4287,0,6,14,8,40
07/19/2009,2009,29,MI,2484,0,1,5,4,10
07/19/2009,2009,29,MO,1915,0,2,3,1,22
07/19/2009,2009,29,MS,3546,0,23,39,20,65
07/19/2009,2009,29,NC,5956,0,15,57,43,88
07/19/2009,2009,29,NH,147,0,0,0,0,0
07/19/2009,2009,29,NJ,4563,0,8,11,3,120
07/19/2009,2009,29,NM,3528,0,2,6,4,17
07/19/2009,2009,29,NV,109,0,0,1,1,1
07/19/2009,2009,29,NY,8088,0,4,12,8,103
07/19/2009,2009,29,OH,40585,0,16,80,64,223
07/19/2009,2009,29,OK,2233,0,0,5,5,6
07/19/2009,2009,29,OR,2425,0,0,1,1,4
07/19/2009,2009,29,PA,8047,1,3,4,1,36
07/19/2009,2009,29,RI,3071,0,4,11,7,40
07/19/2009,2009,29,SC,4843,0,5,36,31,77
07/19/2009,2009,29,TN,7480,0,3,5,2,18
07/19/2009,2009,29,TX,10571,2,8,21,13,72
07/19/2009,2009,29,UT,1146,0,15,20,5,39
07/19/2009,2009,29,VA,12024,1,12,22,10,55
07/19/2009,2009,29,WA,1069,0,3,5,2,5
07/19/2009,2009,29,WV,259,0,9,9,0,15
07/19/2009,2009,29,WY,338,0,0,0,0,3
07/26/2009,2009,30,AL,1125,0,4,10,6,11
07/26/2009,2009,30,ALL STATES,245023,20,297,813,523,2150
07/26/2009,2009,30,AR,704,0,1,2,1,5
07/26/2009,2009,30,AZ,7786,0,1,2,1,12
07/26/2009,2009,30,CA,4716,0,12,16,4,32
07/26/2009,2009,30,CO,1241,0,1,3,2,8
07/26/2009,2009,30,CT,2500,0,2,9,7,31
07/26/2009,2009,30,DE,238,0,0,0,0,2
07/26/2009,2009,30,FL,7444,0,58,101,45,174
07/26/2009,2009,30,GA,15484,0,17,54,38,96
07/26/2009,2009,30,IA,115,0,0,0,0,0
07/26/2009,2009,30,IL,20233,0,10,29,19,124
07/26/2009,2009,30,IN,128,0,0,0,0,0
07/26/2009,2009,30,KS,4119,0,4,9,5,17
07/26/2009,2009,30,KY,6212,0,1,10,9,50
