Week,SD,athena_flu,athena_ILI,athena_viral,influenza b symptoms,strep,flu how long,how long flu,strep throat,expectorant,influenza a treatment,rsv in adults,influenza a symptoms,flu symptoms,cold and flu,tamiflu side effects,cold,flu shots,symptoms of rsv,body temperature,symptoms of bronchitis,robitussin,influenza symptoms,walking pneumonia,tessalon,symptoms of pneumonia,stomach flu,how long does the flu last,rsv baby,flu shot,symptoms of influenza,symptoms of influenza b,rsv,pneumonia,bronchitis,sinus,the flu,normal body temperature,gripe,rsv symptoms,oseltamivir,flu vaccine,a influenza,influenza a,influenza b,cold symptoms,symptoms of the flu,what is rsv
2011-12-11,1.0187838268,0.0,0.0,0.00116720163408,0.0,1611.8816266,0.0,0.0,1478.17319159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8719.35992937,399.60833847,0.0,1199.54807031,0.0,0.0,0.0,404.599298108,399.007062005,401.845770018,1209.64809175,0.0,0.0,807.981390145,0.0,0.0,0.0,1476.10734228,0.0,1480.44868751,1209.1801908,402.364594019,0.0,0.0,405.087502389,402.088028239,402.729054702,402.729054702,0.0,402.850688364,0.0,0.0
2011-12-18,0.7497018231,0.0,0.000340136054422,0.000340136054422,0.0,1197.39594238,669.377925547,669.377925547,1198.16413975,0.0,0.0,0.0,0.0,671.481500725,0.0,0.0,6277.93907586,0.0,0.0,450.149793039,0.0,0.0,449.086105386,0.0,0.0,0.0,900.660565695,445.679973611,0.0,450.170527011,0.0,0.0,445.410924427,1045.75510754,449.763255726,1650.08082225,598.44870821,0.0,0.0,0.0,0.0,449.607443891,0.0,0.0,0.0,449.47206074,0.0,0.0
2011-12-25,1.0788199031,0.000437445319335,0.00087489063867,0.00087489063867,0.0,802.272154819,964.669373335,964.669373335,967.303120217,0.0,0.0,0.0,0.0,723.525424619,0.0,0.0,8331.24342356,480.529919758,0.0,477.48288822,0.0,478.424509975,0.0,0.0,479.806883466,0.0,1122.50297113,0.0,0.0,0.0,0.0,0.0,478.280146014,801.305617022,640.994324666,2089.74268285,723.962733282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480.095836723,0.0,0.0
2012-01-01,0.7783695207,0.0,0.00101867572156,0.00271646859083,0.0,2265.04486922,0.0,0.0,1416.42302231,0.0,0.0,0.0,0.0,427.209352653,0.0,0.0,9044.50692713,0.0,423.482829914,422.972148178,0.0,426.436822178,0.0,0.0,423.994746299,422.462696629,707.95414638,0.0,0.0,424.313915107,0.0,0.0,1129.62158481,989.592673528,637.782879755,1276.27077278,850.741321381,423.355043906,0.0,426.436822178,0.0,424.569256471,0.0,0.0,0.0,845.304020341,0.0,0.0
2012-01-08,1.1368090945,0.0,0.000296647878968,0.00207653515277,0.0,1319.94675936,395.183412254,395.183412254,1056.59532814,0.0,0.0,0.0,395.573008672,527.062313803,0.0,0.0,7376.4550895,396.972112068,0.0,0.0,0.0,394.538722853,395.607742164,394.86976386,392.762981045,393.82537822,396.88749582,0.0,0.0,395.632798731,0.0,0.0,593.240203675,1581.03431023,658.81798904,1850.43994614,791.170480498,0.0,396.972112068,0.0,0.0,393.117887353,396.169074939,396.169074939,0.0,397.331796857,0.0,0.0
2012-01-15,1.4623821435,0.0,0.00126302494474,0.00252604988949,382.471899555,1408.04688671,762.232808121,762.232808121,1537.55465112,382.022925279,0.0,0.0,0.0,0.0,382.668817147,0.0,8815.87691321,0.0,0.0,382.587206127,0.0,575.615072709,383.164783431,0.0,383.35976295,383.706172374,575.372937226,0.0,0.0,384.053208406,0.0,0.0,1531.63949873,1276.46990616,574.042539907,2179.316676,960.034624564,0.0,0.0,0.0,0.0,383.706172374,0.0,0.0,381.896407681,0.0,0.0,769.033801558
2012-01-22,1.7707362535,0.0,0.00094547746612,0.00157579577687,0.0,1879.6649884,0.0,0.0,1504.14819785,0.0,0.0,0.0,371.552771328,1485.76275617,0.0,0.0,7629.59262315,0.0,379.65895602,758.402243772,371.552771328,372.635149841,375.536654977,374.857565185,374.293530329,371.552771328,560.35892354,0.0,377.529283668,500.173460667,371.32867436,0.0,2748.93720726,1252.87065318,625.62141898,2384.68436525,752.208891009,0.0,0.0,753.128743331,0.0,0.0,0.0,0.0,0.0,371.889424397,371.440689044,379.773587348
2012-01-29,2.3132615222,0.000618429189858,0.00123685837972,0.00247371675943,0.0,1635.64373917,0.0,0.0,1007.12301725,379.250624638,0.0,0.0,0.0,377.498970308,377.20000546,0.0,6660.32215095,0.0,377.994827868,565.93511181,0.0,0.0,376.930751914,0.0,0.0,0.0,753.41275847,0.0,0.0,0.0,375.646964186,0.0,2511.28059062,1130.3015797,758.501249276,1765.05459303,755.511011656,0.0,376.745308736,749.360638233,0.0,0.0,1127.96044101,1127.96044101,0.0,375.194786077,377.80978004,750.689579825
2012-02-05,2.2176379577,0.0,0.000290697674419,0.00261627906977,758.310427463,1649.91180471,0.0,0.0,1650.94731772,0.0,0.0,379.078144692,379.921931801,380.108248346,0.0,0.0,8234.36579196,0.0,506.364960256,0.0,0.0,0.0,379.842089119,379.040975945,0.0,379.192324856,634.69629941,0.0,0.0,0.0,381.149775912,0.0,3418.28925121,1900.49619104,1013.95118162,1144.55076224,759.225708607,379.306573824,0.0,1012.35261939,0.0,0.0,380.627985357,380.627985357,378.660337884,378.831342116,0.0,379.993516005
2012-02-12,3.0046779417,0.000290360046458,0.0020325203252,0.00493612078978,382.863067283,1285.07919203,0.0,0.0,1028.49050834,383.903770275,0.0,382.747781807,576.518140775,385.564599225,0.0,0.0,7698.30054126,0.0,382.632565738,578.181095996,385.680943401,384.60231921,512.946868006,0.0,0.0,383.906940064,386.469666798,0.0,384.776058472,385.203449277,385.18880921,0.0,3843.66176811,2051.36645581,769.552327282,1802.29798708,1155.2010788,385.769963116,385.680943401,512.44645662,0.0,382.863067283,384.922349123,384.922349123,382.402341571,386.030397593,387.40656296,384.983929648
2012-02-19,2.3873151612,0.00141803743619,0.00425411230856,0.0068065796937,381.660253943,2155.51361858,0.0,0.0,1776.01877329,0.0,376.40076946,761.157725548,761.942673034,763.550631644,0.0,377.651270355,7723.65888283,0.0,756.903800081,379.413705864,0.0,758.867840693,633.359715966,381.545261399,0.0,380.578862774,633.933552183,0.0,755.074490427,0.0,568.806160546,0.0,4804.54601116,1645.56967128,506.771525369,1651.54112019,380.298793146,0.0,0.0,1390.83366492,0.0,0.0,758.941813569,758.941813569,0.0,376.514109048,0.0,759.782139297
2012-02-26,2.4781637213,0.00156592546195,0.00438459129345,0.00532414657062,0.0,1733.16126611,493.448255586,493.448255586,1362.77160184,0.0,0.0,0.0,739.455723458,1112.59204864,368.839359809,370.844526971,8160.78285625,0.0,0.0,494.377566137,0.0,370.19054499,370.732557006,370.836983674,0.0,371.333714139,740.794104858,0.0,0.0,372.950133874,369.298250817,0.0,3459.30731891,1854.05421836,1360.41515037,1488.51883674,372.950133874,0.0,0.0,737.140864724,0.0,0.0,989.352071606,989.352071606,371.391292417,368.853714854,0.0,0.0
2012-03-04,2.0178945365,0.00143626570916,0.00215439856373,0.00287253141831,0.0,809.273640325,403.651415977,403.651415977,810.333503266,402.047118529,0.0,0.0,401.684260118,809.25201266,0.0,0.0,8082.07403928,403.894313732,0.0,0.0,0.0,807.788627465,809.249786459,403.894313732,0.0,405.478444112,406.213894736,0.0,0.0,405.600834225,810.467770679,0.0,1345.71384681,1211.93803587,809.496425832,2162.56366335,405.600834225,0.0,0.0,607.089366703,0.0,403.651003905,1212.66740891,1212.66740891,403.165262625,403.81903481,0.0,0.0
2012-03-11,2.2011971423,0.00176782557454,0.00383028874484,0.0061873895109,599.124168783,2664.41666603,397.809464176,397.809464176,1332.18765496,0.0,797.161224629,0.0,399.610050163,532.079064913,0.0,0.0,7316.04440739,0.0,398.580612315,0.0,798.122238764,797.678469679,1330.0590883,0.0,0.0,398.820721117,399.767093871,0.0,0.0,0.0,398.528787558,0.0,1195.34633338,1862.0230257,399.209836473,1067.74095311,799.461337905,0.0,399.610050163,399.061119382,0.0,0.0,1862.3366615,1862.3366615,598.464414139,398.048921381,0.0,0.0
2012-03-18,1.0198191264,0.00300120048019,0.00390156062425,0.0063025210084,399.303699468,1199.30771562,795.901209059,795.901209059,599.586667615,0.0,398.822175562,399.781316805,532.146981025,400.867679079,0.0,0.0,6524.38563139,0.0,399.660973242,599.492978084,398.580580126,400.142782733,932.651732719,0.0,0.0,0.0,400.143121523,399.420523607,0.0,0.0,532.306529173,0.0,931.207387476,1996.54669652,2200.253298,1603.32381973,598.741839225,399.058947997,798.366419034,400.142782733,0.0,0.0,1465.35929458,1465.35929458,399.786387531,399.781316805,0.0,0.0
2012-03-25,1.0073452256,0.00184445127575,0.00245926836766,0.00707039655702,393.410274047,1713.4947139,0.0,0.0,923.999833593,0.0,393.054889878,0.0,394.591373674,594.118284923,0.0,0.0,6454.26299916,0.0,0.0,395.51836978,0.0,394.969854623,592.585936824,0.0,0.0,393.054889878,396.880228769,0.0,393.885120485,392.700147198,591.573831375,393.291741273,1052.53457821,1580.19536,990.197502289,4625.94815998,396.594772963,0.0,0.0,783.514579404,0.0,0.0,658.696496214,658.696496214,392.818323589,789.845777892,0.0,395.445721918
2012-04-01,0.7272727273,0.000311817898347,0.00124727159339,0.00218272528843,0.0,1065.48824773,401.218730201,401.218730201,799.297587769,397.447097332,0.0,0.0,397.088390566,0.0,0.0,0.0,6112.76207082,0.0,0.0,395.286407431,0.0,0.0,400.345336034,598.144854093,402.670229978,806.069494773,0.0,0.0,0.0,0.0,0.0,0.0,398.324423473,796.810265592,1990.83229297,2934.343096,398.286605383,0.0,0.0,0.0,0.0,0.0,396.66159492,396.66159492,0.0,403.399925351,0.0,0.0
2012-04-08,0.8503401361,0.000319386777387,0.00127754710955,0.00223570744171,0.0,1676.53564556,0.0,0.0,1955.97967731,0.0,0.0,0.0,417.756826606,835.679927591,0.0,0.0,7809.75368584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,420.30424368,418.78552916,419.470734461,0.0,0.0,0.0,0.0,0.0,416.625375676,1534.26716929,418.36480198,979.299095467,418.806632594,417.356390285,0.0,0.0,419.543512018,416.750789696,1253.1103465,1253.1103465,0.0,417.923845513,0.0,0.0
2012-04-15,0.8183306056,0.00121175401394,0.0018176310209,0.00272644653135,0.0,1497.87678455,0.0,0.0,874.32745812,372.964188154,0.0,0.0,0.0,374.205861996,0.0,0.0,5857.31045853,0.0,0.0,560.926328808,373.622636576,0.0,374.440145771,373.172217485,374.316732807,0.0,374.429887805,0.0,0.0,0.0,373.18893307,0.0,372.610718512,1745.64520697,746.794582397,1000.24562905,0.0,373.811070367,0.0,0.0,0.0,373.360729313,560.643911651,560.643911651,373.49243963,0.0,0.0,0.0
2012-04-22,0.7333469138,0.000911023382933,0.00242939568782,0.00242939568782,0.0,1279.85655853,0.0,0.0,897.505710663,0.0,0.0,0.0,0.0,577.874309888,0.0,0.0,7035.56435362,0.0,0.0,572.771439046,0.0,0.0,386.264675147,380.535993162,0.0,0.0,381.801378871,0.0,0.0,0.0,386.847100773,0.0,386.032195655,1662.79572088,511.633385454,1668.01486267,640.488950444,386.963796731,382.379340389,0.0,0.0,0.0,380.880265774,380.880265774,380.077929975,381.234612335,0.0,0.0
2012-04-29,0.4797806717,0.0,0.000312891113892,0.000625782227785,0.0,1542.69104668,382.282016181,382.282016181,902.720545467,0.0,0.0,0.0,0.0,0.0,386.351417509,0.0,7595.51359154,0.0,0.0,577.731123307,387.67154629,386.505266066,0.0,0.0,0.0,385.019055667,386.124333579,0.0,0.0,0.0,0.0,0.0,514.541254324,1347.71796576,385.753500513,1420.4940496,383.20484543,0.0,0.0,381.134711211,0.0,0.0,382.973720674,382.973720674,0.0,0.0,0.0,0.0
2012-05-06,0.6352087114,0.0,0.000661375661376,0.00132275132275,0.0,1791.44229682,0.0,0.0,827.194652185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6601.09606267,0.0,0.0,414.857476618,409.721982991,411.206931283,1242.69863818,0.0,0.0,0.0,411.579851717,0.0,0.0,0.0,0.0,0.0,0.0,619.626613415,1244.57242985,966.541094322,619.564964417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-05-13,0.6700554529,0.0,0.0,0.00163452108532,0.0,1589.49345738,0.0,0.0,723.155939121,0.0,0.0,0.0,0.0,433.21178672,0.0,0.0,7360.82762499,0.0,0.0,436.493952727,0.0,0.0,437.152910989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,436.230925338,0.0,0.0,1515.27313897,429.595320572,1303.57044778,0.0,0.0,0.0,0.0,0.0,432.167902897,0.0,0.0,0.0,0.0,0.0,0.0
2012-05-20,0.5284650492,0.0,0.000320102432778,0.000320102432778,0.0,1534.98594256,0.0,0.0,878.057768343,437.531575388,0.0,0.0,0.0,438.455473134,0.0,0.0,6569.93605582,0.0,0.0,432.107653418,0.0,0.0,0.0,0.0,0.0,442.148170513,439.383280967,0.0,0.0,0.0,0.0,0.0,0.0,729.554864298,432.760186872,1024.93137256,438.720161014,0.0,441.557521368,0.0,0.0,437.531575388,0.0,0.0,0.0,0.0,0.0,0.0
2012-05-27,0.5425471159,0.0,0.000667111407605,0.00200133422282,0.0,1080.33410958,0.0,0.0,617.620016095,0.0,0.0,0.0,0.0,467.878340226,0.0,0.0,5544.2869687,0.0,0.0,463.028565779,0.0,919.302502201,459.51246751,0.0,0.0,460.281051277,0.0,0.0,0.0,0.0,0.0,0.0,466.610377244,917.792661812,462.341162274,1082.10767633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,457.991360937,0.0,0.0
2012-06-03,0.4905395936,0.0,0.0,0.000292654375183,0.0,678.754434936,0.0,0.0,458.325868387,0.0,0.0,0.0,0.0,451.264412659,0.0,0.0,5898.26316437,0.0,452.743052916,456.667270552,0.0,0.0,0.0,0.0,0.0,0.0,453.974820593,0.0,0.0,0.0,0.0,0.0,451.809253483,756.842588397,451.536668715,758.90180503,452.479977259,0.0,453.165033656,0.0,0.0,0.0,0.0,0.0,450.44961083,911.95945146,0.0,0.0
2012-06-10,0.0,0.0,0.000549299642955,0.00109859928591,0.0,455.128385684,448.954423087,448.954423087,0.0,0.0,0.0,0.0,0.0,453.606602111,0.0,0.0,4537.20327339,0.0,0.0,605.01769383,0.0,0.0,0.0,0.0,459.486560728,0.0,459.625462349,0.0,0.0,0.0,0.0,0.0,448.81923657,1140.50476822,453.469808805,1973.3684927,452.292906231,453.606602111,450.174776396,0.0,0.0,0.0,0.0,0.0,0.0,448.81923657,0.0,0.0
2012-06-17,0.0,0.0,0.0,0.00206794682422,0.0,1203.29713445,0.0,0.0,908.518582424,0.0,0.0,0.0,0.0,0.0,450.847911735,0.0,6158.07868049,0.0,0.0,900.963481598,0.0,0.0,0.0,0.0,0.0,0.0,452.751945148,0.0,0.0,0.0,0.0,0.0,0.0,674.730435841,450.339883812,904.007738292,453.847202348,897.69243679,453.298912161,0.0,0.0,0.0,0.0,0.0,0.0,449.322197298,0.0,0.0
2012-06-24,0.1897533207,0.0,0.000318066157761,0.00190839694656,0.0,743.084768986,0.0,0.0,1343.16142705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4301.2412564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,442.596652284,742.007833409,1041.80179728,441.227446268,0.0,0.0,0.0,443.664436729,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-07-01,0.0,0.0,0.0,0.00156985871272,0.0,627.04670276,0.0,0.0,942.384142942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5949.8267617,0.0,0.0,703.926256295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,469.085337208,783.159214828,469.894241171,942.632650429,0.0,470.460312747,0.0,467.918810457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-07-08,0.365630713,0.0,0.000525210084034,0.00236344537815,0.0,1154.45781692,431.600523784,431.600523784,865.876230328,0.0,0.0,0.0,0.0,432.556515331,0.0,0.0,4895.70660323,0.0,0.0,862.180372384,0.0,0.0,0.0,0.0,0.0,432.100359434,0.0,432.773705516,0.0,0.0,0.0,0.0,0.0,1725.93084404,432.556672921,1300.38533516,866.594338653,0.0,0.0,0.0,0.0,431.558664545,0.0,0.0,0.0,0.0,0.0,0.0
2012-07-15,0.5309734513,0.0,0.0,0.0015873015873,0.0,714.29549088,0.0,0.0,571.954964077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6418.62204048,0.0,0.0,426.485848278,858.5808659,426.228774228,0.0,0.0,0.0,0.0,428.929353542,0.0,0.0,0.0,0.0,0.0,428.28201072,641.428968894,429.031512303,858.450717043,0.0,0.0,427.129892144,0.0,0.0,0.0,859.099332606,859.099332606,0.0,0.0,0.0,0.0
2012-07-22,0.3831417625,0.0,0.000529941706412,0.00211976682565,0.0,721.529195086,0.0,0.0,721.354544281,0.0,0.0,0.0,0.0,431.299639102,0.0,0.0,4607.47117595,0.0,0.0,430.040331089,0.0,0.0,433.545711341,0.0,0.0,0.0,0.0,0.0,0.0,432.826710409,0.0,0.0,431.462175766,862.42066398,431.364652609,1589.63367287,0.0,0.0,0.0,0.0,0.0,431.654091386,432.957394802,432.957394802,0.0,431.170983652,0.0,430.689546565
2012-07-29,0.6315789474,0.0,0.000579878225573,0.00347926935344,0.0,855.781566531,427.944752091,427.944752091,641.507215609,0.0,0.0,0.0,0.0,427.275332998,0.0,0.0,4844.29533995,0.0,0.0,0.0,425.492704668,0.0,0.0,426.44686347,0.0,0.0,428.179482735,0.0,0.0,0.0,0.0,0.0,0.0,641.780922807,570.075813668,1143.7750573,0.0,0.0,0.0,0.0,0.0,0.0,427.662357756,427.662357756,0.0,427.803688152,0.0,0.0
2012-08-05,0.6134969325,0.0,0.0,0.000957243139757,0.0,873.045170526,0.0,0.0,870.562279983,0.0,0.0,0.0,0.0,441.269569875,0.0,0.0,4666.45205758,0.0,0.0,438.914556351,441.402723034,0.0,0.0,0.0,441.003504412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1747.38650288,435.79781227,1755.8100774,0.0,436.320145905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,441.802665097,0.0,0.0
2012-08-12,0.6060606061,0.000278473962684,0.000556947925369,0.00278473962684,0.0,1002.6189105,431.479056154,431.479056154,716.365994376,432.651907711,0.0,0.0,0.0,432.521276097,0.0,0.0,5145.59252128,0.0,0.0,427.360247099,425.96960691,426.331702582,0.0,431.739139974,0.0,0.0,430.251725569,0.0,0.0,0.0,0.0,0.0,854.359061985,1143.54152747,428.989372428,2295.04112293,433.175224201,0.0,432.651907711,0.0,0.0,0.0,427.876382663,427.876382663,0.0,428.005611411,0.0,0.0
2012-08-19,0.6263048017,0.0,0.000280033604032,0.00280033604032,0.0,1256.88964306,415.901447919,415.901447919,559.535786264,0.0,0.0,0.0,0.0,419.965449638,0.0,0.0,5722.7857829,832.304283961,0.0,416.403138447,0.0,0.0,0.0,419.218499807,419.71222959,0.0,416.528750254,0.0,0.0,0.0,0.0,0.0,415.776214119,698.397556927,839.448688301,1400.59551274,419.850996035,416.026757183,420.092174276,0.0,0.0,0.0,0.0,0.0,0.0,417.239430819,0.0,0.0
2012-08-26,0.3838771593,0.0,0.0,0.0013092432574,0.0,1187.83007864,397.78556483,397.78556483,796.328350124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6209.96235684,0.0,0.0,0.0,0.0,396.846543917,0.0,0.0,0.0,398.044028962,0.0,0.0,0.0,398.145334711,0.0,0.0,397.665785979,924.467592964,398.866830334,1325.72177645,0.0,0.0,0.0,0.0,0.0,0.0,395.55404052,395.55404052,397.30688184,0.0,0.0,0.0
2012-09-02,0.6622516556,0.000328947368421,0.000657894736842,0.00197368421053,404.41531165,808.67523113,404.41531165,404.41531165,807.14756679,0.0,0.0,0.0,0.0,0.0,403.503878912,0.0,6326.33724223,0.0,0.0,404.324370626,404.659082181,0.0,405.392160228,807.007757823,0.0,0.0,404.874259617,0.0,0.0,809.562155367,0.0,0.0,0.0,1076.27390454,673.129705389,1215.52051327,406.005090619,0.0,404.026770234,0.0,0.0,0.0,0.0,0.0,403.928650625,808.587072976,0.0,0.0
2012-09-09,0.0,0.0,0.00110405741099,0.00248412917472,0.0,1255.91615371,0.0,0.0,1130.66551105,0.0,0.0,0.0,0.0,377.148969353,0.0,0.0,6896.6638831,750.114709062,0.0,377.258709636,373.444488116,0.0,0.0,0.0,376.921565693,373.219521557,751.71082407,0.0,0.0,375.458298528,0.0,0.0,377.93827778,1755.18234957,878.230375089,1258.3470845,377.376647571,0.0,377.262774111,0.0,0.0,373.219521557,0.0,0.0,0.0,377.604600847,0.0,0.0
2012-09-16,0.6329113924,0.0,0.000543183052689,0.0024443237371,0.0,1259.49053853,373.208045416,373.208045416,756.205692959,373.994456107,0.0,0.0,0.0,374.784187991,0.0,0.0,7670.65601807,376.935814788,0.0,376.880895961,0.0,747.538858718,0.0,748.890646889,0.0,374.897279176,759.946049871,0.0,0.0,1005.23837175,0.0,0.0,0.0,1507.86160486,563.800587192,1009.49689694,567.067935988,0.0,0.0,379.629468855,0.0,379.400776404,0.0,0.0,0.0,758.573066945,0.0,0.0
2012-09-23,0.6745362563,0.000302023557838,0.000906070673513,0.000906070673513,383.037422252,1894.77518772,0.0,0.0,885.157424293,0.0,0.0,0.0,0.0,375.80295239,0.0,0.0,7570.37508488,939.78481897,0.0,564.369406052,375.124403575,0.0,764.229436868,0.0,753.423023922,375.350314086,753.650781789,0.0,0.0,1008.47908643,379.629005639,0.0,0.0,1261.21901611,376.02968117,1519.18277552,1010.60993186,376.143148183,377.297309362,0.0,0.0,568.16781014,0.0,0.0,383.500447241,379.687102269,0.0,0.0
2012-09-30,0.8672851956,0.0,0.0,0.00142612664005,0.0,1122.84914501,374.127614525,374.127614525,748.791961938,747.947995558,0.0,0.0,0.0,746.240124749,0.0,0.0,8346.75092839,870.920313354,0.0,746.000165209,374.876771461,374.353128457,0.0,0.0,0.0,0.0,374.691909569,0.0,0.0,2060.66450007,0.0,0.0,374.014959416,1369.74011234,872.38446065,1624.64644978,623.389873814,0.0,0.0,0.0,0.0,559.120922373,375.103146323,375.103146323,0.0,372.410630642,0.0,0.0
2012-10-07,1.0761259466,0.000284981476204,0.000569962952408,0.00113992590482,0.0,1489.53091041,0.0,0.0,1366.24994414,0.0,0.0,0.0,0.0,369.293311596,750.615228529,0.0,8426.64844868,753.103705778,0.0,370.48169394,739.625506348,367.116541938,371.040996014,370.258444953,0.0,373.154212258,620.828170251,0.0,0.0,1610.15802525,0.0,0.0,0.0,1117.10262594,738.753657053,1243.60975979,1117.58838224,370.817072661,0.0,0.0,0.0,376.325014424,0.0,0.0,0.0,0.0,0.0,0.0
2012-10-14,1.2038359518,0.00164158686731,0.00191518467852,0.00383036935705,349.556786255,1062.20717689,529.355060721,529.355060721,709.244224964,0.0,0.0,0.0,348.925817327,349.662169669,0.0,0.0,8371.34918202,471.190584249,0.0,351.756734035,349.030820582,471.226654341,1050.57012391,0.0,0.0,0.0,533.872232245,0.0,0.0,2002.27884898,698.902932687,0.0,0.0,1062.06572073,589.556593863,1892.67600282,944.801764883,355.449630163,0.0,348.088060262,0.0,588.66858911,527.92709354,527.92709354,698.061641164,0.0,0.0,0.0
2012-10-21,0.645551745,0.000515065670873,0.00103013134175,0.00412052536698,0.0,1767.21723393,354.219291835,354.219291835,1591.36034854,0.0,0.0,0.0,354.112631404,705.890568646,0.0,0.0,7054.90294111,351.46554356,0.0,709.293153734,0.0,351.996686749,352.994924132,352.633208786,0.0,0.0,705.724088573,0.0,0.0,1174.2297276,0.0,0.0,351.465830886,1764.05799543,588.017321243,1887.94185381,886.445450592,352.952333862,710.364269944,706.757467081,0.0,0.0,354.646576867,354.646576867,0.0,349.777480031,0.0,0.0
2012-10-28,1.0880937435,0.00149365197909,0.0017425939756,0.00448095593727,0.0,1903.31880138,0.0,0.0,1071.36525886,0.0,0.0,0.0,0.0,715.936293575,0.0,0.0,8432.63676625,352.621178327,0.0,353.152714622,352.515063016,0.0,356.063185513,0.0,0.0,0.0,357.435906927,0.0,0.0,1188.07107814,355.526460784,0.0,474.441394529,950.674724893,356.474879359,1191.66539713,355.031729197,360.05930276,356.170724983,0.0,0.0,718.60119726,0.0,0.0,0.0,360.494288327,0.0,0.0
2012-11-04,0.9523809524,0.00228021281986,0.00278692677983,0.00734735241956,0.0,1255.46218528,0.0,0.0,1027.7421613,0.0,0.0,0.0,0.0,341.946491551,0.0,0.0,7404.55518436,512.636160537,0.0,343.814622199,0.0,342.193213363,0.0,0.0,343.0903663,0.0,342.503545781,0.0,0.0,1704.27456294,0.0,0.0,0.0,1139.88147257,510.996068768,1371.80726508,679.792513237,0.0,339.793692872,343.607380113,0.0,1027.45338943,0.0,0.0,340.957487043,0.0,0.0,0.0
2012-11-11,1.0229685389,0.0042194092827,0.00515705578997,0.0084388185654,0.0,939.641422386,877.50929376,877.50929376,1235.20984121,351.25468347,351.25468347,0.0,350.787835984,704.686975196,0.0,0.0,7509.05543778,351.715021801,0.0,527.997154315,0.0,351.750920623,0.0,0.0,0.0,0.0,352.529595336,0.0,0.0,937.730859303,0.0,0.0,1055.81744985,1174.04936214,939.250876999,1177.49270043,1057.90936674,350.999217627,351.847297887,0.0,0.0,0.0,702.633536371,702.633536371,350.471240464,0.0,0.0,0.0
2012-11-18,1.1461318052,0.00777777777778,0.00962962962963,0.0133333333333,390.580795814,912.760474301,777.482961163,777.482961163,521.824978435,389.719485535,0.0,0.0,390.463186421,782.065862196,389.524854942,0.0,8327.83528759,390.738185465,0.0,0.0,0.0,390.032980517,391.524227688,390.816227276,0.0,0.0,521.115809489,0.0,0.0,1942.53790387,0.0,0.0,780.06470143,1431.52130919,520.683006729,1958.85545651,0.0,0.0,0.0,0.0,0.0,389.719485535,586.343017912,586.343017912,780.221565645,0.0,0.0,0.0
2012-11-25,1.2001477105,0.00608716824933,0.00803506208912,0.0129047966886,0.0,1096.45758303,0.0,0.0,1206.30170505,327.648737578,0.0,0.0,328.739088351,328.341706018,0.0,0.0,8867.81149977,328.143662327,0.0,328.308647489,0.0,0.0,328.392253917,0.0,0.0,327.945985422,821.895109941,0.0,328.34081397,492.414719067,0.0,0.0,327.847236255,1752.71251408,766.72538292,878.624997133,658.073594966,328.639921205,0.0,0.0,0.0,983.842268628,657.212017171,657.212017171,0.0,987.110847594,329.733774999,0.0
2012-12-02,1.2894786021,0.00815418828762,0.0101309612058,0.0138374104275,0.0,1336.20267038,335.234435734,335.234435734,1113.83311438,0.0,0.0,0.0,664.852237262,777.824275523,0.0,0.0,9108.48134795,331.722914496,0.0,444.169320057,0.0,0.0,336.044180748,670.873011837,0.0,331.772797514,835.000970068,0.0,0.0,554.986350374,671.07526478,0.0,670.266983823,1333.58416894,1111.31179467,1894.98866827,1003.28401903,0.0,0.0,0.0,0.0,331.57272329,1111.0434751,1111.0434751,500.434778857,332.727320188,334.276513566,0.0
2012-12-09,1.278574196,0.00935269505292,0.0120600541472,0.0152596603495,0.0,1998.49718761,0.0,0.0,1000.23846781,0.0,0.0,0.0,665.186540806,335.974241009,0.0,0.0,8868.21588164,0.0,328.532574571,668.397560334,330.751907585,336.583073823,0.0,661.1048382,328.433708313,328.730485761,329.226308514,0.0,0.0,498.34704206,0.0,0.0,553.478893773,1219.66553702,998.258983652,1668.57626748,1325.4064381,0.0,0.0,328.928635541,332.392671326,335.974241009,443.477243554,443.477243554,331.814523257,335.367606809,0.0,663.984396456
