Week,NE,athena_flu,athena_ILI,athena_viral,thermoscan,influenza b symptoms,strep,flu fever,flu how long,how long flu,upper respiratory,strep throat,ear thermometer,expectorant,how long contagious,influenza a treatment,rsv in adults,influenza a symptoms,fever cough,oscillococcinum,flu symptoms,cold and flu,acute bronchitis,fever flu,what to eat when you have the flu,tamiflu side effects,symptoms of flu,cold,flu shots,high fever,symptoms of rsv,body temperature,symptoms of bronchitis,robitussin,influenza symptoms,walking pneumonia,clarithromycin,tessalon,symptoms of pneumonia,stomach flu,tussin,how long does the flu last,flu virus,rsv baby,flu shot,rsv infection,symptoms of influenza,symptoms of influenza b,what is influenza,rsv,pneumonia,influenza a incubation period,bronchitis,cough fever,flu and cold,sinus,how to break a fever,what is influenza b,the flu,what is influenza a,flu a,normal body temperature,how long does influenza last,gripe,rsv symptoms,oseltamivir,flu vaccine,cold vs flu,a influenza,human temperature,influenza a,influenza b,flu medicine,cold symptoms,stomach flu symptoms,symptoms of the flu,what is rsv,incubation period for influenza
2011-04-03,0.8942337342,,,,0.0,0.0,958.60189729,0.0,144.076644187,144.076644187,143.107907968,908.20208903,143.903005568,0.0,285.073600852,0.0,0.0,0.0,144.207148394,0.0,143.345550665,144.218694197,0.0,0.0,0.0,0.0,0.0,7613.31434248,0.0,288.176437802,0.0,360.131166392,0.0,214.856204333,144.207148394,215.026609473,0.0,143.237691203,215.744910915,238.719660273,0.0,0.0,434.887621853,0.0,0.0,142.881925851,0.0,0.0,142.364862187,478.332242994,1343.35890226,0.0,721.725060048,144.207148394,144.218694197,1289.86512816,0.0,0.0,239.037437684,0.0,142.622925381,0.0,0.0,144.425181579,144.305809084,0.0,144.212999051,0.0,334.812583687,0.0,334.812583687,431.189354933,0.0,143.490976759,142.6660269,142.493776943,0.0,0.0
2011-04-10,1.4393939394,,,,0.0,0.0,1413.47738477,0.0,141.179835269,141.179835269,0.0,1269.28438369,0.0,141.835544329,212.095930336,0.0,0.0,141.045839652,280.419665387,141.493359662,235.212414139,0.0,141.493359662,0.0,141.344033817,0.0,141.162909552,5461.06717636,140.960872279,140.99794549,0.0,211.258923412,0.0,140.294194807,212.138519818,282.496331088,0.0,0.0,0.0,234.702451055,0.0,141.276005861,141.514997268,0.0,141.557802773,0.0,0.0,0.0,0.0,658.226080039,1084.60831404,0.0,472.606790076,280.419665387,0.0,1315.33445655,0.0,0.0,470.185364258,141.237802721,188.297712868,141.13090952,0.0,0.0,141.418678271,0.0,141.386735942,0.0,188.042286839,0.0,188.042286839,140.83361299,0.0,211.903949786,141.792680761,0.0,0.0,0.0
2011-04-17,1.0542168675,,,,0.0,0.0,873.784790035,164.063015796,164.310770275,164.310770275,163.865349512,708.961268806,0.0,163.520114149,163.692486691,0.0,0.0,0.0,0.0,0.0,164.112506902,0.0,163.372176772,164.063015796,0.0,0.0,163.865349512,6328.78023465,0.0,163.372176772,0.0,163.574186974,0.0,163.914721416,163.332665783,162.890029833,163.767272725,164.360410991,326.665331567,245.156376681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163.457113055,1148.12187066,0.0,493.547566712,0.0,0.0,1469.98279508,0.0,0.0,328.25242632,0.0,0.0,0.0,0.0,0.0,163.086460378,0.0,0.0,0.0,244.659391166,0.0,244.659391166,0.0,0.0,244.954650685,0.0,0.0,0.0,0.0
2011-04-24,0.5138339921,,,,0.0,169.585673786,1190.14981118,170.427217736,169.79109211,169.79109211,0.0,509.613567199,0.0,0.0,168.57997422,0.0,0.0,170.427217736,169.279715493,0.0,339.222843882,170.324488853,0.0,170.427217736,0.0,0.0,0.0,5325.00903146,170.530070613,169.457665311,0.0,339.577576233,0.0,169.34616599,226.282668422,169.80621495,169.880612569,0.0,169.279715493,282.426526824,0.0,0.0,170.497052651,0.0,170.684582909,0.0,168.732397344,170.513449228,0.0,339.525284393,851.27763621,0.0,626.052916488,169.279715493,170.324488853,1413.08822081,0.0,0.0,452.63436882,0.0,170.736149249,340.068608636,0.0,170.497052651,169.089125456,0.0,168.885096346,0.0,339.305443227,170.633047709,339.305443227,169.763209024,0.0,282.954653011,0.0,170.256303031,0.0,0.0
2011-05-01,0.4215456674,,,,0.0,0.0,913.645987647,0.0,0.0,0.0,0.0,740.914670688,0.0,0.0,171.555720014,0.0,0.0,0.0,0.0,0.0,255.724636168,171.005818109,0.0,0.0,0.0,0.0,255.570414904,6734.27463298,0.0,0.0,0.0,170.697143348,0.0,255.416595742,0.0,171.212222235,171.212222235,170.753580483,170.799911044,227.573253855,0.0,0.0,171.522764355,0.0,170.13490809,0.0,0.0,0.0,0.0,170.414744052,800.439945826,0.0,459.140289766,0.0,171.005818109,1593.25505738,0.0,0.0,170.698852749,0.0,340.064463244,0.0,0.0,0.0,0.0,0.0,171.212222235,0.0,0.0,169.77608183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-05-08,0.283286119,,,,0.0,0.0,874.929767832,0.0,0.0,0.0,175.261741874,465.408679712,0.0,0.0,175.156098871,0.0,0.0,0.0,173.510604902,0.0,261.916334993,0.0,174.033857631,0.0,0.0,0.0,173.928954763,7986.91733107,0.0,261.514472873,0.0,174.106855314,174.945194477,261.916444867,0.0,174.969855361,0.0,0.0,0.0,261.521557022,174.945194477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.864324688,174.343203614,701.20053362,0.0,440.342580485,173.510604902,0.0,1105.02647356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,349.517842475,0.0,350.417808895,174.086356532,173.354242086,0.0,0.0
2011-05-15,0.3950617284,,,,0.0,0.0,1238.69780974,0.0,0.0,0.0,168.482705187,561.790450133,0.0,0.0,169.423976643,0.0,0.0,0.0,0.0,0.0,169.270651777,0.0,0.0,0.0,0.0,0.0,168.482705187,6584.36747263,0.0,169.066649786,0.0,337.165715853,0.0,0.0,0.0,167.921791441,168.022979625,0.0,0.0,336.226497343,168.863138923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.530755326,337.086673486,450.946204258,0.0,395.806642056,0.0,0.0,1291.39195524,0.0,0.0,336.045959249,0.0,0.0,168.174990764,0.0,169.16858928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.16858928,0.0,0.0,0.0,0.0
2011-05-22,0.1850709439,,,,0.0,0.0,948.172509465,0.0,0.0,0.0,171.034851068,743.463646795,0.0,0.0,343.507352179,0.0,0.0,0.0,171.804700833,0.0,257.508528712,0.0,0.0,0.0,0.0,0.0,0.0,5212.72213877,172.063911305,171.138008397,0.0,256.780118488,171.664499994,0.0,0.0,0.0,343.10377016,172.271843524,170.62346237,170.880348041,0.0,0.0,172.399639764,0.0,0.0,0.0,0.0,0.0,0.0,228.832213347,803.299584074,0.0,518.207683407,171.804700833,0.0,971.486796136,0.0,0.0,343.172891796,0.0,172.271843524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.167814633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-05-29,0.1833740831,,,,0.0,0.0,588.475919577,0.0,0.0,0.0,0.0,489.21725988,0.0,0.0,194.78986774,0.0,0.0,0.0,196.982971359,0.0,194.848539387,0.0,0.0,0.0,0.0,0.0,0.0,4442.03523076,0.0,0.0,0.0,260.777079957,0.0,195.763891919,195.676043043,0.0,195.555366011,0.0,0.0,194.78986774,0.0,0.0,197.280798652,0.0,195.319188033,0.0,0.0,0.0,0.0,195.970060317,688.463196867,0.0,525.534827784,196.982971359,0.0,1694.43077528,0.0,0.0,393.135041363,0.0,196.686041948,196.745356195,0.0,195.353302357,0.0,0.0,195.142428587,0.0,0.0,0.0,0.0,0.0,0.0,196.017406825,0.0,0.0,0.0,0.0
2011-06-05,0.3302509908,,,,0.0,0.0,683.787236904,0.0,0.0,0.0,0.0,745.303688028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186.448025124,187.055442663,0.0,0.0,0.0,0.0,0.0,5527.73847363,0.0,278.546123222,0.0,248.008537143,0.0,186.999083687,0.0,185.660500225,187.281218696,187.50754041,0.0,560.32196096,0.0,0.0,0.0,0.0,186.673612571,0.0,0.0,0.0,186.504370855,186.085470477,1116.65444803,0.0,467.252493744,0.0,187.055442663,744.379860212,0.0,186.279192019,185.941532217,185.942441446,0.0,185.996938897,0.0,0.0,0.0,0.0,0.0,187.111835622,185.942441446,0.0,185.942441446,0.0,0.0,374.223671243,0.0,0.0,0.0,0.0
2011-06-12,0.0875656743,,,,0.0,0.0,665.836699488,0.0,0.0,0.0,180.619952051,725.063006475,0.0,0.0,181.423575401,0.0,0.0,0.0,0.0,0.0,272.5583046,0.0,0.0,0.0,0.0,0.0,0.0,5445.07166433,0.0,181.413350058,0.0,0.0,0.0,0.0,0.0,180.746664993,181.366827399,0.0,0.0,0.0,180.257131443,0.0,181.07450054,0.0,0.0,0.0,0.0,0.0,0.0,180.311393072,787.921722518,0.0,457.072279524,0.0,0.0,543.155394149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.511423098,0.0,0.0,182.636468058,0.0,0.0,0.0,0.0,0.0,0.0,180.583191976,0.0,182.19611491,0.0,0.0
2011-06-19,0.1680672269,,,,0.0,0.0,354.748550342,0.0,178.198382427,178.198382427,0.0,442.604748171,177.767821551,0.0,176.973791865,0.0,0.0,0.0,0.0,0.0,177.56120654,0.0,177.293391749,0.0,0.0,0.0,0.0,5438.19783892,0.0,177.044456185,0.0,0.0,176.951811349,177.072580372,0.0,0.0,0.0,178.360380956,177.453983589,265.047311932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177.239925708,592.016714645,0.0,237.739229312,0.0,0.0,885.259060621,176.556574304,0.0,352.369081167,0.0,0.0,0.0,0.0,176.450118727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,266.134939739,0.0,0.0,0.0,0.0
2011-06-26,0.0656598818,,,,0.0,0.0,746.435120467,0.0,0.0,0.0,186.297787278,806.58656966,0.0,0.0,248.105649287,0.0,0.0,187.60348151,0.0,0.0,184.860808119,0.0,0.0,0.0,0.0,0.0,184.582403288,6585.30853966,0.0,0.0,0.0,184.360282466,0.0,279.973052214,186.814284172,186.017302804,184.916589896,185.140054053,0.0,187.208051106,0.0,0.0,0.0,0.0,186.861301456,0.0,0.0,0.0,0.0,185.380858158,373.396088951,0.0,0.0,0.0,0.0,495.539093241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.140054053,0.0,0.0,0.0,0.0,185.028254503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-07-03,0.1236093943,,,,0.0,0.0,928.485322675,0.0,0.0,0.0,198.780826043,662.261062108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198.398492677,0.0,0.0,0.0,0.0,0.0,197.860503392,4439.59083872,0.0,198.683515945,0.0,0.0,0.0,198.46659191,0.0,198.76602853,199.073684845,199.006229169,198.290667454,198.227691408,0.0,0.0,0.0,199.367620626,199.140936236,0.0,0.0,0.0,0.0,198.287362598,199.435090012,0.0,399.730170189,0.0,0.0,1123.40041734,0.0,0.0,0.0,0.0,199.02075462,0.0,0.0,198.474370856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197.979804269,0.0,0.0,0.0,0.0,0.0
2011-07-10,0.0517063082,,,,0.0,0.0,840.661986469,179.618092062,179.273594398,179.273594398,180.673476184,539.437608628,0.0,0.0,716.877863588,0.0,0.0,179.003278363,0.0,0.0,0.0,0.0,0.0,179.618092062,0.0,0.0,178.787611762,5461.27165762,0.0,0.0,0.0,179.808306854,0.0,180.837080298,179.003278363,0.0,0.0,0.0,180.891680866,269.989869006,0.0,179.816683142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,601.222457039,0.0,241.204785712,0.0,0.0,599.067520909,0.0,0.0,269.742226841,0.0,0.0,0.0,0.0,179.442690729,0.0,0.0,0.0,0.0,179.219465897,179.219465897,179.219465897,180.419397241,0.0,178.949312949,179.381949547,0.0,0.0,0.0
2011-07-17,0.1484780995,,,,0.0,0.0,587.92917121,0.0,0.0,0.0,0.0,410.855778902,0.0,0.0,177.162512254,0.0,0.0,0.0,176.735396811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5814.62044335,0.0,262.961192423,0.0,263.869854036,0.0,348.521604028,0.0,0.0,0.0,0.0,0.0,175.780205851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177.644368588,0.0,882.800707847,0.0,177.096704145,176.735396811,0.0,995.388762949,0.0,0.0,177.109133973,177.109133973,0.0,0.0,0.0,175.967069696,0.0,0.0,176.257581184,0.0,177.109133973,176.364016921,177.109133973,0.0,0.0,263.948708198,0.0,0.0,0.0,0.0
2011-07-24,0.2643754131,,,,0.0,0.0,729.773033735,0.0,0.0,0.0,155.192382961,363.959937079,156.313291365,0.0,156.360402061,0.0,0.0,0.0,154.819100019,0.0,234.901481144,156.407541164,0.0,0.0,0.0,0.0,0.0,6404.00577714,0.0,156.427855777,0.0,156.11859847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.610060941,0.0,0.0,0.0,0.0,0.0,0.0,155.192382961,0.0,0.0,0.0,417.400401196,0.0,315.472815977,154.819100019,156.407541164,1195.08541127,156.542449869,0.0,312.108527976,0.0,0.0,156.589686577,0.0,154.865662154,0.0,0.0,156.589686577,0.0,0.0,0.0,0.0,0.0,0.0,155.37970026,0.0,0.0,0.0,0.0
2011-07-31,0.0746268657,,,,0.0,0.0,615.965898438,0.0,0.0,0.0,0.0,378.08670268,143.097042223,141.576211821,141.533542679,0.0,0.0,0.0,0.0,0.0,141.875617707,0.0,0.0,0.0,0.0,0.0,141.49089925,5679.92634747,141.448281509,0.0,0.0,330.770895934,141.422937463,141.747145973,0.0,0.0,0.0,0.0,142.451685749,140.801304178,0.0,0.0,0.0,0.0,142.047276046,0.0,0.0,0.0,0.0,141.618906698,521.764239883,0.0,285.230886351,0.0,0.0,944.568282094,0.0,0.0,140.843688676,0.0,0.0,143.487070503,0.0,283.272232893,0.0,0.0,0.0,141.961394985,0.0,141.49089925,0.0,0.0,0.0,213.435339166,0.0,0.0,0.0,0.0
2011-08-07,0.1349527665,,,,0.0,0.0,649.023382871,137.942385558,138.316889772,138.316889772,139.756567704,693.811445397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.233752876,0.0,139.925152225,137.942385558,0.0,0.0,138.087647642,4398.90130531,140.009597097,0.0,0.0,323.674378638,138.568090956,138.08802382,0.0,140.009597097,138.44242461,0.0,0.0,138.514139801,206.934004904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.925152225,138.191774475,417.553794582,0.0,372.343545501,0.0,0.0,692.808104356,0.0,0.0,138.651995341,139.672427688,138.212620145,0.0,0.0,139.882967977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.212620145,0.0,138.191829293,0.0,0.0
2011-08-14,0.3698224852,,,,0.0,0.0,350.941354472,149.323552092,0.0,0.0,300.778331044,350.035972847,0.0,150.343826612,0.0,0.0,0.0,0.0,0.0,0.0,225.075938656,0.0,0.0,149.323552092,0.0,0.0,0.0,5260.25141798,0.0,150.746450807,0.0,150.519491381,0.0,150.383643464,0.0,0.0,0.0,0.0,150.293214334,150.117541502,0.0,0.0,0.0,0.0,150.928511738,0.0,0.0,0.0,0.0,150.837426335,401.64346686,0.0,302.079499884,0.0,0.0,1149.55905498,0.0,0.0,226.01160144,0.0,150.343826612,0.0,0.0,0.0,0.0,0.0,150.661774281,0.0,149.503894547,0.0,149.503894547,0.0,0.0,301.67485267,150.207973756,0.0,0.0,0.0
2011-08-21,0.1910828025,,,,0.0,0.0,917.369873487,0.0,0.0,0.0,162.394761466,646.259437107,0.0,0.0,161.225434526,0.0,0.0,0.0,0.0,0.0,323.123506133,0.0,0.0,0.0,0.0,0.0,161.123652501,5986.21204872,161.18126322,215.467784477,0.0,161.468834964,0.0,322.830910142,0.0,325.476181543,0.0,163.280551074,161.395995499,0.0,0.0,0.0,0.0,0.0,243.019979425,0.0,0.0,0.0,0.0,0.0,378.303296321,0.0,486.763085244,0.0,0.0,1022.30148772,0.0,0.0,483.370957502,0.0,322.441605457,0.0,0.0,0.0,0.0,0.0,322.362526439,0.0,0.0,0.0,0.0,0.0,0.0,161.809743516,0.0,161.172212975,0.0,0.0
2011-08-28,0.3134796238,0.0,0.0,0.015306122449,0.0,0.0,1102.54212939,0.0,0.0,0.0,0.0,471.697260478,314.435544544,0.0,209.479754299,0.0,0.0,0.0,156.508732409,0.0,156.898381689,0.0,156.957820529,0.0,0.0,0.0,0.0,5401.24764489,314.759627426,235.382957607,0.0,261.885959001,0.0,0.0,0.0,157.332424428,0.0,157.242336216,0.0,0.0,157.014209333,0.0,0.0,0.0,236.33975779,0.0,0.0,0.0,0.0,156.874877078,525.449549756,0.0,316.00658933,156.508732409,0.0,1360.49202743,0.0,0.0,235.929946656,0.0,157.075450812,0.0,0.0,156.555802705,0.0,0.0,157.453132261,0.0,157.147383114,156.838820124,157.147383114,0.0,0.0,157.298383722,157.28985581,0.0,0.0,0.0
2011-09-04,0.9329940628,0.0,0.0,0.0125260960334,0.0,162.766056367,1244.54820002,161.530813328,0.0,0.0,0.0,756.182648203,0.0,160.764571835,161.603706235,0.0,0.0,0.0,162.78241457,0.0,488.91222002,162.471723535,0.0,161.530813328,0.0,0.0,325.172168284,5623.37814753,269.934103117,162.422771524,0.0,378.058743069,162.077323812,0.0,487.709148391,162.667827003,162.667827003,0.0,0.0,325.303583704,0.0,0.0,0.0,0.0,243.248391135,0.0,0.0,0.0,0.0,162.946095456,1192.14013922,0.0,706.613396772,162.78241457,162.471723535,1725.90911211,0.0,0.0,216.330172986,0.0,242.661410243,162.667827003,0.0,0.0,0.0,0.0,163.241466022,0.0,161.613084187,215.970148481,161.613084187,162.471723535,0.0,323.225874332,162.831793682,162.847875989,0.0,0.0
2011-09-11,3.052064632,0.0,0.0,0.0084388185654,0.0,0.0,942.764845864,149.022374911,299.398268214,299.398268214,0.0,693.33577398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,297.028189442,149.247280397,149.112255716,149.022374911,0.0,0.0,222.731915813,6245.84925416,370.712373446,148.570020405,0.0,297.642015737,0.0,223.119149025,0.0,148.217054553,0.0,149.835224229,147.897546531,148.529289811,0.0,148.838427621,0.0,0.0,446.477966861,0.0,0.0,0.0,0.0,298.404490015,943.860411485,0.0,498.185881574,0.0,149.247280397,890.565917547,0.0,0.0,298.002358833,0.0,396.684600137,148.440542271,0.0,148.844523184,0.0,0.0,148.706185229,0.0,0.0,148.344097094,0.0,148.075843754,0.0,223.163501819,148.478588569,0.0,0.0,0.0
2011-09-18,1.0954616588,0.0,0.0,0.00492610837438,0.0,0.0,744.303217639,0.0,149.147412012,149.147412012,0.0,495.017183983,0.0,0.0,148.912888407,0.0,0.0,0.0,0.0,0.0,297.38923351,148.945051136,149.034898856,0.0,0.0,0.0,222.455433869,6348.14257432,495.359091642,0.0,149.022144847,447.953729588,148.733583304,297.239699096,149.182658133,148.574466606,0.0,148.823181848,148.752989859,297.416450383,148.720905075,0.0,0.0,0.0,744.468074083,0.0,0.0,0.0,147.817975073,198.000466007,745.308832628,0.0,797.533453657,0.0,148.945051136,1484.19942322,0.0,0.0,297.621018977,0.0,447.876826868,149.112079756,0.0,0.0,0.0,0.0,396.687988133,0.0,147.684364369,147.684364369,147.684364369,0.0,147.907183265,148.612161903,148.823181848,0.0,0.0,0.0
2011-09-25,0.9337068161,0.0,0.0,0.00880281690141,0.0,0.0,885.301531865,0.0,148.178491378,148.178491378,147.285746651,539.655504375,0.0,0.0,147.270576876,0.0,0.0,0.0,148.312711026,0.0,368.326179287,0.0,0.0,0.0,0.0,0.0,294.438323537,5701.97524375,220.795510379,146.53516737,0.0,293.477828288,0.0,147.219562823,0.0,147.330484919,0.0,0.0,147.567365822,342.979852747,0.0,0.0,0.0,0.0,589.967910904,0.0,0.0,0.0,146.53516737,0.0,836.797851646,0.0,691.08907626,148.312711026,0.0,1176.20664639,0.0,0.0,392.700909912,0.0,441.06141088,0.0,0.0,147.048583242,0.0,0.0,392.950911189,0.0,147.270576876,0.0,147.270576876,0.0,0.0,367.122437429,146.57937104,146.99807889,0.0,0.0
2011-10-02,0.5926388022,0.0,0.0,0.00152207001522,0.0,0.0,691.215418267,148.134716816,0.0,0.0,148.046991219,886.196598751,147.791777873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,294.848890619,147.006899544,0.0,148.134716816,0.0,0.0,146.78537016,5374.92468358,344.789034377,147.479960666,0.0,147.868835995,0.0,147.711789096,0.0,147.095698638,0.0,0.0,146.432308536,220.898082676,0.0,0.0,0.0,0.0,1086.18900741,0.0,0.0,0.0,148.714845779,293.92508038,1087.51844763,0.0,149.304862586,0.0,147.006899544,1181.3234532,0.0,0.0,443.389177822,0.0,591.857213453,0.0,0.0,146.476348328,0.0,0.0,394.467017971,0.0,0.0,148.266774535,0.0,148.088301138,148.35617265,147.568924636,148.539138969,0.0,0.0,0.0
2011-10-09,0.3797031412,0.0,0.0,0.00191570881226,0.0,0.0,623.850883629,144.147692505,144.197119657,144.197119657,143.545233945,670.67283203,0.0,0.0,215.89939585,0.0,0.0,0.0,0.0,0.0,239.597787846,0.0,0.0,144.147692505,0.0,0.0,143.628556906,5516.83105208,527.042437743,0.0,0.0,287.601930414,143.88773693,144.017399321,288.29538501,143.848712241,0.0,191.881717558,239.13658073,215.422509375,0.0,0.0,0.0,0.0,1392.14175755,0.0,0.0,0.0,0.0,287.372799911,1009.26677046,0.0,530.374715358,0.0,0.0,1100.69298754,143.675139134,0.0,527.306261178,0.0,287.719651062,0.0,0.0,286.486066904,0.0,0.0,431.986989184,0.0,0.0,0.0,0.0,0.0,0.0,215.899081814,0.0,143.673487737,0.0,0.0
2011-10-16,0.2849905003,0.0,0.00155279503106,0.00621118012422,0.0,0.0,1151.29073241,150.193150262,149.632064033,149.632064033,150.283519054,849.787592633,149.227959738,0.0,298.316597726,0.0,0.0,0.0,150.989278946,0.0,602.132309823,149.137873436,149.674911652,150.193150262,0.0,0.0,149.92128467,6753.82030767,399.56063132,150.328826147,0.0,349.771095227,150.442929008,300.612413653,151.125879621,249.887708552,150.283632483,150.556683057,0.0,199.539684332,0.0,0.0,151.491359378,0.0,1151.85058078,0.0,0.0,0.0,0.0,149.966673241,1203.03365433,0.0,653.558487361,150.989278946,149.137873436,1047.97216029,0.0,0.0,899.369379454,0.0,550.123377782,299.259548929,0.0,299.038869092,149.405937756,0.0,250.098568029,0.0,0.0,148.868265952,0.0,0.0,0.0,450.238697478,302.891155529,151.262727685,0.0,0.0
2011-10-23,2.1219446683,0.0,0.0,0.00764818355641,0.0,0.0,988.73875627,148.161556136,0.0,0.0,147.711357954,789.002636963,0.0,0.0,294.563268304,0.0,0.0,0.0,0.0,0.0,148.019016963,148.583065729,147.503711405,148.161556136,0.0,0.0,147.414800186,6025.90774271,394.663902375,0.0,0.0,344.91006076,0.0,297.076596619,0.0,147.726459383,0.0,148.218880915,147.0602246,246.321359545,0.0,0.0,0.0,148.084258861,840.559190638,0.0,0.0,0.0,0.0,345.503865314,890.689555086,0.0,645.567075136,0.0,148.583065729,1232.38060005,0.0,0.0,246.738323719,0.0,444.523438603,148.762405579,0.0,148.627860141,0.0,0.0,296.34394547,148.627860141,148.852237949,0.0,148.852237949,148.583065729,295.928620298,591.857240595,0.0,146.927698113,0.0,0.0
2011-10-30,2.5085165686,0.0,0.0,0.0158450704225,0.0,0.0,1080.40785704,146.396858904,219.796693854,219.796693854,148.403693667,637.275342011,146.706366005,0.0,195.961569929,0.0,0.0,0.0,0.0,0.0,490.421414761,0.0,0.0,146.396858904,0.0,0.0,147.393143279,6724.16343819,294.119414892,0.0,0.0,147.237892504,146.972701314,220.867984364,146.311266715,146.706366005,148.672378688,0.0,0.0,296.539430017,0.0,0.0,147.374022404,0.0,687.611817258,0.0,0.0,0.0,0.0,295.053275852,737.612164158,0.0,640.619065496,0.0,0.0,930.301517517,0.0,0.0,342.93355895,0.0,294.267332778,0.0,0.0,148.537914674,0.0,0.0,148.672378688,0.0,148.762156695,146.002686159,148.762156695,0.0,148.537914674,220.956230487,0.0,0.0,0.0,0.0
2011-11-06,2.5270758123,0.00186567164179,0.00373134328358,0.0130597014925,141.406412585,0.0,1220.00983622,0.0,283.155317238,283.155317238,140.111995524,1124.14154804,0.0,140.887188397,140.417652212,0.0,0.0,0.0,140.281212909,0.0,421.80679855,0.0,0.0,0.0,141.065160307,0.0,140.657313886,7222.1329797,140.287114698,140.420252852,0.0,280.993148334,210.74913799,281.366429854,0.0,280.920353268,0.0,141.706365581,210.325244476,280.65381914,139.858933521,0.0,140.887188397,0.0,657.347235686,0.0,0.0,0.0,0.0,187.271898027,751.720444261,0.0,282.869502735,140.281212909,0.0,1216.92982428,0.0,0.0,516.422282524,0.0,234.379318206,141.620534954,0.0,140.493310298,141.235580313,0.0,375.136969968,140.477837761,0.0,0.0,0.0,140.139208731,0.0,282.215453481,211.495887744,0.0,0.0,0.0
2011-11-13,0.3317360855,0.0,0.0036563071298,0.0201096892139,0.0,0.0,1114.5846562,138.044270797,139.319766833,139.319766833,0.0,1019.32210749,0.0,0.0,139.373109397,0.0,0.0,138.293898773,138.963010055,139.192859844,324.836077061,0.0,139.511120838,138.044270797,0.0,0.0,139.192859844,7329.2040473,139.011513854,138.419051623,139.511120838,277.730537185,138.127379931,0.0,138.544431199,139.487136503,0.0,0.0,208.455182619,323.843983813,0.0,0.0,139.98533995,0.0,742.934580849,140.017819824,138.670038117,0.0,208.532082771,278.721731419,976.065212636,0.0,699.447344147,138.963010055,0.0,1435.26782377,0.0,0.0,509.907155225,138.252231434,277.946901104,138.983827549,0.0,208.428334741,139.764011087,0.0,208.406106977,0.0,208.05018123,0.0,208.05018123,138.085812859,139.46906141,553.342364944,139.318826233,0.0,0.0,0.0
2011-11-20,0.6412997007,0.0,0.0,0.00487804878049,0.0,135.99804589,1080.11995469,0.0,133.977470747,133.977470747,202.506553293,673.765924525,133.816003473,133.896688431,179.540831351,0.0,0.0,0.0,0.0,0.0,449.190886288,202.689829544,133.977470747,0.0,0.0,0.0,134.736834031,7148.89932235,134.614848868,134.858749435,0.0,179.663206406,133.695158196,268.824109159,134.67673788,403.844546605,0.0,0.0,179.40587091,493.142207384,135.547585635,0.0,135.713490358,0.0,314.942063604,0.0,0.0,0.0,135.751969811,267.874134817,1126.42085702,0.0,586.855957084,0.0,202.689829544,1525.12466384,0.0,0.0,359.801957402,136.286264576,134.336128238,134.614848868,0.0,202.076122931,0.0,135.588413221,135.792920632,0.0,0.0,0.0,0.0,136.121418777,135.833896166,134.194231015,271.585841264,0.0,0.0,0.0
2011-11-27,2.3574561404,0.0,0.0,0.010593220339,0.0,0.0,1102.62440368,0.0,248.870638085,248.870638085,106.316135238,426.088907461,106.992147037,211.941318708,423.754884964,0.0,0.0,0.0,159.863931094,0.0,284.026717335,105.970659354,0.0,0.0,106.728203862,0.0,106.669881534,7214.44105402,105.874902734,213.404041394,0.0,106.383600269,0.0,318.981210688,106.220673542,265.790894063,106.383116671,107.213332062,106.252533049,354.362478505,106.573580106,107.283855405,160.702916988,107.115953922,462.230882087,0.0,0.0,0.0,0.0,177.475209191,961.251581022,0.0,499.954123608,159.863931094,105.970659354,1489.07021894,0.0,0.0,639.388186076,0.0,284.230279774,159.662857526,0.0,106.766357158,0.0,0.0,142.158013474,106.511715347,106.252060419,106.599576922,106.252060419,0.0,0.0,213.526763415,214.048961434,106.895263113,0.0,0.0
