Week,WV,athena_flu,athena_ILI,athena_viral,how long is the flu contagious,strep,flu fever,flu how long,how long flu,upper respiratory,strep throat,expectorant,rsv in adults,influenza a symptoms,flu symptoms,cold and flu,acute bronchitis,fever flu,type a flu,tamiflu side effects,symptoms of flu,cold,type b flu,flu shots,high fever,body temperature,symptoms of bronchitis,robitussin,tamiflu dosage,walking pneumonia,incubation period for flu,clarithromycin,tessalon,symptoms of pneumonia,stomach flu,tussin,how long does the flu last,flu virus,rsv baby,flu shot,rsv infection,rsv,pneumonia,signs of the flu,how long are you contagious with the flu,flu a symptoms,bronchitis,cough fever,flu and cold,sinus,how to break a fever,the flu,flu a,normal body temperature,gripe,rsv symptoms,oseltamivir,flu vaccine,influenza a,influenza b,flu medicine,cold symptoms,symptoms of the flu,flu type a,what is rsv
2011-07-17,0.08583691,0.0,0.0,0.0,0.0,849.281090847,0.0,0.0,0.0,286.096049062,947.79567498,0.0,0.0,0.0,284.970338891,0.0,0.0,0.0,0.0,0.0,0.0,6242.90632565,0.0,0.0,278.86955287,865.862734424,0.0,0.0,0.0,282.6455828,0.0,0.0,0.0,0.0,279.037952358,0.0,0.0,0.0,0.0,286.003463986,0.0,285.744481073,1039.74097938,0.0,0.0,0.0,0.0,0.0,0.0,1515.65154465,0.0,279.628955586,0.0,0.0,284.884581942,0.0,0.0,279.375362216,0.0,0.0,0.0,286.139285404,0.0,0.0,0.0
2011-07-24,0.12899527,0.00128617363344,0.00257234726688,0.00450160771704,0.0,1026.91936904,0.0,0.0,0.0,0.0,654.944557789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5422.91293656,0.0,0.0,281.874182355,278.840833142,0.0,0.0,0.0,0.0,0.0,0.0,278.404007805,277.984977089,278.82430371,0.0,0.0,0.0,0.0,0.0,0.0,285.326697525,1121.20022526,0.0,0.0,0.0,422.132096178,0.0,0.0,937.034643103,0.0,277.734163576,0.0,0.0,277.916962912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-07-31,0.074738416,0.0,0.00124069478908,0.00248138957816,0.0,744.095603325,0.0,0.0,0.0,0.0,372.750430406,0.0,0.0,0.0,372.047684357,0.0,0.0,0.0,0.0,0.0,0.0,6613.39587917,0.0,0.0,282.090494498,561.257849886,0.0,0.0,0.0,0.0,0.0,279.143728424,0.0,0.0,0.0,281.749805495,0.0,0.0,0.0,0.0,0.0,278.97521425,837.723579093,0.0,0.0,0.0,556.09923302,278.005256421,0.0,932.619931425,0.0,0.0,280.479517824,281.749805495,0.0,0.0,0.0,278.638795542,0.0,0.0,0.0,278.13568607,0.0,0.0,0.0
2011-08-07,0.118500963,0.0,0.0,0.00473372781065,0.0,1108.01429228,0.0,0.0,0.0,0.0,832.656204466,0.0,0.0,0.0,0.0,0.0,277.832580698,0.0,0.0,0.0,0.0,5551.21672209,0.0,0.0,278.168127293,279.110782472,0.0,0.0,0.0,0.0,0.0,275.498930429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,554.430380198,0.0,0.0,0.0,274.83567691,0.0,0.0,741.652970253,0.0,0.0,276.248927517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,416.617937613,0.0,0.0,0.0
2011-08-14,0.183719616,0.00117439812096,0.00117439812096,0.00293599530241,0.0,1290.93663827,0.0,0.0,0.0,0.0,1293.05748361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,278.600012578,5633.71912952,0.0,0.0,0.0,415.408147137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,275.280117305,0.0,0.0,0.0,276.027935312,0.0,0.0,0.0,0.0,830.427394523,0.0,0.0,0.0,553.739909397,0.0,0.0,1109.37336276,0.0,276.930991858,0.0,276.11127708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,553.580388606,0.0,0.0,0.0
2011-08-21,0.429693288,0.0,0.0,0.000568504832291,0.0,771.372231851,0.0,259.099253353,259.099253353,0.0,686.788139021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6528.60991015,0.0,0.0,257.073169442,257.4887552,0.0,0.0,0.0,256.840524039,0.0,258.942934045,0.0,386.71458066,0.0,0.0,0.0,0.0,0.0,258.552959746,0.0,256.426842125,1201.61056591,0.0,0.0,0.0,643.98109996,0.0,0.0,602.180057674,511.674481485,386.834009864,0.0,0.0,0.0,0.0,0.0,513.371321791,257.122394138,0.0,0.0,0.0,0.0,0.0,0.0
2011-08-28,0.386249517,0.0,0.0,0.0012070006035,0.0,833.08413912,0.0,252.376969572,252.376969572,250.88090524,918.718857459,0.0,0.0,0.0,248.465037194,248.892746611,0.0,0.0,0.0,0.0,0.0,6593.22309535,0.0,0.0,249.916844083,621.89386954,0.0,0.0,0.0,0.0,0.0,249.177593791,0.0,250.206422742,248.592151507,0.0,0.0,0.0,0.0,247.993134274,0.0,373.166007553,501.232537114,0.0,0.0,0.0,377.426153611,0.0,248.892746611,1671.45345133,0.0,757.35861726,375.587921967,377.577943693,0.0,0.0,0.0,507.653946656,0.0,0.0,0.0,417.447251396,0.0,0.0,0.0
2011-09-04,0.347266881,0.00274725274725,0.00274725274725,0.00618131868132,0.0,1073.63556688,247.959881604,249.189608689,249.189608689,742.16184569,911.115987092,0.0,0.0,0.0,578.333368393,0.0,246.642812195,247.959881604,0.0,0.0,0.0,6202.29166354,0.0,496.717810158,0.0,493.829164989,247.585546034,248.185026775,0.0,372.498833814,0.0,249.56478124,0.0,330.682515436,247.735144551,0.0,0.0,0.0,0.0,494.600609728,0.0,248.30848122,991.997467132,0.0,0.0,247.660322701,621.892685099,247.137832569,0.0,1491.04383127,0.0,330.634451725,247.524558001,0.0,246.865682206,0.0,0.0,497.815441841,249.790427516,0.0,246.765973056,248.844714492,0.0,0.0,0.0
2011-09-11,0.624311421,0.00113636363636,0.00113636363636,0.00284090909091,0.0,1101.36702353,0.0,734.412953905,734.412953905,244.804317968,652.025931041,0.0,0.0,0.0,366.798547039,244.10672214,244.803233896,0.0,0.0,0.0,489.756464631,7996.96696404,0.0,734.058237195,490.129741011,368.532416248,0.0,367.832050411,0.0,489.686184685,0.0,244.801256158,367.56539127,244.916973782,245.172001794,245.172001794,0.0,244.639175789,0.0,653.254996789,0.0,244.21460567,1386.12730029,0.0,0.0,0.0,978.454036967,0.0,244.10672214,1553.15019961,243.886674013,613.489270955,733.865145673,0.0,0.0,0.0,0.0,245.837608618,245.248474578,0.0,244.253641623,244.865807434,0.0,0.0,0.0
2011-09-18,0.879204893,0.0,0.0,0.00290866783013,0.0,725.663750167,0.0,0.0,0.0,479.545729054,969.81778361,243.343495994,0.0,0.0,403.227171505,0.0,245.089437264,0.0,0.0,0.0,0.0,7429.65755101,0.0,601.431685503,241.3277009,323.41180704,239.555940946,242.813818477,0.0,242.756241705,0.0,243.69775588,0.0,244.277882836,0.0,243.122942977,0.0,0.0,0.0,970.693494979,0.0,0.0,1372.04158259,0.0,0.0,0.0,1211.09382756,244.86756994,0.0,1293.81028077,244.425038187,362.91313906,403.447798396,245.01543683,241.528032357,0.0,0.0,485.465176304,242.976129605,0.0,0.0,365.142783989,0.0,0.0,0.0
2011-09-25,0.694281007,0.00108049702863,0.00216099405727,0.00378173960022,0.0,1527.41009523,0.0,242.09832484,242.09832484,363.365426273,1450.57196352,242.24252199,242.832249042,0.0,402.287557673,240.949625293,0.0,0.0,0.0,0.0,243.051940462,6364.524767,0.0,362.592587859,364.206750617,403.285790663,242.645563717,481.317246659,0.0,363.32867986,0.0,0.0,0.0,240.295857844,0.0,242.022966834,0.0,241.657924652,0.0,967.873035407,0.0,242.02540301,1529.20115424,0.0,0.0,0.0,484.81551187,241.439427433,240.949625293,1774.56138309,0.0,483.184723074,402.678526577,483.899740394,0.0,0.0,0.0,363.467450482,241.8768177,0.0,0.0,243.272029753,242.243771994,0.0,0.0
2011-10-02,0.653872283,0.000512032770097,0.000512032770097,0.00153609831029,0.0,889.875935453,0.0,244.341460942,244.341460942,243.183577524,976.784094257,0.0,0.0,0.0,484.329110091,0.0,244.208067564,0.0,0.0,0.0,0.0,7542.19152513,0.0,891.538228474,489.74255191,363.999258448,243.740883319,366.863371565,0.0,244.7974083,0.0,244.304668244,0.0,0.0,245.019145083,0.0,243.814498807,0.0,0.0,974.399852127,0.0,240.748033316,1296.26073168,0.0,0.0,0.0,850.463018492,729.900366683,0.0,1380.3000806,241.255634591,486.710954982,243.160328998,0.0,0.0,0.0,0.0,324.922299084,0.0,0.0,0.0,242.934037181,0.0,0.0,0.0
2011-10-09,0.746718962,0.00215866162979,0.00215866162979,0.00269832703724,0.0,1255.6464574,236.920951111,235.049843628,235.049843628,353.554308087,708.424113233,0.0,0.0,0.0,392.542796987,0.0,0.0,236.920951111,0.0,0.0,314.526721914,6212.17439147,0.0,823.163635473,237.42138764,236.034977821,234.94576566,354.658020058,0.0,234.733145057,0.0,235.016724816,0.0,469.607951638,236.319377703,0.0,0.0,0.0,0.0,1180.16585196,0.0,0.0,1493.12474728,0.0,0.0,354.881270496,549.711906442,474.127435156,0.0,1024.37485491,0.0,786.842570699,550.234905661,235.016724816,0.0,0.0,0.0,236.275321237,0.0,0.0,0.0,234.168033664,235.138864617,0.0,0.0
2011-10-16,0.71305438,0.00156168662155,0.00208224882874,0.00468505986465,0.0,1412.10824266,0.0,238.788686385,238.788686385,477.577372771,1101.04885366,354.715017686,0.0,0.0,585.826151345,0.0,234.209055505,0.0,0.0,0.0,233.855905542,9195.1318749,0.0,475.567729483,235.260840005,470.121965916,0.0,352.402394655,0.0,238.644620813,0.0,0.0,235.118860017,238.50072897,236.117092899,0.0,0.0,0.0,0.0,1180.01798358,0.0,468.267501707,1727.52635673,0.0,0.0,0.0,943.626980099,0.0,0.0,1260.10898403,0.0,702.469564874,237.047923216,234.138340211,0.0,0.0,0.0,704.718633189,0.0,0.0,0.0,234.067667606,233.433528831,0.0,0.0
2011-10-23,0.848182466,0.00102880658436,0.00102880658436,0.00411522633745,0.0,1615.79164894,0.0,0.0,0.0,230.650556464,1155.63892341,0.0,0.0,0.0,384.701083766,232.941546897,233.573776668,0.0,0.0,0.0,0.0,7015.17245989,0.0,229.944845856,0.0,347.891993001,231.848250015,230.720197333,0.0,229.811423732,0.0,0.0,233.714738513,232.032296128,0.0,0.0,0.0,233.644236329,0.0,1001.59363819,231.069033434,228.769894735,1463.02336274,0.0,0.0,233.926500583,461.966513878,460.467185035,232.941546897,1466.07113982,0.0,616.546700021,464.977222073,231.997789333,0.0,0.0,0.0,461.18580355,229.390427903,0.0,0.0,347.682355147,0.0,0.0,0.0
2011-10-30,0.98211154,0.00111669458403,0.00111669458403,0.00223338916806,0.0,1000.0045472,229.60523217,230.07728948,230.07728948,232.645436368,694.79389658,230.771129316,0.0,0.0,693.06985672,232.505499263,0.0,229.60523217,0.0,0.0,230.771129316,8171.39711153,0.0,346.568213003,231.329221527,463.445586111,0.0,460.458318862,0.0,231.773326308,0.0,230.221888778,233.277243527,385.301744789,231.049838409,0.0,0.0,0.0,0.0,848.978206559,0.0,229.806325125,1386.55676457,0.0,0.0,229.882115175,847.558472765,229.743590249,232.505499263,1390.30564932,0.0,539.955792869,462.212261889,462.099676818,0.0,0.0,0.0,308.7211124,0.0,0.0,230.980098041,385.674243888,230.354324145,0.0,0.0
2011-11-06,0.942546261,0.0,0.000513874614594,0.00154162384378,0.0,1584.57105623,0.0,301.939869508,301.939869508,227.022358855,831.263217974,0.0,0.0,0.0,528.023547866,0.0,226.339173905,0.0,0.0,0.0,226.468935784,7859.57568876,0.0,226.449297058,226.310851171,302.829826896,0.0,339.912915652,0.0,453.770784246,0.0,227.79578671,227.589574471,680.24577168,226.99538286,0.0,226.674132719,225.969301441,0.0,454.238362018,0.0,0.0,1359.1000491,0.0,0.0,0.0,528.501994822,0.0,0.0,1817.52076568,0.0,909.499541537,227.315204881,0.0,225.958226005,0.0,0.0,227.365500268,227.434253066,0.0,0.0,793.141561735,226.537643446,0.0,0.0
2011-11-13,0.7806722,0.0,0.0,0.00289855072464,0.0,1296.53542817,229.849683993,229.36593541,229.36593541,460.140552275,764.65874812,0.0,0.0,0.0,610.567536586,230.291816525,230.405044148,229.849683993,0.0,0.0,455.677201371,8025.70298994,0.0,228.976654362,460.488353051,458.998392055,0.0,459.407023806,0.0,228.909083714,0.0,0.0,229.116002047,344.395343981,230.013686312,0.0,0.0,0.0,0.0,993.563947249,0.0,305.318706409,1527.51097758,228.595997061,0.0,0.0,917.245567153,229.528571577,230.291816525,1914.6407834,229.459436465,458.924890515,229.296994642,228.457914309,227.632908299,0.0,229.528571577,228.044665142,0.0,0.0,0.0,230.083155863,228.38893547,0.0,0.0
2011-11-20,0.825147348,0.0,0.0,0.0,0.0,619.129905685,264.75417824,0.0,0.0,266.262949943,398.865691226,0.0,0.0,0.0,529.381494842,266.665342209,0.0,264.75417824,0.0,0.0,397.902807114,6466.54027001,0.0,267.461218368,802.868772188,354.72919105,267.38043878,0.0,0.0,265.233371323,0.0,0.0,264.993558148,0.0,267.299707971,267.299707971,0.0,0.0,0.0,532.465766795,0.0,532.189139044,708.010572497,0.0,0.0,0.0,709.186355102,0.0,266.665342209,2396.2436495,264.213540545,664.960786789,265.482647731,0.0,264.611093269,0.0,0.0,267.703850257,266.816345027,0.0,267.219025898,266.383558266,265.48993446,0.0,267.38043878
2011-11-27,0.726870506,0.00151591712986,0.00202122283982,0.0055583628095,0.0,1023.50015298,0.0,219.999439345,219.999439345,219.778144755,659.291121154,0.0,0.0,0.0,220.662887594,0.0,0.0,0.0,219.222258075,0.0,0.0,8280.66496762,0.0,0.0,0.0,657.666774224,0.0,0.0,0.0,438.940060284,0.0,0.0,220.596362756,440.369627293,0.0,220.929388666,0.0,220.118392888,0.0,366.724966701,0.0,328.874777164,2123.11387154,0.0,220.463433342,0.0,732.719302508,0.0,0.0,1468.00535519,0.0,586.194525027,219.669546387,440.768633298,219.040583562,0.0,0.0,219.636073238,219.354838817,0.0,0.0,366.348825652,0.0,219.222258075,0.0
2011-12-04,0.660194175,0.00167504187605,0.00335008375209,0.00893355667225,0.0,1712.12422347,214.255461976,212.682760415,212.682760415,426.676910438,1285.32310445,0.0,0.0,0.0,320.055549713,214.817565247,0.0,214.255461976,0.0,0.0,213.32414389,7860.32909617,0.0,285.699226242,0.0,286.088167764,432.072253905,320.958472624,0.0,285.7196106,0.0,216.101296222,0.0,431.941993955,534.521037551,0.0,213.131323031,0.0,0.0,572.217022167,0.0,0.0,1928.20325632,0.0,0.0,0.0,714.073758935,0.0,214.817565247,1931.9357797,0.0,751.907876666,356.694376461,0.0,0.0,0.0,0.0,213.904705516,0.0,0.0,0.0,214.784475862,212.938850433,0.0,0.0
2011-12-11,0.588410547,0.000524658971668,0.000524658971668,0.00367261280168,0.0,1583.61514519,226.989177061,227.065643747,227.065643747,226.612644236,1434.72760787,225.890283034,0.0,0.0,678.494325451,340.347434814,0.0,226.989177061,0.0,0.0,226.248338558,10192.1430242,0.0,227.340159643,226.111797617,227.054312986,226.718425937,226.231403969,0.0,338.763387712,0.0,0.0,227.820359135,225.907294936,339.308564912,0.0,0.0,0.0,0.0,0.0,0.0,453.499282004,1735.39622504,0.0,0.0,0.0,1284.51101485,225.771165201,340.347434814,2420.54767438,0.0,227.169253322,226.658952602,0.0,0.0,0.0,0.0,227.614311177,226.590413457,228.440747405,226.646891133,453.106490097,0.0,0.0,0.0
2011-12-18,0.768114705,0.000636132315522,0.000636132315522,0.00445292620865,0.0,1831.6627653,0.0,250.453125111,250.453125111,251.511796673,1250.95315077,0.0,0.0,0.0,333.084129967,0.0,0.0,0.0,0.0,0.0,0.0,7759.34033306,0.0,0.0,249.745180832,375.962243421,250.453125111,251.587736225,0.0,0.0,0.0,251.360055016,250.095747861,376.188041307,250.542195686,0.0,250.528767855,251.132785526,0.0,250.467240692,0.0,501.811853283,1166.44623736,0.0,0.0,250.528767855,751.884982312,0.0,0.0,1002.59968658,0.0,1001.67110724,333.462097817,501.057535709,501.963001432,249.067548445,0.0,0.0,0.0,0.0,0.0,503.327443296,250.679477249,0.0,0.0
2011-12-25,0.943396226,0.0015026296018,0.00450788880541,0.0105184072126,0.0,1572.72745536,0.0,249.083559691,249.083559691,246.738377379,1078.7748774,247.41048555,0.0,0.0,245.995860444,502.978218755,0.0,0.0,0.0,0.0,246.812875681,8787.89814523,0.0,0.0,251.565133897,247.036640754,246.515152068,499.373335167,0.0,0.0,0.0,250.580386308,248.604394617,371.578021892,871.560299344,0.0,249.158788794,0.0,0.0,373.602322013,0.0,579.119708613,1408.19718563,0.0,0.0,0.0,248.689475232,0.0,502.978218755,1411.90317372,0.0,623.274492178,623.275011099,0.0,744.777083686,0.0,0.0,0.0,0.0,0.0,248.259027895,249.017251085,0.0,0.0,246.812875681
2012-01-01,0.627296353,0.0,0.000716845878136,0.00573476702509,0.0,1050.62521633,224.808937162,0.0,0.0,300.65721382,300.998873186,226.938009676,0.0,0.0,675.731196224,0.0,0.0,224.808937162,0.0,0.0,225.194442339,7892.96234185,0.0,225.981330322,0.0,450.79721549,224.92279645,338.061931007,0.0,300.589028056,0.0,0.0,226.458659626,337.349026701,339.213422484,0.0,225.034029646,225.441576938,0.0,453.464651359,0.0,451.015049019,1952.91102273,224.990646464,0.0,0.0,451.053822844,0.0,0.0,1430.41580056,0.0,449.255906403,226.185653405,225.04657855,449.303610258,0.0,0.0,225.466745172,0.0,0.0,225.441576938,0.0,0.0,0.0,0.0
2012-01-08,0.722047469,0.0,0.0,0.00259875259875,0.0,1166.55134908,207.719822694,410.923135288,410.923135288,208.033220133,1237.482723,0.0,0.0,0.0,307.403663652,204.863912449,0.0,207.719822694,0.0,0.0,205.172442437,8042.43897657,0.0,208.284619795,310.24947154,205.410403603,0.0,416.443425866,0.0,206.111401245,0.0,0.0,205.54390733,411.08781466,550.598091451,0.0,206.739767815,206.614604961,0.0,343.720002479,0.0,618.072928653,1923.31926353,0.0,0.0,205.730144637,893.302687948,309.750608589,204.863912449,2134.16471285,0.0,480.977458051,721.743863909,206.9371852,205.007796513,207.845068291,0.0,205.358006901,0.0,0.0,0.0,412.430637026,0.0,0.0,0.0
2012-01-15,0.605288308,0.00188946622579,0.00472366556448,0.00897496457251,0.0,1254.60210063,211.93242333,314.382259557,314.382259557,0.0,1118.52684971,0.0,0.0,0.0,557.78715284,0.0,208.173410752,211.93242333,0.0,0.0,417.7296159,8031.79023993,0.0,211.039001491,0.0,419.522818072,208.612860051,417.690628402,0.0,279.10377673,0.0,0.0,0.0,211.484768845,489.474128193,0.0,0.0,208.487113903,209.05416861,349.206583467,0.0,312.1840549,2860.80167824,0.0,0.0,211.676388992,1116.68932514,422.459628664,0.0,1538.99244598,0.0,419.183486474,628.542401763,315.12312773,0.0,208.991010251,0.0,422.586990626,0.0,0.0,210.911984337,209.913454515,209.850189046,0.0,0.0
2012-01-22,0.667240637,0.0,0.00398406374502,0.00708277999115,0.0,879.451008644,203.840317294,202.841411228,202.841411228,204.332536594,542.826067863,0.0,0.0,0.0,406.529114304,202.625390469,0.0,203.840317294,0.0,0.0,0.0,6441.23421958,0.0,202.564174339,204.27087922,203.394285341,0.0,203.827705954,0.0,816.837036181,0.0,0.0,203.980196603,201.832455467,508.533393562,202.441852978,0.0,203.198740111,0.0,304.783658308,0.0,406.101228921,1694.01714427,0.0,0.0,0.0,745.525585137,0.0,202.625390469,2173.67010758,0.0,305.153216071,303.803586179,0.0,0.0,204.517732246,0.0,203.795710444,0.0,0.0,0.0,809.522990717,203.656345889,0.0,0.0
2012-01-29,0.811204326,0.000922934933087,0.00276880479926,0.00507614213198,0.0,1415.38217836,203.534665074,0.0,0.0,203.841748153,743.328843623,203.718803794,0.0,0.0,202.149705592,0.0,0.0,203.534665074,0.0,0.0,0.0,7767.6983053,0.0,0.0,408.422946421,0.0,0.0,405.944847765,0.0,202.180223304,0.0,203.30602208,202.098394504,203.26705085,541.177685284,203.964840996,0.0,0.0,0.0,204.273224487,0.0,607.562613285,1754.95484637,201.389919788,0.0,0.0,675.717751607,0.0,0.0,2300.15190157,200.240157626,404.90681567,203.85948675,203.964840996,202.992048641,407.314774422,0.0,0.0,0.0,203.350858934,203.551634913,505.984388988,201.207501382,0.0,0.0
2012-02-05,0.586049171,0.00176056338028,0.00704225352113,0.012323943662,0.0,1338.17836006,200.97538894,0.0,0.0,200.84168508,1071.8384992,200.545267655,200.363997453,0.0,301.175793829,200.720878051,0.0,200.97538894,0.0,0.0,301.787108173,8441.87540782,0.0,200.90879382,201.21474362,503.512482221,201.062878658,201.184201833,0.0,0.0,0.0,201.3391453,200.820341919,201.302436747,469.756254133,0.0,0.0,402.034700627,0.0,201.063537926,0.0,602.422977607,2209.84830517,0.0,0.0,0.0,335.008700441,201.096494929,200.720878051,1477.1732152,0.0,402.019239546,200.512142729,201.177830989,200.565685246,200.484807822,0.0,0.0,0.0,201.3391453,0.0,469.170238057,301.908941074,0.0,0.0
2012-02-12,0.765155974,0.00133749442711,0.00490414623272,0.00980829246545,0.0,1363.58742651,408.897724521,511.579045097,511.579045097,408.764985453,956.439760456,0.0,0.0,0.0,477.477304156,0.0,204.438674534,408.897724521,0.0,0.0,205.211616847,8127.12445948,0.0,0.0,205.667779258,205.052223522,204.942849243,409.885698486,0.0,341.410640326,0.0,204.536669778,204.995046266,408.528461074,273.53248231,0.0,0.0,409.927449553,0.0,410.381477982,0.0,682.329360933,1910.73070475,0.0,0.0,205.481766795,956.457870395,409.514649272,0.0,2668.25772481,0.0,341.103744796,306.066408335,205.234272948,0.0,204.572135617,0.0,0.0,204.510480363,0.0,204.819128839,307.207534422,0.0,0.0,0.0
2012-02-19,0.797015432,0.0038443056223,0.0100913022585,0.0148966842864,0.0,1490.07615358,0.0,203.725351427,203.725351427,304.539843484,950.08380037,0.0,0.0,0.0,677.691228024,0.0,0.0,0.0,0.0,0.0,203.234446966,7462.27944451,0.0,0.0,203.554178178,340.272557337,203.725351427,408.437266299,0.0,204.049419135,202.757368688,405.514737376,203.602403116,203.309962997,271.714739456,0.0,0.0,0.0,0.0,203.795348375,0.0,948.243826459,1762.48255537,0.0,0.0,0.0,339.1420272,0.0,0.0,1494.49541338,0.0,542.94072722,405.472900235,203.547365404,202.330895857,203.53027602,0.0,0.0,0.0,0.0,0.0,474.958845628,203.725351427,0.0,0.0
2012-02-26,0.695853871,0.00136798905609,0.00547195622435,0.0118559051528,0.0,1329.29700535,0.0,208.185498267,208.185498267,350.339088631,1192.97316755,0.0,208.624575847,0.0,210.017530736,209.255052051,209.12865214,0.0,0.0,0.0,210.179007226,7640.43145324,0.0,0.0,0.0,491.63708333,0.0,209.12865214,0.0,212.228235104,0.0,209.98879998,209.798936689,280.157024296,350.952029142,0.0,210.539238633,419.597873377,0.0,212.548821562,208.876309875,559.597949046,1751.35529619,0.0,0.0,0.0,837.221940002,417.878676667,209.255052051,1894.83004612,211.399218561,630.433824385,317.133122109,0.0,209.672551787,211.908614268,0.0,0.0,0.0,208.43617316,0.0,418.004809681,209.420238247,0.0,0.0
2012-03-04,0.938617402,0.00400534045394,0.00979083222074,0.0146862483311,0.0,1899.91758175,423.503430586,212.788071984,212.788071984,418.841050166,1058.74266076,0.0,0.0,0.0,563.475536048,211.151038107,0.0,423.503430586,0.0,0.0,316.137408392,7895.16985792,0.0,0.0,212.198988077,425.03925445,210.832530949,212.327127563,0.0,0.0,0.0,0.0,0.0,212.007068582,564.751421021,0.0,212.583871369,211.94317254,0.0,209.863810137,0.0,845.681995501,1550.08790025,0.0,0.0,0.0,1127.73791469,0.0,211.151038107,1624.23873543,0.0,493.180352546,352.545778163,0.0,210.556348909,0.0,0.0,212.583871369,0.0,0.0,212.609419298,423.180749798,208.916201121,0.0,212.994000702
2012-03-11,0.728347876,0.00568927789934,0.0175054704595,0.0183807439825,0.0,1311.58640532,219.369863369,0.0,0.0,437.944557658,950.241001994,0.0,0.0,218.840464,364.561080944,218.182297191,0.0,219.369863369,0.0,219.237273545,218.899433034,5473.94394469,0.0,0.0,0.0,329.698139019,0.0,219.533943847,0.0,218.807010258,0.0,219.022643025,218.891880818,437.977448564,658.023851556,0.0,0.0,0.0,0.0,0.0,0.0,802.101772462,1604.72728712,0.0,0.0,0.0,802.716671685,218.825929663,218.182297191,1754.62936338,217.985618438,438.487866467,218.642597397,0.0,0.0,328.613600814,0.0,0.0,219.038689058,219.133428148,0.0,329.10015639,219.038689058,0.0,0.0
2012-03-18,1.14986293,0.0046674445741,0.0112796577207,0.0143912874368,0.0,1497.63789348,226.446549041,337.330060388,337.330060388,224.503138047,1124.94918763,0.0,0.0,225.720806538,336.280980103,221.926121441,222.528454099,226.446549041,222.864498276,0.0,0.0,6601.5734209,0.0,222.193421798,226.924861004,300.406590911,0.0,223.336668823,0.0,222.595581838,0.0,0.0,0.0,339.090574081,454.123785849,0.0,0.0,0.0,0.0,445.86365788,0.0,449.228695243,1274.26358014,0.0,0.0,226.266190546,1200.23835104,339.567830652,221.926121441,977.211810474,0.0,225.089406506,0.0,226.19787346,0.0,224.045006646,0.0,0.0,225.079361097,0.0,226.129597615,681.391412895,0.0,222.864498276,227.061892924
2012-03-25,0.892577513,0.00363504180298,0.00654307524537,0.0105416212286,0.0,1215.55935946,0.0,0.0,0.0,456.056223407,762.180909041,0.0,0.0,0.0,228.13462161,0.0,228.492965228,0.0,0.0,0.0,0.0,7690.69780469,0.0,0.0,457.400367515,684.138289619,0.0,455.679066093,0.0,228.643823243,0.0,0.0,454.855053315,454.992181761,227.839533047,0.0,0.0,227.427526658,0.0,230.010237675,0.0,760.251265281,1065.46816263,0.0,0.0,0.0,456.934670858,0.0,0.0,991.071366406,0.0,228.322097867,688.366986171,0.0,229.110408277,228.644343399,227.359003751,229.524837716,0.0,0.0,0.0,227.908345953,229.871342604,0.0,229.524837716
2012-04-01,0.744485294,0.00202675314147,0.00405350628293,0.00486420753952,0.0,1973.96400256,0.0,0.0,0.0,228.154430953,913.622302031,227.605563022,0.0,229.120150606,341.95897321,228.431067446,229.051055265,0.0,0.0,0.0,0.0,6617.1518217,0.0,0.0,228.155999692,228.514555035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,228.442548635,228.670841422,0.0,0.0,0.0,228.250489041,229.466253553,0.0,455.548796696,1671.65219333,0.0,0.0,0.0,531.800565838,227.562780427,228.431067446,1142.81486534,0.0,342.111184306,343.234134964,0.0,0.0,342.888522093,0.0,0.0,229.327686974,0.0,0.0,228.33994368,0.0,0.0,228.982001586
2012-04-08,0.522126166,0.00115517905275,0.00500577589526,0.0100115517905,0.0,1076.84337684,230.170866562,0.0,0.0,346.894078981,924.314331755,0.0,0.0,0.0,230.140618223,0.0,0.0,230.170866562,0.0,0.0,0.0,6550.07959494,0.0,0.0,347.865690598,463.007545371,0.0,230.596478194,0.0,0.0,0.0,0.0,0.0,229.832913696,348.075839056,0.0,0.0,0.0,0.0,230.240195136,0.0,574.261328973,1770.69347907,230.587465415,0.0,0.0,539.767909843,230.309565487,0.0,1467.01190575,0.0,232.778233079,231.215198987,233.20006014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230.661534585,0.0,0.0,232.778233079
