Week,KS,athena_flu,athena_ILI,athena_viral,thermoscan,how long is the flu contagious,influenza b symptoms,strep,signs of flu,flu fever,flu how long,how long flu,upper respiratory,strep throat,ear thermometer,expectorant,influenza a treatment,rsv in adults,influenza a symptoms,fever cough,oscillococcinum,flu symptoms,flu incubation,cold and flu,acute bronchitis,fever flu,type a flu,tamiflu side effects,symptoms of flu,cold,flu shots,high fever,symptoms of rsv,flu treatment,body temperature,symptoms of bronchitis,robitussin,influenza symptoms,walking pneumonia,clarithromycin,tessalon,symptoms of pneumonia,stomach flu,tussin,how long does the flu last,flu virus,rsv baby,flu shot,rsv infection,symptoms of influenza,symptoms of influenza b,what is influenza,rsv,tussionex,pneumonia,signs of the flu,how long are you contagious with the flu,flu a symptoms,bronchitis,cough fever,flu and cold,sinus,how to break a fever,what is influenza b,the flu,what is influenza a,flu a,normal body temperature,how long does influenza last,gripe,rsv symptoms,oseltamivir,flu vaccine,cold vs flu,a influenza,human temperature,influenza a,influenza b,flu vs cold,normal body,flu medicine,cold symptoms,stomach flu symptoms,symptoms of the flu,what is rsv,incubation period for influenza
2011-04-17,0.5621410241,0.0,0.000608642726719,0.00405761817813,0.0,0.0,0.0,1228.19125275,0.0,107.567379434,0.0,0.0,109.165779483,434.124193644,0.0,0.0,0.0,0.0,0.0,0.0,109.712007698,107.210551577,0.0,107.665108731,108.602414874,107.567379434,0.0,109.402572896,106.952523776,5918.08776562,0.0,109.534701608,0.0,0.0,109.347454859,0.0,0.0,107.178230036,109.061899252,106.920357603,0.0,181.1500757,216.607305961,107.372452139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216.915023682,0.0,797.255224937,0.0,0.0,0.0,470.981185096,0.0,107.665108731,1228.75735763,107.307633272,0.0,0.0,0.0,109.139269472,0.0,0.0,107.34003292,107.404890946,0.0,108.606918458,0.0,0.0,217.794704059,0.0,0.0,0.0,109.127857461,0.0,0.0,215.199872295,0.0,0.0,0.0
2011-04-24,0.6880733945,0.0,0.00117531831538,0.00450538687561,0.0,0.0,0.0,1244.1704533,0.0,106.784991835,0.0,0.0,159.801778573,782.674181095,0.0,0.0,0.0,0.0,0.0,0.0,107.806457334,213.103324461,0.0,0.0,0.0,106.784991835,0.0,0.0,106.768555111,6360.21358788,107.221788388,106.623685201,0.0,0.0,178.285203833,0.0,160.504062599,212.797345804,107.545819178,0.0,106.670601897,106.988309909,159.705396283,0.0,0.0,106.398672902,106.961345512,106.527134928,0.0,0.0,0.0,106.598841799,284.650444945,107.415972128,677.491906479,0.0,0.0,107.157216398,570.481789358,0.0,0.0,1315.94881988,0.0,0.0,267.158899543,0.0,106.880989744,106.914388978,0.0,0.0,107.741179431,0.0,160.567700047,106.559298918,268.708064451,0.0,268.708064451,107.18756361,106.559298918,212.826973715,106.720410649,106.494990349,106.22146252,107.351166111,0.0,0.0
2011-05-01,0.476900149,0.000210437710438,0.000420875420875,0.00294612794613,0.0,108.320468806,0.0,1319.39180646,0.0,0.0,214.486930097,214.486930097,319.733595485,857.144767075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214.52887703,0.0,107.885700552,0.0,0.0,0.0,0.0,214.343311205,7024.93112687,0.0,107.434127646,0.0,107.657474531,214.376332779,107.248842773,106.610044469,106.353152795,107.531318938,0.0,107.470126962,213.671689731,107.466374736,0.0,106.610044469,107.397824306,0.0,107.527492672,0.0,106.25713731,0.0,0.0,212.322590067,107.559958702,643.907779545,0.0,0.0,0.0,393.401079285,0.0,107.885700552,1391.38182071,0.0,0.0,358.40083222,0.0,214.91731403,107.192613018,0.0,107.580027105,106.481443691,0.0,0.0,0.0,107.476443784,215.119917405,107.476443784,106.674461414,0.0,160.412703729,107.762961095,214.283145281,0.0,107.196198012,0.0,0.0
2011-05-08,0.4243087873,0.0,0.00122624156959,0.00306560392397,0.0,0.0,0.0,941.65377798,108.37992248,110.020341706,109.194363165,109.194363165,109.655376761,761.298074363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.655376761,0.0,0.0,107.564545392,110.020341706,0.0,0.0,109.391464903,7391.0050113,0.0,109.854147837,0.0,0.0,290.746558014,110.421266122,163.27128241,0.0,109.448774997,0.0,108.912614088,162.992358926,163.851295076,0.0,0.0,0.0,0.0,109.409510558,0.0,0.0,0.0,0.0,163.122571771,164.164767415,472.326659351,0.0,0.0,0.0,254.291662748,0.0,0.0,1159.63191575,0.0,0.0,274.309759218,0.0,217.959107166,145.753513398,0.0,0.0,0.0,0.0,109.787810791,0.0,0.0,108.813961322,0.0,0.0,0.0,145.12660465,108.98019464,108.947309849,108.586882659,0.0,0.0,0.0
2011-05-15,0.6382978723,0.0,0.00126023944549,0.0035706784289,0.0,0.0,0.0,815.758265759,0.0,111.728689247,111.271921373,111.271921373,111.358057287,408.528904687,0.0,111.796342102,0.0,0.0,0.0,0.0,0.0,222.479898415,0.0,111.204910279,0.0,111.728689247,0.0,0.0,0.0,6447.92676754,0.0,148.506997503,111.540775306,0.0,223.09700371,0.0,223.507011545,111.238405734,111.516720942,0.0,0.0,0.0,167.199280802,0.0,111.238405734,0.0,0.0,111.848529023,0.0,0.0,0.0,111.409642552,296.500091533,0.0,409.258239066,0.0,0.0,0.0,148.742389332,0.0,111.204910279,1038.71933253,111.458894646,0.0,335.208490192,0.0,222.882731943,111.864076935,0.0,0.0,0.0,0.0,111.814645797,0.0,111.88243279,111.611776769,111.88243279,0.0,0.0,167.151668607,0.0,111.406186135,111.762505436,0.0,0.0,0.0
2011-05-22,0.667022412,0.0,0.00208463623098,0.00396080883886,0.0,0.0,0.0,722.806054812,0.0,113.995227084,113.721774585,113.721774585,114.201902704,495.375442272,0.0,0.0,0.0,0.0,0.0,114.408915216,0.0,114.814829666,0.0,0.0,0.0,113.995227084,0.0,0.0,113.927048546,5391.39643834,0.0,114.408915216,0.0,0.0,229.07510329,0.0,229.394963781,0.0,0.0,113.892784772,0.0,115.196966769,171.069722521,114.374361029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.966606428,114.063678065,419.969005058,0.0,0.0,114.098677122,305.20640073,114.408915216,0.0,1103.67197329,0.0,0.0,152.793780952,0.0,171.313578858,0.0,0.0,114.339827707,0.0,0.0,0.0,0.0,0.0,114.339827707,0.0,0.0,0.0,228.351429012,0.0,113.72012548,0.0,0.0,0.0,0.0
2011-05-29,0.5171475231,0.0,0.00152477763659,0.00482846251588,0.0,0.0,0.0,961.663814916,0.0,0.0,0.0,0.0,125.611769304,460.512939682,0.0,126.202908569,0.0,0.0,0.0,126.185988567,0.0,125.046120387,0.0,0.0,125.157725376,0.0,0.0,0.0,0.0,6009.59912147,0.0,125.233303713,0.0,126.224122743,188.512743492,0.0,250.466607426,0.0,0.0,125.460587386,0.0,0.0,251.991325585,0.0,0.0,0.0,0.0,125.688697545,0.0,0.0,0.0,0.0,125.860494223,251.451027474,670.951154728,0.0,0.0,0.0,503.285903541,126.185988567,0.0,1045.71626633,0.0,0.0,126.012628186,0.0,125.197506362,0.0,0.0,125.4226495,126.185988567,0.0,125.650621599,0.0,0.0,125.554832975,0.0,0.0,0.0,0.0,0.0,188.752619689,0.0,0.0,0.0,0.0
2011-06-05,0.465477114,0.0,0.00168563000421,0.00484618626212,0.0,0.0,0.0,885.255263207,0.0,121.866069137,0.0,0.0,303.114304817,685.193349796,0.0,0.0,0.0,0.0,0.0,120.530261515,0.0,241.133979437,0.0,0.0,0.0,121.866069137,0.0,0.0,0.0,6754.43660763,0.0,120.548397229,0.0,0.0,201.812601012,0.0,120.895064149,0.0,0.0,121.099917412,121.755549727,0.0,161.167426376,0.0,0.0,121.425190985,121.433226728,0.0,0.0,0.0,0.0,0.0,120.330723838,121.608501962,686.350199346,0.0,0.0,0.0,282.481225232,120.530261515,0.0,805.16887764,0.0,0.0,182.639980489,0.0,121.13304015,0.0,0.0,121.465547038,121.506755778,0.0,0.0,0.0,0.0,121.103444277,0.0,0.0,0.0,121.520597416,0.0,201.507832749,121.176574377,121.066912318,0.0,0.0
2011-06-12,0.1529051988,0.0,0.00105374077977,0.00379346680717,0.0,0.0,0.0,873.037348019,0.0,0.0,119.836544199,119.836544199,158.967006757,556.517662232,0.0,0.0,0.0,0.0,0.0,119.145890331,0.0,118.698364935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6063.70058188,119.060730633,119.727996604,0.0,119.31259679,179.308993282,119.267512287,119.587691109,0.0,0.0,0.0,0.0,238.318698978,178.557066428,237.314345641,0.0,119.188194997,0.0,0.0,0.0,0.0,0.0,0.0,119.232296397,0.0,716.336313361,0.0,0.0,0.0,437.825772306,119.145890331,0.0,1032.31505479,0.0,0.0,119.791382027,0.0,119.29576557,179.762390799,0.0,119.204523786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.475481999,0.0,179.090383776,0.0,0.0,0.0,0.0
2011-06-19,0.3883495146,0.0,0.00108766586905,0.0023928649119,0.0,0.0,0.0,706.544407705,0.0,0.0,0.0,0.0,0.0,589.976947745,0.0,0.0,0.0,0.0,0.0,117.018702516,0.0,117.964846458,0.0,117.940147919,0.0,0.0,0.0,0.0,117.159557289,5010.58867888,0.0,236.40896218,0.0,0.0,352.487631851,117.514244511,119.607681957,0.0,117.478709511,234.248642664,0.0,117.549801015,238.34864158,0.0,0.0,118.851355151,0.0,0.0,0.0,0.0,0.0,0.0,118.994679065,0.0,511.882659039,117.51308643,0.0,0.0,236.855093938,117.018702516,117.940147919,785.397646201,119.282366412,0.0,236.782563532,0.0,117.000955263,177.001239177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.584048439,0.0,0.0,0.0,118.499093621,0.0,117.230564983,0.0,0.0,0.0,0.0
2011-06-26,0.1072673639,0.0,0.00107365256603,0.00386514923771,0.0,0.0,0.0,686.399060768,122.207835486,121.580560968,0.0,0.0,0.0,404.497509039,0.0,0.0,0.0,0.0,0.0,121.647756033,0.0,121.193956194,0.0,0.0,121.507187062,121.580560968,0.0,0.0,0.0,5844.59538801,0.0,121.391192522,0.0,121.654023542,121.157775473,0.0,182.863457098,0.0,243.528768022,120.501883756,121.647756033,0.0,242.721409237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.06879673,0.0,405.047069483,0.0,0.0,0.0,202.431722338,121.647756033,0.0,1009.93721998,0.0,0.0,121.607591612,0.0,0.0,121.758044117,120.828939532,0.0,0.0,0.0,0.0,0.0,122.059659874,0.0,122.059659874,0.0,0.0,242.648278352,0.0,243.075335132,0.0,0.0,0.0,0.0
2011-07-03,0.1091107474,0.0,0.000774593338497,0.00387296669249,0.0,0.0,0.0,888.646894977,0.0,0.0,126.680869141,126.680869141,0.0,762.701438686,126.861372706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.861372706,0.0,0.0,0.0,0.0,126.251645472,5572.10495122,127.671775701,253.714433467,0.0,0.0,254.767643021,0.0,127.502213431,0.0,127.405086401,0.0,0.0,127.135290222,126.948612524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,509.483495324,0.0,0.0,126.823092268,191.234177234,0.0,126.861372706,931.347802775,0.0,0.0,127.091541511,0.0,126.733380392,127.063706461,0.0,127.825968666,0.0,0.0,0.0,0.0,0.0,127.091541511,0.0,0.0,0.0,127.140551762,0.0,127.284275779,0.0,0.0,0.0,0.0
2011-07-10,0.0996015936,0.0,0.001628001628,0.002442002442,0.0,0.0,0.0,762.907768007,0.0,114.554644465,0.0,0.0,114.465792368,611.20177601,114.809301756,0.0,0.0,0.0,0.0,0.0,0.0,114.371696244,0.0,0.0,114.602002385,114.554644465,0.0,0.0,114.475195775,6441.27796694,114.41151993,229.173558265,0.0,114.653550948,171.845722823,0.0,114.976905248,0.0,0.0,114.101834612,0.0,114.515122272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.440191008,0.0,459.255366308,0.0,0.0,0.0,191.309071005,0.0,0.0,916.006679746,0.0,0.0,153.22798188,0.0,0.0,345.541878385,0.0,114.799331024,0.0,0.0,115.1216608,0.0,0.0,0.0,0.0,0.0,0.0,267.576973648,0.0,114.614552612,0.0,0.0,0.0,0.0
2011-07-17,0.4031097034,0.0,0.000430848772081,0.00258509263249,0.0,0.0,0.0,1067.74566907,0.0,0.0,0.0,0.0,0.0,611.305965013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.335393772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5403.4220478,114.476177824,0.0,0.0,0.0,172.569999084,0.0,114.651692143,0.0,115.030038981,0.0,114.703320119,0.0,114.34013761,0.0,0.0,0.0,0.0,114.033799365,0.0,0.0,0.0,0.0,230.172749877,114.995265692,344.468527257,0.0,0.0,0.0,115.190745895,0.0,0.0,839.317357916,0.0,0.0,171.907643673,0.0,114.102701962,0.0,0.0,114.171687876,0.0,0.0,0.0,115.051626637,114.517872497,0.0,114.517872497,0.0,115.051626637,0.0,0.0,229.574133319,114.407319973,0.0,0.0,0.0
2011-07-24,0.3441494592,0.0,0.000659195781147,0.00351571083278,0.0,0.0,0.0,580.143790041,0.0,117.15654061,0.0,0.0,115.624659472,426.066466895,0.0,116.51387988,0.0,0.0,116.33777063,0.0,0.0,116.184333208,0.0,0.0,0.0,117.15654061,0.0,0.0,0.0,5986.45986397,230.55341368,0.0,0.0,0.0,193.99336786,0.0,117.405054484,116.022111922,0.0,0.0,116.33777063,0.0,232.184220359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.232360388,0.0,504.473665652,0.0,0.0,0.0,349.133536855,0.0,0.0,928.621696497,0.0,0.0,117.121124486,0.0,230.484053447,116.291589809,0.0,0.0,0.0,0.0,116.044985407,0.0,0.0,116.015432894,0.0,0.0,0.0,234.31308122,115.624659472,174.350986666,0.0,0.0,0.0,0.0
2011-07-31,0.1925545571,0.0,0.00045871559633,0.00344036697248,0.0,0.0,0.0,695.270299558,0.0,0.0,0.0,0.0,0.0,348.031552505,0.0,0.0,0.0,0.0,0.0,115.641852796,0.0,115.820743833,0.0,0.0,0.0,0.0,0.0,115.75680554,115.329213362,5435.48338286,0.0,115.921180943,0.0,116.836563611,0.0,0.0,116.907373649,116.014466421,115.931453707,0.0,116.483796208,116.624647232,231.792963853,0.0,0.0,0.0,0.0,115.9664466,0.0,0.0,0.0,0.0,116.172071108,0.0,271.356293299,0.0,0.0,0.0,271.227293829,115.641852796,0.0,1004.72940696,0.0,0.0,0.0,0.0,0.0,116.589402551,0.0,116.096447318,116.071552141,0.0,116.312407467,0.0,116.352767288,0.0,116.352767288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-08-07,0.208931836,0.000205718987863,0.00102859493931,0.00432009874511,113.163659176,0.0,0.0,645.634789247,0.0,0.0,0.0,0.0,114.212891881,532.671676736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.959312381,0.0,114.266091701,0.0,0.0,0.0,0.0,112.516815156,6527.3615024,0.0,115.321740081,0.0,0.0,284.667472618,0.0,115.043022437,0.0,115.496100136,0.0,113.061031916,0.0,152.150740189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.95859063,0.0,533.245913389,0.0,0.0,0.0,152.357572738,0.0,114.266091701,1025.97072985,0.0,0.0,113.925774526,0.0,228.839848626,115.951913524,0.0,0.0,0.0,114.939994929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,228.04932863,113.095220314,114.247345242,114.87085809,112.992717093,0.0,0.0
2011-08-14,0.0457351932,0.0,0.000222816399287,0.00200534759358,0.0,0.0,0.0,562.711257715,0.0,0.0,0.0,0.0,0.0,450.789651518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,281.115824659,0.0,0.0,0.0,0.0,0.0,0.0,112.286509842,5015.30378884,0.0,225.436599205,0.0,0.0,301.132165404,0.0,113.492815334,0.0,112.625334554,0.0,0.0,0.0,226.163218963,0.0,0.0,0.0,0.0,112.930410254,0.0,0.0,0.0,0.0,169.279727421,0.0,413.845872017,0.0,0.0,0.0,395.241606904,0.0,0.0,675.708075356,0.0,0.0,150.714045726,0.0,112.234504193,169.621148899,0.0,112.8114581,0.0,0.0,113.016507706,0.0,0.0,0.0,0.0,0.0,0.0,226.064410304,112.607151203,168.898870838,113.023810647,0.0,0.0,0.0
2011-08-21,0.2638522427,0.0,0.00106837606838,0.00363247863248,106.734626978,0.0,0.0,779.98533904,0.0,0.0,106.702371122,106.702371122,106.692936744,745.864245948,0.0,107.112860503,0.0,0.0,0.0,142.074439066,0.0,212.494290451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5952.01329817,106.472659379,106.16084256,106.417347163,0.0,373.868706191,0.0,106.772071653,0.0,159.952321716,106.79919723,0.0,0.0,106.568874473,0.0,0.0,106.096909502,0.0,213.986755177,0.0,0.0,0.0,0.0,0.0,0.0,497.925803457,0.0,0.0,0.0,213.383381709,142.074439066,0.0,957.807477459,0.0,0.0,142.418283732,0.0,106.449497419,0.0,0.0,106.66750932,106.675094295,0.0,160.049242935,0.0,0.0,0.0,0.0,0.0,0.0,159.598932822,0.0,106.649245592,106.188916103,0.0,106.417347163,0.0
2011-08-28,0.4191321499,0.0,0.000805152979066,0.0042270531401,0.0,0.0,0.0,1177.34094576,0.0,103.279155328,0.0,0.0,103.829988188,589.455071921,0.0,103.59240724,0.0,0.0,0.0,0.0,0.0,103.549323884,0.0,0.0,104.389466241,103.279155328,0.0,0.0,0.0,6195.70157204,155.471379721,103.798766062,0.0,104.768755469,381.967863481,104.895517424,104.326543115,0.0,104.863798187,138.772150837,0.0,104.483993376,0.0,0.0,0.0,0.0,0.0,277.847510781,0.0,0.0,0.0,0.0,138.635849677,0.0,486.213745061,0.0,0.0,0.0,347.232562205,0.0,0.0,1212.56594035,0.0,0.0,260.116423476,0.0,206.371097686,104.446696352,0.0,260.132152835,0.0,104.35888673,156.271590154,0.0,104.832062403,0.0,104.832062403,0.0,0.0,208.921515777,0.0,309.089743594,103.123238729,0.0,0.0,0.0
2011-09-04,0.8691333499,0.0,0.00124533001245,0.00423412204234,0.0,0.0,0.0,851.953319116,0.0,0.0,105.988612669,105.988612669,106.728236375,782.303055805,0.0,0.0,0.0,0.0,0.0,107.660568364,0.0,212.717031344,106.7438631,105.938370623,0.0,0.0,106.00236239,0.0,106.179927854,5208.5085147,319.3082752,213.279651926,0.0,0.0,178.137174453,106.162680543,178.073188094,0.0,106.500325947,0.0,107.174557818,160.77805067,106.712204141,0.0,0.0,107.368805306,0.0,284.811101796,0.0,0.0,0.0,0.0,106.059061925,0.0,890.405612394,0.0,0.0,106.339885564,462.861283102,107.660568364,105.938370623,958.915540038,0.0,0.0,213.939307477,0.0,424.591976165,0.0,0.0,107.790750429,0.0,0.0,214.349115635,0.0,107.126220979,0.0,107.126220979,0.0,0.0,106.186709308,0.0,105.906403704,107.660568364,106.629027247,0.0,0.0
2011-09-11,0.9814612868,0.000199920031987,0.000999600159936,0.00499800079968,0.0,0.0,97.3535807908,1019.00155867,98.60199064,0.0,96.7396392903,96.7396392903,99.5563719139,724.129168149,0.0,100.183162644,0.0,0.0,97.3830105311,0.0,0.0,230.177252313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6112.66414397,361.464592163,245.952963066,99.7595551912,98.4608283101,230.872788197,99.7143991035,149.809545967,0.0,230.683358905,0.0,99.7294345526,199.700052744,99.3537683653,99.4436812779,0.0,97.1187816813,0.0,890.709187725,0.0,0.0,0.0,0.0,99.3467207008,0.0,857.145330341,0.0,0.0,0.0,395.589321185,0.0,0.0,1216.82941746,0.0,0.0,330.141891832,0.0,460.167246845,0.0,0.0,197.899291683,100.001176881,0.0,197.849670268,0.0,0.0,194.530796399,0.0,0.0,0.0,197.217114115,100.001176881,196.654257003,99.1446025372,0.0,0.0,0.0
2011-09-18,0.5909090909,0.0,0.000191828122003,0.00306924995204,0.0,0.0,0.0,1184.69044651,0.0,104.900343941,104.563359927,104.563359927,104.417798848,628.172346418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209.359301267,0.0,0.0,0.0,104.900343941,0.0,0.0,156.538196048,5883.89295116,348.586836663,104.449325961,0.0,104.512437336,314.621746495,0.0,0.0,0.0,157.080449194,0.0,104.987634378,209.688393734,104.647209565,0.0,0.0,104.433785979,0.0,664.318970026,0.0,0.0,0.0,0.0,157.243980114,104.575625025,733.959927904,0.0,0.0,0.0,262.226792644,0.0,0.0,1568.83935573,0.0,0.0,384.932848154,0.0,174.262568993,104.916432911,0.0,104.844196867,0.0,0.0,279.818351958,0.0,105.162099222,0.0,105.162099222,104.939365578,0.0,174.651496537,0.0,139.592408054,104.717573441,104.900248108,0.0,0.0
2011-09-25,0.8822896492,0.0,0.000859475719811,0.0040825096691,0.0,0.0,0.0,854.287870711,99.7464345271,99.4749746206,98.3018829737,98.3018829737,98.5816261086,460.669415839,97.5834840021,0.0,0.0,0.0,98.20296803,0.0,0.0,131.411883337,0.0,99.0556281453,0.0,99.4749746206,0.0,0.0,98.4612000086,5845.45582736,328.563387243,99.0408180539,0.0,0.0,230.816840952,0.0,99.3256345768,99.0854641778,164.788013192,97.7008776671,0.0,0.0,98.6560250996,99.0258100754,0.0,99.0556281453,0.0,659.243294207,0.0,98.1436308891,0.0,0.0,246.558354964,0.0,856.989560882,99.2948207276,0.0,0.0,362.336485773,0.0,99.0556281453,1051.96444511,98.6983844711,0.0,395.934203449,0.0,229.775187831,98.9568470858,0.0,99.2802641962,0.0,0.0,197.877422855,0.0,0.0,99.2648585004,0.0,0.0,0.0,196.765078318,0.0,296.158841455,0.0,99.1754592504,0.0,0.0
2011-10-02,0.9081735621,0.0,0.000828363154407,0.00364479787939,0.0,0.0,0.0,893.821881372,96.2549478217,95.9929899958,94.9576594328,94.9576594328,95.7324541363,639.735176864,95.7035929804,96.4197948529,0.0,0.0,0.0,0.0,96.1674698322,623.479851026,0.0,95.5883221668,0.0,95.9929899958,0.0,0.0,95.9791414205,6256.33542295,478.853961554,95.645922843,0.0,0.0,288.209948239,96.051079551,191.889096387,0.0,128.070644648,0.0,0.0,193.618355338,191.743761755,0.0,0.0,192.338041597,0.0,832.882396213,0.0,0.0,0.0,96.5754096577,127.800652763,0.0,1024.43927086,95.8191421419,0.0,95.5883221668,432.625650611,0.0,95.5883221668,1181.64401979,0.0,0.0,512.9901579,0.0,336.179368214,0.0,0.0,0.0,0.0,0.0,96.1184454437,0.0,96.9852477102,95.7902287013,96.9852477102,0.0,0.0,95.5314217254,0.0,159.849085133,95.964349391,144.439197169,95.4449157595,0.0
2011-10-09,0.8155957828,0.000342348510784,0.000684697021568,0.00410818212941,0.0,0.0,0.0,895.298789144,0.0,98.7003297485,99.8767384385,99.8767384385,0.0,664.322751838,0.0,100.693169543,0.0,0.0,0.0,0.0,0.0,265.402730952,0.0,99.7323519913,0.0,98.7003297485,0.0,0.0,100.030136878,5866.07446511,431.092624069,132.906530997,0.0,0.0,199.195470582,98.8794592036,99.5282062999,100.268175761,100.226211085,0.0,100.540973096,99.512848617,99.6121724939,99.5225035599,0.0,99.7323519913,0.0,1030.87234252,0.0,0.0,0.0,100.449875868,98.2848743617,0.0,731.803918806,0.0,0.0,99.7323519913,432.224394527,0.0,99.7323519913,962.126521061,0.0,0.0,233.141911247,0.0,150.181184021,100.754177219,0.0,99.4827433878,0.0,0.0,266.436470298,0.0,100.427877794,100.4195468,100.427877794,100.215171245,0.0,132.986946227,0.0,132.846215447,100.662693402,0.0,0.0,0.0
2011-10-16,0.7629947544,0.0,0.000511596180082,0.00477489768076,0.0,0.0,0.0,814.138489952,0.0,101.686737681,202.621848886,202.621848886,101.889616663,781.50640308,101.898786732,102.817897249,0.0,0.0,0.0,102.5593199,0.0,271.32601051,0.0,101.898786732,0.0,101.686737681,0.0,0.0,101.256924297,6238.83214888,576.542922156,135.928777059,0.0,0.0,306.222521653,0.0,202.576653428,0.0,152.565763856,101.882970013,101.9603384,0.0,102.5593199,0.0,0.0,152.665664282,0.0,1225.44744927,0.0,0.0,0.0,0.0,237.607011832,102.528363268,952.54841567,0.0,0.0,0.0,408.155669602,102.5593199,101.898786732,1153.87232428,0.0,0.0,613.34076362,0.0,441.178577017,0.0,0.0,254.481076568,0.0,0.0,204.247608913,0.0,101.779124178,0.0,101.779124178,202.88238336,0.0,102.120610036,101.625239805,203.816059053,0.0,102.083665087,101.653321422,0.0
2011-10-23,0.892171911,0.000190476190476,0.00133333333333,0.004,101.990650183,0.0,0.0,973.278401545,100.783357477,0.0,200.840348414,200.840348414,0.0,504.267949515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,301.748299259,0.0,100.584244528,0.0,0.0,0.0,0.0,100.009516533,6308.02410542,335.715620451,151.915933039,0.0,99.9943547319,150.686270482,0.0,134.542259465,99.6931669164,100.085066272,0.0,99.9641540811,100.145632122,250.709525833,99.843533684,99.9339716674,100.512261228,0.0,909.297657585,0.0,0.0,0.0,101.775220324,251.538180522,100.965936023,942.370929481,0.0,0.0,100.752991898,336.465876547,0.0,100.584244528,973.774030528,0.0,0.0,842.799892073,0.0,201.205421463,0.0,0.0,100.085066272,0.0,0.0,336.924340716,0.0,102.268975183,152.037962587,102.268975183,102.052369184,0.0,99.7232040261,0.0,101.7445189,0.0,0.0,99.663147896,0.0
2011-10-30,0.7619047619,0.000837520938023,0.00167504187605,0.00670016750419,101.152630798,0.0,0.0,1147.85464005,0.0,101.611164791,100.393226662,100.393226662,102.044048959,912.886540397,0.0,101.994597289,0.0,0.0,0.0,101.828895844,0.0,438.599524298,101.963671092,101.642053543,0.0,101.611164791,0.0,0.0,101.532665236,6651.22559019,202.6088267,169.066604599,0.0,0.0,237.069369402,0.0,101.988136821,101.036613056,152.904629359,0.0,101.060896247,203.944799118,169.035834486,203.964967844,101.580406201,0.0,0.0,541.97882972,0.0,0.0,0.0,100.969327933,135.025462152,100.938842025,677.472033564,0.0,0.0,0.0,372.501950022,101.828895844,101.642053543,1114.70889251,101.798233725,0.0,373.06607139,0.0,202.558648801,101.841677004,100.817082264,101.941550251,101.951729252,0.0,306.102630957,0.0,0.0,101.544074466,0.0,101.747711729,0.0,169.260738272,0.0,100.877925403,0.0,101.219659744,0.0,0.0
2011-11-06,0.7961620904,0.000622665006227,0.00145288501453,0.00415110004151,0.0,0.0,0.0,1007.69539623,96.8128363011,97.8685980263,0.0,0.0,290.613682913,748.997564504,0.0,98.460811865,0.0,0.0,0.0,130.169032846,97.2230601837,357.324107778,0.0,0.0,0.0,97.8685980263,0.0,0.0,96.638083889,7122.10960495,146.271977517,196.394170657,0.0,0.0,163.020996825,195.968585019,245.797105346,98.1675078931,97.7888870639,0.0,195.500709123,97.4842266814,423.200862865,97.7182718057,0.0,0.0,0.0,685.105621819,0.0,0.0,0.0,0.0,195.176446588,97.9250517037,847.720372682,0.0,0.0,0.0,652.014227905,130.169032846,0.0,975.608746925,0.0,0.0,587.779490522,0.0,259.926902659,0.0,0.0,96.9882218741,0.0,0.0,130.493682983,0.0,98.1922009809,0.0,98.1922009809,0.0,0.0,97.0468250293,0.0,162.764988794,194.954906802,0.0,0.0,0.0
